dataset,dataset_version,question_id,image,image_path,prompt
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1299_open_q1,hex_pathfinding_1299.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1299.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1300_open_q1,hex_pathfinding_1300.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1300.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1301_open_q1,hex_pathfinding_1301.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1301.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1302_open_q1,hex_pathfinding_1302.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1302.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1303_open_q1,hex_pathfinding_1303.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1303.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1304_open_q1,hex_pathfinding_1304.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1304.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1305_open_q1,hex_pathfinding_1305.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1305.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1306_open_q1,hex_pathfinding_1306.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1306.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1307_open_q1,hex_pathfinding_1307.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1307.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1308_open_q1,hex_pathfinding_1308.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1308.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1309_open_q1,hex_pathfinding_1309.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1309.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1310_open_q1,hex_pathfinding_1310.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1310.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1311_open_q1,hex_pathfinding_1311.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1311.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1312_open_q1,hex_pathfinding_1312.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1312.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1313_open_q1,hex_pathfinding_1313.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1313.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1314_open_q1,hex_pathfinding_1314.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1314.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1315_open_q1,hex_pathfinding_1315.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1315.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1316_open_q1,hex_pathfinding_1316.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1316.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1317_open_q1,hex_pathfinding_1317.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1317.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1318_open_q1,hex_pathfinding_1318.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1318.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1319_open_q1,hex_pathfinding_1319.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1319.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1320_open_q1,hex_pathfinding_1320.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1320.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1321_open_q1,hex_pathfinding_1321.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1321.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1322_open_q1,hex_pathfinding_1322.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1322.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1323_open_q1,hex_pathfinding_1323.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1323.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1324_open_q1,hex_pathfinding_1324.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1324.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1325_open_q1,hex_pathfinding_1325.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1325.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1326_open_q1,hex_pathfinding_1326.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1326.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1327_open_q1,hex_pathfinding_1327.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1327.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1328_open_q1,hex_pathfinding_1328.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1328.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1329_open_q1,hex_pathfinding_1329.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1329.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1330_open_q1,hex_pathfinding_1330.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1330.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1331_open_q1,hex_pathfinding_1331.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1331.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1332_open_q1,hex_pathfinding_1332.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1332.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1333_open_q1,hex_pathfinding_1333.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1333.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1334_open_q1,hex_pathfinding_1334.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1334.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1335_open_q1,hex_pathfinding_1335.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1335.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1336_open_q1,hex_pathfinding_1336.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1336.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1337_open_q1,hex_pathfinding_1337.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1337.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1338_open_q1,hex_pathfinding_1338.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1338.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1339_open_q1,hex_pathfinding_1339.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1339.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1340_open_q1,hex_pathfinding_1340.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1340.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1341_open_q1,hex_pathfinding_1341.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1341.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1342_open_q1,hex_pathfinding_1342.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1342.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1343_open_q1,hex_pathfinding_1343.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1343.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1344_open_q1,hex_pathfinding_1344.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1344.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1345_open_q1,hex_pathfinding_1345.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1345.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1346_open_q1,hex_pathfinding_1346.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1346.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1347_open_q1,hex_pathfinding_1347.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1347.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1348_open_q1,hex_pathfinding_1348.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1348.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1349_open_q1,hex_pathfinding_1349.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1349.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1350_open_q1,hex_pathfinding_1350.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1350.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1351_open_q1,hex_pathfinding_1351.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1351.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
hex_pathfinding,hex-pathfinding-3.0.0,hex_pathfinding_1352_open_q1,hex_pathfinding_1352.png,Dataset/hex_pathfinding_dataset_3000/images/hex_pathfinding_1352.png,"Look closely at the green HOME hex and everything that immediately surrounds it: state whether it sits on the outer boundary of the hexagonal field or fully inside it, count how many hexes lie directly against it, and say how many of those are grey holes and how many are walkable. Name the position of any hole touching it using these six direction names only: upper-left, upper-right, left, right, lower-left, lower-right. Justify your answer by describing exactly what you see around it, and end with a confidence score from 0 to 1."
