task,image,prompt,groundtruth,metadata
Image Description,compass_bearing_0994.png,How many landmarks are shown on this map?,3,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.35,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":3,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":994}"
Basic Relational Reasoning,compass_bearing_0994.png,"Is landmark B located north or south of landmark C? Answer 'north', 'south', or 'same latitude'.",south,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.35,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":3,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":994}"
Comparative Reasoning,compass_bearing_0994.png,"What is the compass bearing from landmark C to landmark B, rounded to the nearest 10 degrees? Answer with a three-digit number in curly brackets, e.g. {045}.",190,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.35,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":3,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":994}"
Compound Reasoning,compass_bearing_0994.png,"If you are standing at landmark B facing landmark C, and then turn to face landmark A instead, how many degrees would you need to turn, and in which direction? Round the angle to the nearest degree and answer with the amount plus 'clockwise' or 'counterclockwise'.",63 degrees clockwise,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.35,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":3,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":994}"
Extrapolative/Counterfactual Reasoning,compass_bearing_0994.png,"If you traveled from landmark A along a bearing of 135 degrees for the same distance as A-to-B, which of these landmarks would the projected endpoint be closest to: B, C? Give the letter and briefly justify using endpoint distance and bearing difference.",B; projected endpoint is closest to B (459.0 map units away; bearing difference 119.9 degrees),"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.35,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":3,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":994}"
Image Description,compass_bearing_0995.png,How many landmarks are shown on this map?,4,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.45,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":4,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":995}"
Basic Relational Reasoning,compass_bearing_0995.png,"Is landmark B located north or south of landmark C? Answer 'north', 'south', or 'same latitude'.",south,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.45,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":4,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":995}"
Comparative Reasoning,compass_bearing_0995.png,"What is the compass bearing from landmark C to landmark D, rounded to the nearest 10 degrees? Answer with a three-digit number in curly brackets, e.g. {045}.",140,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.45,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":4,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":995}"
Compound Reasoning,compass_bearing_0995.png,"If you are standing at landmark B facing landmark C, and then turn to face landmark D instead, how many degrees would you need to turn, and in which direction? Round the angle to the nearest degree and answer with the amount plus 'clockwise' or 'counterclockwise'.",92 degrees clockwise,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.45,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":4,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":995}"
Extrapolative/Counterfactual Reasoning,compass_bearing_0995.png,"If you traveled from landmark C along a bearing of 092 degrees for the same distance as C-to-A, which of these landmarks would the projected endpoint be closest to: A, B, D? Give the letter and briefly justify using endpoint distance and bearing difference.",D; projected endpoint is closest to D (234.3 map units away; bearing difference 49.2 degrees),"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.45,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":4,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":995}"
Image Description,compass_bearing_0996.png,How many landmarks are shown on this map?,3,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.43,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":true,""num_landmarks"":3,""path_bearing"":327.94650952,""path_end"":""B"",""path_start"":""C"",""seed"":996}"
Basic Relational Reasoning,compass_bearing_0996.png,"Is landmark B located north or south of landmark A? Answer 'north', 'south', or 'same latitude'.",north,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.43,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":true,""num_landmarks"":3,""path_bearing"":327.94650952,""path_end"":""B"",""path_start"":""C"",""seed"":996}"
Comparative Reasoning,compass_bearing_0996.png,"What is the compass bearing from landmark B to landmark A, rounded to the nearest 10 degrees? Answer with a three-digit number in curly brackets, e.g. {045}.",110,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.43,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":true,""num_landmarks"":3,""path_bearing"":327.94650952,""path_end"":""B"",""path_start"":""C"",""seed"":996}"
Compound Reasoning,compass_bearing_0996.png,"If you are standing at landmark A facing landmark B, and then turn to face landmark C instead, how many degrees would you need to turn, and in which direction? Round the angle to the nearest degree and answer with the amount plus 'clockwise' or 'counterclockwise'.",87 degrees counterclockwise,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.43,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":true,""num_landmarks"":3,""path_bearing"":327.94650952,""path_end"":""B"",""path_start"":""C"",""seed"":996}"
Extrapolative/Counterfactual Reasoning,compass_bearing_0996.png,"If you traveled from landmark C along a bearing of 262 degrees for the same distance as C-to-A, which of these landmarks would the projected endpoint be closest to: A, B? Give the letter and briefly justify using endpoint distance and bearing difference.",B; projected endpoint is closest to B (237.7 map units away; bearing difference 65.9 degrees),"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.43,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":true,""num_landmarks"":3,""path_bearing"":327.94650952,""path_end"":""B"",""path_start"":""C"",""seed"":996}"
Image Description,compass_bearing_0997.png,How many landmarks are shown on this map?,4,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.53,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":true,""num_landmarks"":4,""path_bearing"":126.65610842,""path_end"":""A"",""path_start"":""B"",""seed"":997}"
Basic Relational Reasoning,compass_bearing_0997.png,"Is landmark D located north or south of landmark B? Answer 'north', 'south', or 'same latitude'.",north,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.53,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":true,""num_landmarks"":4,""path_bearing"":126.65610842,""path_end"":""A"",""path_start"":""B"",""seed"":997}"
Comparative Reasoning,compass_bearing_0997.png,"What is the compass bearing from landmark C to landmark D, rounded to the nearest 10 degrees? Answer with a three-digit number in curly brackets, e.g. {045}.",030,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.53,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":true,""num_landmarks"":4,""path_bearing"":126.65610842,""path_end"":""A"",""path_start"":""B"",""seed"":997}"
Compound Reasoning,compass_bearing_0997.png,"If you are standing at landmark D facing landmark B, and then turn to face landmark A instead, how many degrees would you need to turn, and in which direction? Round the angle to the nearest degree and answer with the amount plus 'clockwise' or 'counterclockwise'.",43 degrees counterclockwise,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.53,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":true,""num_landmarks"":4,""path_bearing"":126.65610842,""path_end"":""A"",""path_start"":""B"",""seed"":997}"
Extrapolative/Counterfactual Reasoning,compass_bearing_0997.png,"If you traveled from landmark D along a bearing of 137 degrees for the same distance as D-to-A, which of these landmarks would the projected endpoint be closest to: A, B, C? Give the letter and briefly justify using endpoint distance and bearing difference.",A; projected endpoint is closest to A (80.7 map units away; bearing difference 29.8 degrees),"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.53,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":true,""num_landmarks"":4,""path_bearing"":126.65610842,""path_end"":""A"",""path_start"":""B"",""seed"":997}"
Image Description,compass_bearing_0998.png,How many landmarks are shown on this map?,3,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.35,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":3,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":998}"
Basic Relational Reasoning,compass_bearing_0998.png,"Is landmark C located north or south of landmark B? Answer 'north', 'south', or 'same latitude'.",south,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.35,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":3,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":998}"
Comparative Reasoning,compass_bearing_0998.png,"What is the compass bearing from landmark C to landmark A, rounded to the nearest 10 degrees? Answer with a three-digit number in curly brackets, e.g. {045}.",210,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.35,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":3,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":998}"
Compound Reasoning,compass_bearing_0998.png,"If you are standing at landmark A facing landmark C, and then turn to face landmark B instead, how many degrees would you need to turn, and in which direction? Round the angle to the nearest degree and answer with the amount plus 'clockwise' or 'counterclockwise'.",63 degrees counterclockwise,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.35,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":3,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":998}"
Extrapolative/Counterfactual Reasoning,compass_bearing_0998.png,"If you traveled from landmark A along a bearing of 054 degrees for the same distance as A-to-B, which of these landmarks would the projected endpoint be closest to: B, C? Give the letter and briefly justify using endpoint distance and bearing difference.",C; projected endpoint is closest to C (147.4 map units away; bearing difference 27.1 degrees),"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.35,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":3,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":998}"
Image Description,compass_bearing_0999.png,How many landmarks are shown on this map?,4,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.45,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":4,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":999}"
Basic Relational Reasoning,compass_bearing_0999.png,"Is landmark C located north or south of landmark A? Answer 'north', 'south', or 'same latitude'.",north,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.45,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":4,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":999}"
Comparative Reasoning,compass_bearing_0999.png,"What is the compass bearing from landmark B to landmark A, rounded to the nearest 10 degrees? Answer with a three-digit number in curly brackets, e.g. {045}.",170,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.45,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":4,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":999}"
Compound Reasoning,compass_bearing_0999.png,"If you are standing at landmark B facing landmark A, and then turn to face landmark C instead, how many degrees would you need to turn, and in which direction? Round the angle to the nearest degree and answer with the amount plus 'clockwise' or 'counterclockwise'.",31 degrees counterclockwise,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.45,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":4,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":999}"
Extrapolative/Counterfactual Reasoning,compass_bearing_0999.png,"If you traveled from landmark B along a bearing of 259 degrees for the same distance as B-to-C, which of these landmarks would the projected endpoint be closest to: A, C, D? Give the letter and briefly justify using endpoint distance and bearing difference.",C; projected endpoint is closest to C (220.2 map units away; bearing difference 120.5 degrees),"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.45,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":4,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":999}"
Image Description,compass_bearing_1000.png,How many landmarks are shown on this map?,3,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.57,""distance_unit"":""abstract map units"",""generation_attempt"":1,""has_path"":true,""num_landmarks"":3,""path_bearing"":215.02633932,""path_end"":""C"",""path_start"":""B"",""seed"":1000}"
Basic Relational Reasoning,compass_bearing_1000.png,"Is landmark A located north or south of landmark B? Answer 'north', 'south', or 'same latitude'.",same latitude,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.57,""distance_unit"":""abstract map units"",""generation_attempt"":1,""has_path"":true,""num_landmarks"":3,""path_bearing"":215.02633932,""path_end"":""C"",""path_start"":""B"",""seed"":1000}"
Comparative Reasoning,compass_bearing_1000.png,"What is the compass bearing from landmark C to landmark B, rounded to the nearest 10 degrees? Answer with a three-digit number in curly brackets, e.g. {045}.",040,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.57,""distance_unit"":""abstract map units"",""generation_attempt"":1,""has_path"":true,""num_landmarks"":3,""path_bearing"":215.02633932,""path_end"":""C"",""path_start"":""B"",""seed"":1000}"
Compound Reasoning,compass_bearing_1000.png,"If you are standing at landmark B facing landmark A, and then turn to face landmark C instead, how many degrees would you need to turn, and in which direction? Round the angle to the nearest degree and answer with the amount plus 'clockwise' or 'counterclockwise'.",55 degrees counterclockwise,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.57,""distance_unit"":""abstract map units"",""generation_attempt"":1,""has_path"":true,""num_landmarks"":3,""path_bearing"":215.02633932,""path_end"":""C"",""path_start"":""B"",""seed"":1000}"
Extrapolative/Counterfactual Reasoning,compass_bearing_1000.png,"If you traveled from landmark A along a bearing of 180 degrees for the same distance as A-to-B, which of these landmarks would the projected endpoint be closest to: B, C? Give the letter and briefly justify using endpoint distance and bearing difference.",C; projected endpoint is closest to C (131.2 map units away; bearing difference 28.2 degrees),"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.57,""distance_unit"":""abstract map units"",""generation_attempt"":1,""has_path"":true,""num_landmarks"":3,""path_bearing"":215.02633932,""path_end"":""C"",""path_start"":""B"",""seed"":1000}"
Image Description,compass_bearing_1001.png,How many landmarks are shown on this map?,4,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.53,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":true,""num_landmarks"":4,""path_bearing"":308.75474732,""path_end"":""B"",""path_start"":""C"",""seed"":1001}"
Basic Relational Reasoning,compass_bearing_1001.png,"Is landmark D located north or south of landmark C? Answer 'north', 'south', or 'same latitude'.",north,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.53,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":true,""num_landmarks"":4,""path_bearing"":308.75474732,""path_end"":""B"",""path_start"":""C"",""seed"":1001}"
Comparative Reasoning,compass_bearing_1001.png,"What is the compass bearing from landmark D to landmark C, rounded to the nearest 10 degrees? Answer with a three-digit number in curly brackets, e.g. {045}.",150,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.53,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":true,""num_landmarks"":4,""path_bearing"":308.75474732,""path_end"":""B"",""path_start"":""C"",""seed"":1001}"
Compound Reasoning,compass_bearing_1001.png,"If you are standing at landmark C facing landmark B, and then turn to face landmark A instead, how many degrees would you need to turn, and in which direction? Round the angle to the nearest degree and answer with the amount plus 'clockwise' or 'counterclockwise'.",34 degrees counterclockwise,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.53,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":true,""num_landmarks"":4,""path_bearing"":308.75474732,""path_end"":""B"",""path_start"":""C"",""seed"":1001}"
Extrapolative/Counterfactual Reasoning,compass_bearing_1001.png,"If you traveled from landmark C along a bearing of 005 degrees for the same distance as C-to-A, which of these landmarks would the projected endpoint be closest to: A, B, D? Give the letter and briefly justify using endpoint distance and bearing difference.",D; projected endpoint is closest to D (129.1 map units away; bearing difference 34.8 degrees),"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.53,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":true,""num_landmarks"":4,""path_bearing"":308.75474732,""path_end"":""B"",""path_start"":""C"",""seed"":1001}"
Image Description,compass_bearing_1002.png,How many landmarks are shown on this map?,3,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.35,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":3,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":1002}"
Basic Relational Reasoning,compass_bearing_1002.png,"Is landmark A located north or south of landmark B? Answer 'north', 'south', or 'same latitude'.",south,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.35,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":3,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":1002}"
Comparative Reasoning,compass_bearing_1002.png,"What is the compass bearing from landmark C to landmark A, rounded to the nearest 10 degrees? Answer with a three-digit number in curly brackets, e.g. {045}.",110,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.35,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":3,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":1002}"
Compound Reasoning,compass_bearing_1002.png,"If you are standing at landmark A facing landmark C, and then turn to face landmark B instead, how many degrees would you need to turn, and in which direction? Round the angle to the nearest degree and answer with the amount plus 'clockwise' or 'counterclockwise'.",20 degrees clockwise,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.35,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":3,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":1002}"
Extrapolative/Counterfactual Reasoning,compass_bearing_1002.png,"If you traveled from landmark A along a bearing of 187 degrees for the same distance as A-to-B, which of these landmarks would the projected endpoint be closest to: B, C? Give the letter and briefly justify using endpoint distance and bearing difference.",C; projected endpoint is closest to C (373.2 map units away; bearing difference 100.1 degrees),"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.35,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":3,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":1002}"
Image Description,compass_bearing_1003.png,How many landmarks are shown on this map?,4,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.45,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":4,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":1003}"
Basic Relational Reasoning,compass_bearing_1003.png,"Is landmark C located north or south of landmark D? Answer 'north', 'south', or 'same latitude'.",north,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.45,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":4,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":1003}"
Comparative Reasoning,compass_bearing_1003.png,"What is the compass bearing from landmark A to landmark B, rounded to the nearest 10 degrees? Answer with a three-digit number in curly brackets, e.g. {045}.",220,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.45,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":4,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":1003}"
Compound Reasoning,compass_bearing_1003.png,"If you are standing at landmark B facing landmark C, and then turn to face landmark D instead, how many degrees would you need to turn, and in which direction? Round the angle to the nearest degree and answer with the amount plus 'clockwise' or 'counterclockwise'.",47 degrees counterclockwise,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.45,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":4,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":1003}"
Extrapolative/Counterfactual Reasoning,compass_bearing_1003.png,"If you traveled from landmark D along a bearing of 107 degrees for the same distance as D-to-A, which of these landmarks would the projected endpoint be closest to: A, B, C? Give the letter and briefly justify using endpoint distance and bearing difference.",A; projected endpoint is closest to A (135.0 map units away; bearing difference 30.1 degrees),"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.45,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":4,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":1003}"
Image Description,compass_bearing_1004.png,How many landmarks are shown on this map?,3,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.43,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":true,""num_landmarks"":3,""path_bearing"":307.91152432,""path_end"":""C"",""path_start"":""B"",""seed"":1004}"
Basic Relational Reasoning,compass_bearing_1004.png,"Is landmark A located north or south of landmark B? Answer 'north', 'south', or 'same latitude'.",south,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.43,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":true,""num_landmarks"":3,""path_bearing"":307.91152432,""path_end"":""C"",""path_start"":""B"",""seed"":1004}"
Comparative Reasoning,compass_bearing_1004.png,"What is the compass bearing from landmark C to landmark A, rounded to the nearest 10 degrees? Answer with a three-digit number in curly brackets, e.g. {045}.",190,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.43,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":true,""num_landmarks"":3,""path_bearing"":307.91152432,""path_end"":""C"",""path_start"":""B"",""seed"":1004}"
Compound Reasoning,compass_bearing_1004.png,"If you are standing at landmark A facing landmark C, and then turn to face landmark B instead, how many degrees would you need to turn, and in which direction? Round the angle to the nearest degree and answer with the amount plus 'clockwise' or 'counterclockwise'.",61 degrees clockwise,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.43,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":true,""num_landmarks"":3,""path_bearing"":307.91152432,""path_end"":""C"",""path_start"":""B"",""seed"":1004}"
Extrapolative/Counterfactual Reasoning,compass_bearing_1004.png,"If you traveled from landmark C along a bearing of 129 degrees for the same distance as C-to-A, which of these landmarks would the projected endpoint be closest to: A, B? Give the letter and briefly justify using endpoint distance and bearing difference.",B; projected endpoint is closest to B (11.9 map units away; bearing difference 1.1 degrees),"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.43,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":true,""num_landmarks"":3,""path_bearing"":307.91152432,""path_end"":""C"",""path_start"":""B"",""seed"":1004}"
Image Description,compass_bearing_1005.png,How many landmarks are shown on this map?,4,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.53,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":true,""num_landmarks"":4,""path_bearing"":140.13255444,""path_end"":""B"",""path_start"":""C"",""seed"":1005}"
Basic Relational Reasoning,compass_bearing_1005.png,"Is landmark B located north or south of landmark A? Answer 'north', 'south', or 'same latitude'.",north,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.53,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":true,""num_landmarks"":4,""path_bearing"":140.13255444,""path_end"":""B"",""path_start"":""C"",""seed"":1005}"
Comparative Reasoning,compass_bearing_1005.png,"What is the compass bearing from landmark A to landmark B, rounded to the nearest 10 degrees? Answer with a three-digit number in curly brackets, e.g. {045}.",050,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.53,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":true,""num_landmarks"":4,""path_bearing"":140.13255444,""path_end"":""B"",""path_start"":""C"",""seed"":1005}"
Compound Reasoning,compass_bearing_1005.png,"If you are standing at landmark C facing landmark B, and then turn to face landmark A instead, how many degrees would you need to turn, and in which direction? Round the angle to the nearest degree and answer with the amount plus 'clockwise' or 'counterclockwise'.",52 degrees clockwise,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.53,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":true,""num_landmarks"":4,""path_bearing"":140.13255444,""path_end"":""B"",""path_start"":""C"",""seed"":1005}"
Extrapolative/Counterfactual Reasoning,compass_bearing_1005.png,"If you traveled from landmark D along a bearing of 119 degrees for the same distance as D-to-B, which of these landmarks would the projected endpoint be closest to: A, B, C? Give the letter and briefly justify using endpoint distance and bearing difference.",A; projected endpoint is closest to A (269.6 map units away; bearing difference 47.7 degrees),"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.53,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":true,""num_landmarks"":4,""path_bearing"":140.13255444,""path_end"":""B"",""path_start"":""C"",""seed"":1005}"
Image Description,compass_bearing_1006.png,How many landmarks are shown on this map?,3,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.35,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":3,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":1006}"
Basic Relational Reasoning,compass_bearing_1006.png,"Is landmark A located north or south of landmark B? Answer 'north', 'south', or 'same latitude'.",south,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.35,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":3,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":1006}"
Comparative Reasoning,compass_bearing_1006.png,"What is the compass bearing from landmark A to landmark B, rounded to the nearest 10 degrees? Answer with a three-digit number in curly brackets, e.g. {045}.",060,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.35,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":3,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":1006}"
Compound Reasoning,compass_bearing_1006.png,"If you are standing at landmark B facing landmark A, and then turn to face landmark C instead, how many degrees would you need to turn, and in which direction? Round the angle to the nearest degree and answer with the amount plus 'clockwise' or 'counterclockwise'.",38 degrees counterclockwise,"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.35,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":3,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":1006}"
Extrapolative/Counterfactual Reasoning,compass_bearing_1006.png,"If you traveled from landmark B along a bearing of 271 degrees for the same distance as B-to-A, which of these landmarks would the projected endpoint be closest to: A, C? Give the letter and briefly justify using endpoint distance and bearing difference.",A; projected endpoint is closest to A (118.5 map units away; bearing difference 30.2 degrees),"{""dataset_version"":""compass-bearing-2.0.0"",""difficulty_score"":0.35,""distance_unit"":""abstract map units"",""generation_attempt"":0,""has_path"":false,""num_landmarks"":3,""path_bearing"":null,""path_end"":null,""path_start"":null,""seed"":1006}"
