task,image,prompt,groundtruth,metadata
Image Description,orthographic_0289.png,How many unit cells are filled in the top view?,6,"{""correct_answer_choice"":null,""difficulty_score"":0.7,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":11,""seed"":289,""total_cube_count"":12,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_0289.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",11,"{""correct_answer_choice"":null,""difficulty_score"":0.7,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":11,""seed"":289,""total_cube_count"":12,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_0289.png,"Which view (top, front, or side) shows the largest filled area (most filled cells)?",front,"{""correct_answer_choice"":null,""difficulty_score"":0.7,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":11,""seed"":289,""total_cube_count"":12,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_0289.png,"Do these three views uniquely determine the gravity-supported 3D structure, or could a different arrangement of cubes produce the exact same three views? Answer 'unique' or 'not unique'.",not unique,"{""correct_answer_choice"":null,""difficulty_score"":0.7,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":11,""seed"":289,""total_cube_count"":12,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_0289.png,"If one cube were added directly on top of a tallest column, which orthographic view or views would change?",front and side,"{""correct_answer_choice"":null,""difficulty_score"":0.7,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":11,""seed"":289,""total_cube_count"":12,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_0290.png,How many unit cells are filled in the top view?,6,"{""correct_answer_choice"":""A"",""difficulty_score"":0.8167,""has_candidate_panel"":true,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":10,""seed"":290,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_0290.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",10,"{""correct_answer_choice"":""A"",""difficulty_score"":0.8167,""has_candidate_panel"":true,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":10,""seed"":290,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_0290.png,"Which view (top, front, or side) shows the largest filled area (most filled cells)?",side,"{""correct_answer_choice"":""A"",""difficulty_score"":0.8167,""has_candidate_panel"":true,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":10,""seed"":290,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_0290.png,Do the three orthographic views uniquely determine the shown voxel structure within the stated scope? Answer 'unique' or 'not unique'.,not unique,"{""correct_answer_choice"":""A"",""difficulty_score"":0.8167,""has_candidate_panel"":true,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":10,""seed"":290,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_0290.png,"If one cube were added directly on top of a tallest column in the structure, which view or views would change? Answer using top, front, and/or side.",front and side,"{""correct_answer_choice"":""A"",""difficulty_score"":0.8167,""has_candidate_panel"":true,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":10,""seed"":290,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_0291.png,How many unit cells are filled in the top view?,7,"{""correct_answer_choice"":null,""difficulty_score"":0.3833,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":11,""seed"":291,""total_cube_count"":11,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_0291.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",11,"{""correct_answer_choice"":null,""difficulty_score"":0.3833,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":11,""seed"":291,""total_cube_count"":11,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_0291.png,"Which view (top, front, or side) shows the largest filled area (most filled cells)?",side,"{""correct_answer_choice"":null,""difficulty_score"":0.3833,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":11,""seed"":291,""total_cube_count"":11,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_0291.png,"Do these three views uniquely determine the gravity-supported 3D structure, or could a different arrangement of cubes produce the exact same three views? Answer 'unique' or 'not unique'.",unique,"{""correct_answer_choice"":null,""difficulty_score"":0.3833,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":11,""seed"":291,""total_cube_count"":11,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_0291.png,"If one cube were added directly on top of a tallest column, which orthographic view or views would change?",front and side,"{""correct_answer_choice"":null,""difficulty_score"":0.3833,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":11,""seed"":291,""total_cube_count"":11,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_0292.png,How many unit cells are filled in the top view?,5,"{""correct_answer_choice"":""B"",""difficulty_score"":0.9333,""has_candidate_panel"":true,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":10,""seed"":292,""total_cube_count"":12,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_0292.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",10,"{""correct_answer_choice"":""B"",""difficulty_score"":0.9333,""has_candidate_panel"":true,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":10,""seed"":292,""total_cube_count"":12,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_0292.png,"Which candidate structure (A, B, C, or D) is consistent with all three views shown? Answer with the letter.",B,"{""correct_answer_choice"":""B"",""difficulty_score"":0.9333,""has_candidate_panel"":true,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":10,""seed"":292,""total_cube_count"":12,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_0292.png,"Do these three views uniquely determine the gravity-supported 3D structure, or could a different arrangement of cubes produce the exact same three views? Answer 'unique' or 'not unique'.",not unique,"{""correct_answer_choice"":""B"",""difficulty_score"":0.9333,""has_candidate_panel"":true,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":10,""seed"":292,""total_cube_count"":12,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_0292.png,"If one cube were added directly on top of a tallest column, which orthographic view or views would change?",front and side,"{""correct_answer_choice"":""B"",""difficulty_score"":0.9333,""has_candidate_panel"":true,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":10,""seed"":292,""total_cube_count"":12,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_0293.png,How many unit cells are filled in the top view?,7,"{""correct_answer_choice"":null,""difficulty_score"":0.2667,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":9,""seed"":293,""total_cube_count"":9,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_0293.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",9,"{""correct_answer_choice"":null,""difficulty_score"":0.2667,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":9,""seed"":293,""total_cube_count"":9,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_0293.png,"Which view (top, front, or side) shows the largest filled area (most filled cells)?",top,"{""correct_answer_choice"":null,""difficulty_score"":0.2667,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":9,""seed"":293,""total_cube_count"":9,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_0293.png,Do the three orthographic views uniquely determine the shown voxel structure within the stated scope? Answer 'unique' or 'not unique'.,unique,"{""correct_answer_choice"":null,""difficulty_score"":0.2667,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":9,""seed"":293,""total_cube_count"":9,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_0293.png,"If one cube were added directly on top of a tallest column in the structure, which view or views would change? Answer using top, front, and/or side.",front and side,"{""correct_answer_choice"":null,""difficulty_score"":0.2667,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":9,""seed"":293,""total_cube_count"":9,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_0294.png,How many unit cells are filled in the top view?,4,"{""correct_answer_choice"":""B"",""difficulty_score"":0.3833,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":7,""seed"":294,""total_cube_count"":7,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_0294.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",7,"{""correct_answer_choice"":""B"",""difficulty_score"":0.3833,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":7,""seed"":294,""total_cube_count"":7,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_0294.png,"Which candidate structure (A, B, C, or D) is consistent with all three views shown? Answer with the letter.",B,"{""correct_answer_choice"":""B"",""difficulty_score"":0.3833,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":7,""seed"":294,""total_cube_count"":7,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_0294.png,Do the three orthographic views uniquely determine the shown voxel structure within the stated scope? Answer 'unique' or 'not unique'.,unique,"{""correct_answer_choice"":""B"",""difficulty_score"":0.3833,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":7,""seed"":294,""total_cube_count"":7,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_0294.png,"If one cube were added directly on top of a tallest column in the structure, which view or views would change? Answer using top, front, and/or side.",front and side,"{""correct_answer_choice"":""B"",""difficulty_score"":0.3833,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":7,""seed"":294,""total_cube_count"":7,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_0295.png,How many unit cells are filled in the top view?,6,"{""correct_answer_choice"":null,""difficulty_score"":0.7,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":11,""seed"":295,""total_cube_count"":12,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_0295.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",11,"{""correct_answer_choice"":null,""difficulty_score"":0.7,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":11,""seed"":295,""total_cube_count"":12,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_0295.png,"Which view (top, front, or side) shows the largest filled area (most filled cells)?",front,"{""correct_answer_choice"":null,""difficulty_score"":0.7,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":11,""seed"":295,""total_cube_count"":12,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_0295.png,Do the three orthographic views uniquely determine the shown voxel structure within the stated scope? Answer 'unique' or 'not unique'.,not unique,"{""correct_answer_choice"":null,""difficulty_score"":0.7,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":11,""seed"":295,""total_cube_count"":12,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_0295.png,"If one cube were added directly on top of a tallest column in the structure, which view or views would change? Answer using top, front, and/or side.",front and side,"{""correct_answer_choice"":null,""difficulty_score"":0.7,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":11,""seed"":295,""total_cube_count"":12,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_0296.png,How many unit cells are filled in the top view?,5,"{""correct_answer_choice"":""C"",""difficulty_score"":0.3333,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":6,""seed"":296,""total_cube_count"":6,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_0296.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",6,"{""correct_answer_choice"":""C"",""difficulty_score"":0.3333,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":6,""seed"":296,""total_cube_count"":6,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_0296.png,"Which candidate structure (A, B, C, or D) is consistent with all three views shown? Answer with the letter.",C,"{""correct_answer_choice"":""C"",""difficulty_score"":0.3333,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":6,""seed"":296,""total_cube_count"":6,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_0296.png,"Do these three views uniquely determine the gravity-supported 3D structure, or could a different arrangement of cubes produce the exact same three views? Answer 'unique' or 'not unique'.",unique,"{""correct_answer_choice"":""C"",""difficulty_score"":0.3333,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":6,""seed"":296,""total_cube_count"":6,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_0296.png,"If one cube were added directly on top of a tallest column, which orthographic view or views would change?",front and side,"{""correct_answer_choice"":""C"",""difficulty_score"":0.3333,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":6,""seed"":296,""total_cube_count"":6,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_0297.png,How many unit cells are filled in the top view?,6,"{""correct_answer_choice"":null,""difficulty_score"":0.6,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":10,""seed"":297,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_0297.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",10,"{""correct_answer_choice"":null,""difficulty_score"":0.6,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":10,""seed"":297,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_0297.png,"Which view (top, front, or side) shows the largest filled area (most filled cells)?",front,"{""correct_answer_choice"":null,""difficulty_score"":0.6,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":10,""seed"":297,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_0297.png,Do the three orthographic views uniquely determine the shown voxel structure within the stated scope? Answer 'unique' or 'not unique'.,not unique,"{""correct_answer_choice"":null,""difficulty_score"":0.6,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":10,""seed"":297,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_0297.png,"If one cube were added directly on top of a tallest column in the structure, which view or views would change? Answer using top, front, and/or side.",front and side,"{""correct_answer_choice"":null,""difficulty_score"":0.6,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":10,""seed"":297,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_0298.png,How many unit cells are filled in the top view?,5,"{""correct_answer_choice"":""A"",""difficulty_score"":0.65,""has_candidate_panel"":true,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":7,""seed"":298,""total_cube_count"":7,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_0298.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",7,"{""correct_answer_choice"":""A"",""difficulty_score"":0.65,""has_candidate_panel"":true,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":7,""seed"":298,""total_cube_count"":7,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_0298.png,"Which view (top, front, or side) shows the largest filled area (most filled cells)?",side,"{""correct_answer_choice"":""A"",""difficulty_score"":0.65,""has_candidate_panel"":true,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":7,""seed"":298,""total_cube_count"":7,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_0298.png,Do the three orthographic views uniquely determine the shown voxel structure within the stated scope? Answer 'unique' or 'not unique'.,not unique,"{""correct_answer_choice"":""A"",""difficulty_score"":0.65,""has_candidate_panel"":true,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":7,""seed"":298,""total_cube_count"":7,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_0298.png,"If one cube were added directly on top of a tallest column in the structure, which view or views would change? Answer using top, front, and/or side.",front and side,"{""correct_answer_choice"":""A"",""difficulty_score"":0.65,""has_candidate_panel"":true,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":7,""seed"":298,""total_cube_count"":7,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_0299.png,How many unit cells are filled in the top view?,8,"{""correct_answer_choice"":null,""difficulty_score"":0.2333,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":8,""seed"":299,""total_cube_count"":8,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_0299.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",8,"{""correct_answer_choice"":null,""difficulty_score"":0.2333,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":8,""seed"":299,""total_cube_count"":8,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_0299.png,"Which view (top, front, or side) shows the largest filled area (most filled cells)?",top,"{""correct_answer_choice"":null,""difficulty_score"":0.2333,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":8,""seed"":299,""total_cube_count"":8,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_0299.png,Do the three orthographic views uniquely determine the shown voxel structure within the stated scope? Answer 'unique' or 'not unique'.,unique,"{""correct_answer_choice"":null,""difficulty_score"":0.2333,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":8,""seed"":299,""total_cube_count"":8,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_0299.png,"If one cube were added directly on top of a tallest column in the structure, which view or views would change? Answer using top, front, and/or side.",front and side,"{""correct_answer_choice"":null,""difficulty_score"":0.2333,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":8,""seed"":299,""total_cube_count"":8,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_0300.png,How many unit cells are filled in the top view?,6,"{""correct_answer_choice"":""B"",""difficulty_score"":0.8167,""has_candidate_panel"":true,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":10,""seed"":300,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_0300.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",10,"{""correct_answer_choice"":""B"",""difficulty_score"":0.8167,""has_candidate_panel"":true,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":10,""seed"":300,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_0300.png,"Which candidate structure (A, B, C, or D) is consistent with all three views shown? Answer with the letter.",B,"{""correct_answer_choice"":""B"",""difficulty_score"":0.8167,""has_candidate_panel"":true,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":10,""seed"":300,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_0300.png,"Candidate D matches two of the three views but not the third. Which view does it fail to match: top, front, or side?",side,"{""correct_answer_choice"":""B"",""difficulty_score"":0.8167,""has_candidate_panel"":true,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":10,""seed"":300,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_0300.png,"If one cube were added directly on top of a tallest column, which orthographic view or views would change?",front and side,"{""correct_answer_choice"":""B"",""difficulty_score"":0.8167,""has_candidate_panel"":true,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":10,""seed"":300,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_0301.png,How many unit cells are filled in the top view?,6,"{""correct_answer_choice"":null,""difficulty_score"":0.5167,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":9,""seed"":301,""total_cube_count"":9,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_0301.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",9,"{""correct_answer_choice"":null,""difficulty_score"":0.5167,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":9,""seed"":301,""total_cube_count"":9,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_0301.png,"Which view (top, front, or side) shows the largest filled area (most filled cells)?",side,"{""correct_answer_choice"":null,""difficulty_score"":0.5167,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":9,""seed"":301,""total_cube_count"":9,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_0301.png,"Do these three views uniquely determine the gravity-supported 3D structure, or could a different arrangement of cubes produce the exact same three views? Answer 'unique' or 'not unique'.",not unique,"{""correct_answer_choice"":null,""difficulty_score"":0.5167,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":9,""seed"":301,""total_cube_count"":9,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_0301.png,"If one cube were added directly on top of a tallest column, which orthographic view or views would change?",front and side,"{""correct_answer_choice"":null,""difficulty_score"":0.5167,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":9,""seed"":301,""total_cube_count"":9,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_0302.png,How many unit cells are filled in the top view?,8,"{""correct_answer_choice"":""B"",""difficulty_score"":0.5833,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":10,""seed"":302,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_0302.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",10,"{""correct_answer_choice"":""B"",""difficulty_score"":0.5833,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":10,""seed"":302,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_0302.png,"Which candidate structure (A, B, C, or D) is consistent with all three views shown? Answer with the letter.",B,"{""correct_answer_choice"":""B"",""difficulty_score"":0.5833,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":10,""seed"":302,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
