task,image,prompt,groundtruth,metadata
Comparative Reasoning,optical_illusion_0710.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",equal,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":129,""element_b_true_value"":129,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":710}"
Compound Reasoning,optical_illusion_0710.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",0,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":129,""element_b_true_value"":129,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":710}"
Extrapolative/Counterfactual Reasoning,optical_illusion_0710.png,"If the visual context (fins) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; actually equal,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":129,""element_b_true_value"":129,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":710}"
Image Description,optical_illusion_0711.png,How many target line segments are being compared in this image?,2,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":141,""element_b_true_value"":141,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""ponzo"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":711}"
Basic Relational Reasoning,optical_illusion_0711.png,"Because of the converging lines, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",B,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":141,""element_b_true_value"":141,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""ponzo"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":711}"
Comparative Reasoning,optical_illusion_0711.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",equal,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":141,""element_b_true_value"":141,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""ponzo"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":711}"
Compound Reasoning,optical_illusion_0711.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",0,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":141,""element_b_true_value"":141,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""ponzo"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":711}"
Extrapolative/Counterfactual Reasoning,optical_illusion_0711.png,"If the visual context (converging lines) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; actually equal,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":141,""element_b_true_value"":141,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""ponzo"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":711}"
Image Description,optical_illusion_0712.png,How many center circles are being compared in this image?,2,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.5814,""element_a_true_value"":51,""element_b_true_value"":55,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":true,""percent_difference"":7.8431372549019605,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""400/51"",""seed"":712}"
Basic Relational Reasoning,optical_illusion_0712.png,"Because of the surrounding circles, which element would a typical human viewer perceive as bigger—element A or element B? Answer with the letter.",B,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.5814,""element_a_true_value"":51,""element_b_true_value"":55,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":true,""percent_difference"":7.8431372549019605,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""400/51"",""seed"":712}"
Comparative Reasoning,optical_illusion_0712.png,"Ignoring the surrounding context, measure the actual diameter of element A and element B. Are they equal, or is one actually bigger? Answer 'equal', 'A', or 'B'.",B,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.5814,""element_a_true_value"":51,""element_b_true_value"":55,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":true,""percent_difference"":7.8431372549019605,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""400/51"",""seed"":712}"
Compound Reasoning,optical_illusion_0712.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",8,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.5814,""element_a_true_value"":51,""element_b_true_value"":55,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":true,""percent_difference"":7.8431372549019605,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""400/51"",""seed"":712}"
Extrapolative/Counterfactual Reasoning,optical_illusion_0712.png,"If the visual context (surrounding circles) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",no; element B is actually bigger,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.5814,""element_a_true_value"":51,""element_b_true_value"":55,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":true,""percent_difference"":7.8431372549019605,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""400/51"",""seed"":712}"
Image Description,optical_illusion_0713.png,How many target line segments are being compared in this image?,2,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.5333,""element_a_true_value"":139,""element_b_true_value"":161,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":true,""percent_difference"":15.827338129496402,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""2200/139"",""seed"":713}"
Basic Relational Reasoning,optical_illusion_0713.png,"Because of the surrounding fins, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",B,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.5333,""element_a_true_value"":139,""element_b_true_value"":161,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":true,""percent_difference"":15.827338129496402,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""2200/139"",""seed"":713}"
Comparative Reasoning,optical_illusion_0713.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",B,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.5333,""element_a_true_value"":139,""element_b_true_value"":161,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":true,""percent_difference"":15.827338129496402,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""2200/139"",""seed"":713}"
Compound Reasoning,optical_illusion_0713.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",16,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.5333,""element_a_true_value"":139,""element_b_true_value"":161,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":true,""percent_difference"":15.827338129496402,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""2200/139"",""seed"":713}"
Extrapolative/Counterfactual Reasoning,optical_illusion_0713.png,"If the visual context (fins) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",no; element B is actually bigger,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.5333,""element_a_true_value"":139,""element_b_true_value"":161,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":true,""percent_difference"":15.827338129496402,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""2200/139"",""seed"":713}"
Image Description,optical_illusion_0714.png,How many target line segments are being compared in this image?,2,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.5233,""element_a_true_value"":136,""element_b_true_value"":120,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_longer"",""illusion_type"":""ponzo"",""matches_illusion_direction"":true,""percent_difference"":13.333333333333334,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""40/3"",""seed"":714}"
Basic Relational Reasoning,optical_illusion_0714.png,"Because of the converging lines, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",A,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.5233,""element_a_true_value"":136,""element_b_true_value"":120,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_longer"",""illusion_type"":""ponzo"",""matches_illusion_direction"":true,""percent_difference"":13.333333333333334,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""40/3"",""seed"":714}"
Comparative Reasoning,optical_illusion_0714.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",A,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.5233,""element_a_true_value"":136,""element_b_true_value"":120,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_longer"",""illusion_type"":""ponzo"",""matches_illusion_direction"":true,""percent_difference"":13.333333333333334,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""40/3"",""seed"":714}"
Compound Reasoning,optical_illusion_0714.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",13,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.5233,""element_a_true_value"":136,""element_b_true_value"":120,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_longer"",""illusion_type"":""ponzo"",""matches_illusion_direction"":true,""percent_difference"":13.333333333333334,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""40/3"",""seed"":714}"
Extrapolative/Counterfactual Reasoning,optical_illusion_0714.png,"If the visual context (converging lines) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",no; element A is actually bigger,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.5233,""element_a_true_value"":136,""element_b_true_value"":120,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_longer"",""illusion_type"":""ponzo"",""matches_illusion_direction"":true,""percent_difference"":13.333333333333334,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""40/3"",""seed"":714}"
Image Description,optical_illusion_0715.png,How many center circles are being compared in this image?,2,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.43,""element_a_true_value"":46,""element_b_true_value"":46,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":715}"
Basic Relational Reasoning,optical_illusion_0715.png,"Because of the surrounding circles, which element would a typical human viewer perceive as bigger—element A or element B? Answer with the letter.",A,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.43,""element_a_true_value"":46,""element_b_true_value"":46,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":715}"
Comparative Reasoning,optical_illusion_0715.png,"Ignoring the surrounding context, measure the actual diameter of element A and element B. Are they equal, or is one actually bigger? Answer 'equal', 'A', or 'B'.",equal,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.43,""element_a_true_value"":46,""element_b_true_value"":46,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":715}"
Compound Reasoning,optical_illusion_0715.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",0,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.43,""element_a_true_value"":46,""element_b_true_value"":46,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":715}"
Extrapolative/Counterfactual Reasoning,optical_illusion_0715.png,"If the visual context (surrounding circles) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; actually equal,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.43,""element_a_true_value"":46,""element_b_true_value"":46,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":715}"
Image Description,optical_illusion_0716.png,How many target line segments are being compared in this image?,2,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":131,""element_b_true_value"":131,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":716}"
Basic Relational Reasoning,optical_illusion_0716.png,"Because of the surrounding fins, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",B,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":131,""element_b_true_value"":131,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":716}"
Comparative Reasoning,optical_illusion_0716.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",equal,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":131,""element_b_true_value"":131,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":716}"
Compound Reasoning,optical_illusion_0716.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",0,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":131,""element_b_true_value"":131,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":716}"
Extrapolative/Counterfactual Reasoning,optical_illusion_0716.png,"If the visual context (fins) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; actually equal,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":131,""element_b_true_value"":131,""illusion_appears_larger_element"":""B"",""illusion_direction"":""B_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":716}"
Image Description,optical_illusion_0717.png,How many target line segments are being compared in this image?,2,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":130,""element_b_true_value"":130,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_longer"",""illusion_type"":""ponzo"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":717}"
Basic Relational Reasoning,optical_illusion_0717.png,"Because of the converging lines, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",A,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":130,""element_b_true_value"":130,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_longer"",""illusion_type"":""ponzo"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":717}"
Comparative Reasoning,optical_illusion_0717.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",equal,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":130,""element_b_true_value"":130,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_longer"",""illusion_type"":""ponzo"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":717}"
Compound Reasoning,optical_illusion_0717.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",0,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":130,""element_b_true_value"":130,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_longer"",""illusion_type"":""ponzo"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":717}"
Extrapolative/Counterfactual Reasoning,optical_illusion_0717.png,"If the visual context (converging lines) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; actually equal,"{""are_actually_equal"":true,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.35,""element_a_true_value"":130,""element_b_true_value"":130,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_longer"",""illusion_type"":""ponzo"",""matches_illusion_direction"":null,""percent_difference"":0.0,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""0/1"",""seed"":717}"
Image Description,optical_illusion_0718.png,How many center circles are being compared in this image?,2,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.759,""element_a_true_value"":58,""element_b_true_value"":68,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":false,""percent_difference"":17.24137931034483,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""500/29"",""seed"":718}"
Basic Relational Reasoning,optical_illusion_0718.png,"Because of the surrounding circles, which element would a typical human viewer perceive as bigger—element A or element B? Answer with the letter.",A,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.759,""element_a_true_value"":58,""element_b_true_value"":68,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":false,""percent_difference"":17.24137931034483,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""500/29"",""seed"":718}"
Comparative Reasoning,optical_illusion_0718.png,"Ignoring the surrounding context, measure the actual diameter of element A and element B. Are they equal, or is one actually bigger? Answer 'equal', 'A', or 'B'.",B,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.759,""element_a_true_value"":58,""element_b_true_value"":68,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":false,""percent_difference"":17.24137931034483,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""500/29"",""seed"":718}"
Compound Reasoning,optical_illusion_0718.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",17,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.759,""element_a_true_value"":58,""element_b_true_value"":68,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":false,""percent_difference"":17.24137931034483,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""500/29"",""seed"":718}"
Extrapolative/Counterfactual Reasoning,optical_illusion_0718.png,"If the visual context (surrounding circles) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; element B is actually bigger,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.759,""element_a_true_value"":58,""element_b_true_value"":68,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_bigger"",""illusion_type"":""ebbinghaus"",""matches_illusion_direction"":false,""percent_difference"":17.24137931034483,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""500/29"",""seed"":718}"
Image Description,optical_illusion_0719.png,How many target line segments are being compared in this image?,2,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.6824,""element_a_true_value"":127,""element_b_true_value"":150,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":false,""percent_difference"":18.11023622047244,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""2300/127"",""seed"":719}"
Basic Relational Reasoning,optical_illusion_0719.png,"Because of the surrounding fins, which element would a typical human viewer perceive as longer—element A or element B? Answer with the letter.",A,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.6824,""element_a_true_value"":127,""element_b_true_value"":150,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":false,""percent_difference"":18.11023622047244,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""2300/127"",""seed"":719}"
Comparative Reasoning,optical_illusion_0719.png,"Ignoring the surrounding context, measure the actual length of element A and element B. Are they equal, or is one actually longer? Answer 'equal', 'A', or 'B'.",B,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.6824,""element_a_true_value"":127,""element_b_true_value"":150,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":false,""percent_difference"":18.11023622047244,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""2300/127"",""seed"":719}"
Compound Reasoning,optical_illusion_0719.png,"By approximately what percentage do the two elements' TRUE sizes differ (0% if equal)? Answer with a number in curly brackets, e.g. {12}.",18,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.6824,""element_a_true_value"":127,""element_b_true_value"":150,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":false,""percent_difference"":18.11023622047244,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""2300/127"",""seed"":719}"
Extrapolative/Counterfactual Reasoning,optical_illusion_0719.png,"If the visual context (fins) were removed entirely and only the two bare elements remained, would your answer to 'which one is bigger' change from what the illusion suggests? Answer yes or no, and state which is actually bigger without the context.",yes; element B is actually bigger,"{""are_actually_equal"":false,""dataset_version"":""optical-illusion-3.0.0"",""difficulty_score"":0.6824,""element_a_true_value"":127,""element_b_true_value"":150,""illusion_appears_larger_element"":""A"",""illusion_direction"":""A_appears_longer"",""illusion_type"":""muller_lyer"",""matches_illusion_direction"":false,""percent_difference"":18.11023622047244,""percent_difference_definition"":""abs(A-B)/min(A,B)*100"",""percent_difference_fraction"":""2300/127"",""seed"":719}"
