question_id,image,acceptance_set,targets,illusion_type,element_A_true_value,element_B_true_value,true_relation,absolute_difference,percent_difference
optical_illusion_0548_open_q1,optical_illusion_0548.png,"[""illusion_type=ponzo; element_A_true_value=148; element_B_true_value=160; true_relation=B larger; absolute_difference=12; percent_difference=8.11""]","[""A"",""B""]",ponzo,148,160,B larger,12,8.11
optical_illusion_0549_open_q1,optical_illusion_0549.png,"[""illusion_type=ebbinghaus; element_A_true_value=51; element_B_true_value=51; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,51,51,equal,0,0
optical_illusion_0550_open_q1,optical_illusion_0550.png,"[""illusion_type=muller_lyer; element_A_true_value=129; element_B_true_value=129; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,129,129,equal,0,0
optical_illusion_0551_open_q1,optical_illusion_0551.png,"[""illusion_type=ponzo; element_A_true_value=116; element_B_true_value=116; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,116,116,equal,0,0
optical_illusion_0552_open_q1,optical_illusion_0552.png,"[""illusion_type=ebbinghaus; element_A_true_value=63; element_B_true_value=54; true_relation=A larger; absolute_difference=9; percent_difference=16.67""]","[""A"",""B""]",ebbinghaus,63,54,A larger,9,16.67
optical_illusion_0553_open_q1,optical_illusion_0553.png,"[""illusion_type=muller_lyer; element_A_true_value=157; element_B_true_value=145; true_relation=A larger; absolute_difference=12; percent_difference=8.28""]","[""A"",""B""]",muller_lyer,157,145,A larger,12,8.28
optical_illusion_0554_open_q1,optical_illusion_0554.png,"[""illusion_type=ponzo; element_A_true_value=127; element_B_true_value=145; true_relation=B larger; absolute_difference=18; percent_difference=14.17""]","[""A"",""B""]",ponzo,127,145,B larger,18,14.17
optical_illusion_0555_open_q1,optical_illusion_0555.png,"[""illusion_type=ebbinghaus; element_A_true_value=46; element_B_true_value=46; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,46,46,equal,0,0
optical_illusion_0556_open_q1,optical_illusion_0556.png,"[""illusion_type=muller_lyer; element_A_true_value=128; element_B_true_value=128; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,128,128,equal,0,0
optical_illusion_0557_open_q1,optical_illusion_0557.png,"[""illusion_type=ponzo; element_A_true_value=132; element_B_true_value=132; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,132,132,equal,0,0
optical_illusion_0558_open_q1,optical_illusion_0558.png,"[""illusion_type=ebbinghaus; element_A_true_value=55; element_B_true_value=52; true_relation=A larger; absolute_difference=3; percent_difference=5.77""]","[""A"",""B""]",ebbinghaus,55,52,A larger,3,5.77
optical_illusion_0559_open_q1,optical_illusion_0559.png,"[""illusion_type=muller_lyer; element_A_true_value=155; element_B_true_value=137; true_relation=A larger; absolute_difference=18; percent_difference=13.14""]","[""A"",""B""]",muller_lyer,155,137,A larger,18,13.14
optical_illusion_0560_open_q1,optical_illusion_0560.png,"[""illusion_type=ponzo; element_A_true_value=146; element_B_true_value=168; true_relation=B larger; absolute_difference=22; percent_difference=15.07""]","[""A"",""B""]",ponzo,146,168,B larger,22,15.07
optical_illusion_0561_open_q1,optical_illusion_0561.png,"[""illusion_type=muller_lyer; element_A_true_value=127; element_B_true_value=127; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,127,127,equal,0,0
optical_illusion_0562_open_q1,optical_illusion_0562.png,"[""illusion_type=ponzo; element_A_true_value=123; element_B_true_value=123; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,123,123,equal,0,0
optical_illusion_0563_open_q1,optical_illusion_0563.png,"[""illusion_type=ebbinghaus; element_A_true_value=54; element_B_true_value=54; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,54,54,equal,0,0
optical_illusion_0564_open_q1,optical_illusion_0564.png,"[""illusion_type=muller_lyer; element_A_true_value=145; element_B_true_value=137; true_relation=A larger; absolute_difference=8; percent_difference=5.84""]","[""A"",""B""]",muller_lyer,145,137,A larger,8,5.84
optical_illusion_0565_open_q1,optical_illusion_0565.png,"[""illusion_type=ponzo; element_A_true_value=136; element_B_true_value=155; true_relation=B larger; absolute_difference=19; percent_difference=13.97""]","[""A"",""B""]",ponzo,136,155,B larger,19,13.97
optical_illusion_0566_open_q1,optical_illusion_0566.png,"[""illusion_type=ebbinghaus; element_A_true_value=52; element_B_true_value=59; true_relation=B larger; absolute_difference=7; percent_difference=13.46""]","[""A"",""B""]",ebbinghaus,52,59,B larger,7,13.46
optical_illusion_0567_open_q1,optical_illusion_0567.png,"[""illusion_type=muller_lyer; element_A_true_value=146; element_B_true_value=146; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,146,146,equal,0,0
optical_illusion_0568_open_q1,optical_illusion_0568.png,"[""illusion_type=ponzo; element_A_true_value=147; element_B_true_value=147; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,147,147,equal,0,0
optical_illusion_0569_open_q1,optical_illusion_0569.png,"[""illusion_type=ebbinghaus; element_A_true_value=49; element_B_true_value=49; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,49,49,equal,0,0
optical_illusion_0570_open_q1,optical_illusion_0570.png,"[""illusion_type=muller_lyer; element_A_true_value=116; element_B_true_value=132; true_relation=B larger; absolute_difference=16; percent_difference=13.79""]","[""A"",""B""]",muller_lyer,116,132,B larger,16,13.79
optical_illusion_0571_open_q1,optical_illusion_0571.png,"[""illusion_type=ponzo; element_A_true_value=143; element_B_true_value=123; true_relation=A larger; absolute_difference=20; percent_difference=16.26""]","[""A"",""B""]",ponzo,143,123,A larger,20,16.26
optical_illusion_0572_open_q1,optical_illusion_0572.png,"[""illusion_type=ebbinghaus; element_A_true_value=65; element_B_true_value=58; true_relation=A larger; absolute_difference=7; percent_difference=12.07""]","[""A"",""B""]",ebbinghaus,65,58,A larger,7,12.07
optical_illusion_0573_open_q1,optical_illusion_0573.png,"[""illusion_type=muller_lyer; element_A_true_value=130; element_B_true_value=130; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,130,130,equal,0,0
optical_illusion_0574_open_q1,optical_illusion_0574.png,"[""illusion_type=ponzo; element_A_true_value=135; element_B_true_value=135; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,135,135,equal,0,0
optical_illusion_0575_open_q1,optical_illusion_0575.png,"[""illusion_type=ebbinghaus; element_A_true_value=58; element_B_true_value=58; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,58,58,equal,0,0
optical_illusion_0576_open_q1,optical_illusion_0576.png,"[""illusion_type=muller_lyer; element_A_true_value=128; element_B_true_value=135; true_relation=B larger; absolute_difference=7; percent_difference=5.47""]","[""A"",""B""]",muller_lyer,128,135,B larger,7,5.47
optical_illusion_0577_open_q1,optical_illusion_0577.png,"[""illusion_type=ponzo; element_A_true_value=121; element_B_true_value=138; true_relation=B larger; absolute_difference=17; percent_difference=14.05""]","[""A"",""B""]",ponzo,121,138,B larger,17,14.05
optical_illusion_0578_open_q1,optical_illusion_0578.png,"[""illusion_type=ebbinghaus; element_A_true_value=46; element_B_true_value=54; true_relation=B larger; absolute_difference=8; percent_difference=17.39""]","[""A"",""B""]",ebbinghaus,46,54,B larger,8,17.39
optical_illusion_0579_open_q1,optical_illusion_0579.png,"[""illusion_type=muller_lyer; element_A_true_value=147; element_B_true_value=147; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,147,147,equal,0,0
optical_illusion_0580_open_q1,optical_illusion_0580.png,"[""illusion_type=ponzo; element_A_true_value=121; element_B_true_value=121; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,121,121,equal,0,0
optical_illusion_0581_open_q1,optical_illusion_0581.png,"[""illusion_type=muller_lyer; element_A_true_value=127; element_B_true_value=143; true_relation=B larger; absolute_difference=16; percent_difference=12.6""]","[""A"",""B""]",muller_lyer,127,143,B larger,16,12.6
optical_illusion_0582_open_q1,optical_illusion_0582.png,"[""illusion_type=ponzo; element_A_true_value=130; element_B_true_value=151; true_relation=B larger; absolute_difference=21; percent_difference=16.15""]","[""A"",""B""]",ponzo,130,151,B larger,21,16.15
optical_illusion_0583_open_q1,optical_illusion_0583.png,"[""illusion_type=ebbinghaus; element_A_true_value=48; element_B_true_value=48; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,48,48,equal,0,0
optical_illusion_0584_open_q1,optical_illusion_0584.png,"[""illusion_type=muller_lyer; element_A_true_value=125; element_B_true_value=125; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,125,125,equal,0,0
optical_illusion_0585_open_q1,optical_illusion_0585.png,"[""illusion_type=ponzo; element_A_true_value=128; element_B_true_value=128; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,128,128,equal,0,0
optical_illusion_0586_open_q1,optical_illusion_0586.png,"[""illusion_type=ebbinghaus; element_A_true_value=54; element_B_true_value=45; true_relation=A larger; absolute_difference=9; percent_difference=20""]","[""A"",""B""]",ebbinghaus,54,45,A larger,9,20
optical_illusion_0587_open_q1,optical_illusion_0587.png,"[""illusion_type=muller_lyer; element_A_true_value=118; element_B_true_value=141; true_relation=B larger; absolute_difference=23; percent_difference=19.49""]","[""A"",""B""]",muller_lyer,118,141,B larger,23,19.49
optical_illusion_0588_open_q1,optical_illusion_0588.png,"[""illusion_type=ponzo; element_A_true_value=134; element_B_true_value=148; true_relation=B larger; absolute_difference=14; percent_difference=10.45""]","[""A"",""B""]",ponzo,134,148,B larger,14,10.45
optical_illusion_0589_open_q1,optical_illusion_0589.png,"[""illusion_type=ebbinghaus; element_A_true_value=54; element_B_true_value=54; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,54,54,equal,0,0
optical_illusion_0590_open_q1,optical_illusion_0590.png,"[""illusion_type=muller_lyer; element_A_true_value=147; element_B_true_value=147; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,147,147,equal,0,0
optical_illusion_0591_open_q1,optical_illusion_0591.png,"[""illusion_type=ponzo; element_A_true_value=148; element_B_true_value=148; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,148,148,equal,0,0
optical_illusion_0592_open_q1,optical_illusion_0592.png,"[""illusion_type=ebbinghaus; element_A_true_value=52; element_B_true_value=57; true_relation=B larger; absolute_difference=5; percent_difference=9.62""]","[""A"",""B""]",ebbinghaus,52,57,B larger,5,9.62
optical_illusion_0593_open_q1,optical_illusion_0593.png,"[""illusion_type=muller_lyer; element_A_true_value=147; element_B_true_value=138; true_relation=A larger; absolute_difference=9; percent_difference=6.52""]","[""A"",""B""]",muller_lyer,147,138,A larger,9,6.52
optical_illusion_0594_open_q1,optical_illusion_0594.png,"[""illusion_type=ponzo; element_A_true_value=144; element_B_true_value=128; true_relation=A larger; absolute_difference=16; percent_difference=12.5""]","[""A"",""B""]",ponzo,144,128,A larger,16,12.5
optical_illusion_0595_open_q1,optical_illusion_0595.png,"[""illusion_type=ebbinghaus; element_A_true_value=54; element_B_true_value=54; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,54,54,equal,0,0
optical_illusion_0596_open_q1,optical_illusion_0596.png,"[""illusion_type=muller_lyer; element_A_true_value=127; element_B_true_value=127; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,127,127,equal,0,0
optical_illusion_0597_open_q1,optical_illusion_0597.png,"[""illusion_type=ponzo; element_A_true_value=132; element_B_true_value=132; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,132,132,equal,0,0
optical_illusion_0598_open_q1,optical_illusion_0598.png,"[""illusion_type=ebbinghaus; element_A_true_value=56; element_B_true_value=52; true_relation=A larger; absolute_difference=4; percent_difference=7.69""]","[""A"",""B""]",ebbinghaus,56,52,A larger,4,7.69
optical_illusion_0599_open_q1,optical_illusion_0599.png,"[""illusion_type=muller_lyer; element_A_true_value=147; element_B_true_value=137; true_relation=A larger; absolute_difference=10; percent_difference=7.3""]","[""A"",""B""]",muller_lyer,147,137,A larger,10,7.3
optical_illusion_0600_open_q1,optical_illusion_0600.png,"[""illusion_type=ponzo; element_A_true_value=144; element_B_true_value=156; true_relation=B larger; absolute_difference=12; percent_difference=8.33""]","[""A"",""B""]",ponzo,144,156,B larger,12,8.33
optical_illusion_0601_open_q1,optical_illusion_0601.png,"[""illusion_type=muller_lyer; element_A_true_value=122; element_B_true_value=122; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,122,122,equal,0,0
optical_illusion_0602_open_q1,optical_illusion_0602.png,"[""illusion_type=ponzo; element_A_true_value=137; element_B_true_value=137; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,137,137,equal,0,0
optical_illusion_0603_open_q1,optical_illusion_0603.png,"[""illusion_type=ebbinghaus; element_A_true_value=51; element_B_true_value=51; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,51,51,equal,0,0
optical_illusion_0604_open_q1,optical_illusion_0604.png,"[""illusion_type=muller_lyer; element_A_true_value=140; element_B_true_value=158; true_relation=B larger; absolute_difference=18; percent_difference=12.86""]","[""A"",""B""]",muller_lyer,140,158,B larger,18,12.86
optical_illusion_0605_open_q1,optical_illusion_0605.png,"[""illusion_type=ponzo; element_A_true_value=158; element_B_true_value=147; true_relation=A larger; absolute_difference=11; percent_difference=7.48""]","[""A"",""B""]",ponzo,158,147,A larger,11,7.48
optical_illusion_0606_open_q1,optical_illusion_0606.png,"[""illusion_type=ebbinghaus; element_A_true_value=57; element_B_true_value=49; true_relation=A larger; absolute_difference=8; percent_difference=16.33""]","[""A"",""B""]",ebbinghaus,57,49,A larger,8,16.33
optical_illusion_0607_open_q1,optical_illusion_0607.png,"[""illusion_type=muller_lyer; element_A_true_value=123; element_B_true_value=123; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,123,123,equal,0,0
optical_illusion_0608_open_q1,optical_illusion_0608.png,"[""illusion_type=ponzo; element_A_true_value=147; element_B_true_value=147; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,147,147,equal,0,0
optical_illusion_0609_open_q1,optical_illusion_0609.png,"[""illusion_type=ebbinghaus; element_A_true_value=44; element_B_true_value=44; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,44,44,equal,0,0
optical_illusion_0610_open_q1,optical_illusion_0610.png,"[""illusion_type=muller_lyer; element_A_true_value=135; element_B_true_value=151; true_relation=B larger; absolute_difference=16; percent_difference=11.85""]","[""A"",""B""]",muller_lyer,135,151,B larger,16,11.85
optical_illusion_0611_open_q1,optical_illusion_0611.png,"[""illusion_type=ponzo; element_A_true_value=124; element_B_true_value=141; true_relation=B larger; absolute_difference=17; percent_difference=13.71""]","[""A"",""B""]",ponzo,124,141,B larger,17,13.71
optical_illusion_0612_open_q1,optical_illusion_0612.png,"[""illusion_type=ebbinghaus; element_A_true_value=56; element_B_true_value=67; true_relation=B larger; absolute_difference=11; percent_difference=19.64""]","[""A"",""B""]",ebbinghaus,56,67,B larger,11,19.64
optical_illusion_0613_open_q1,optical_illusion_0613.png,"[""illusion_type=muller_lyer; element_A_true_value=123; element_B_true_value=123; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,123,123,equal,0,0
optical_illusion_0614_open_q1,optical_illusion_0614.png,"[""illusion_type=ponzo; element_A_true_value=128; element_B_true_value=128; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,128,128,equal,0,0
optical_illusion_0615_open_q1,optical_illusion_0615.png,"[""illusion_type=ebbinghaus; element_A_true_value=45; element_B_true_value=45; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,45,45,equal,0,0
optical_illusion_0616_open_q1,optical_illusion_0616.png,"[""illusion_type=muller_lyer; element_A_true_value=144; element_B_true_value=127; true_relation=A larger; absolute_difference=17; percent_difference=13.39""]","[""A"",""B""]",muller_lyer,144,127,A larger,17,13.39
optical_illusion_0617_open_q1,optical_illusion_0617.png,"[""illusion_type=ponzo; element_A_true_value=161; element_B_true_value=145; true_relation=A larger; absolute_difference=16; percent_difference=11.03""]","[""A"",""B""]",ponzo,161,145,A larger,16,11.03
optical_illusion_0618_open_q1,optical_illusion_0618.png,"[""illusion_type=ebbinghaus; element_A_true_value=55; element_B_true_value=51; true_relation=A larger; absolute_difference=4; percent_difference=7.84""]","[""A"",""B""]",ebbinghaus,55,51,A larger,4,7.84
optical_illusion_0619_open_q1,optical_illusion_0619.png,"[""illusion_type=muller_lyer; element_A_true_value=125; element_B_true_value=125; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,125,125,equal,0,0
optical_illusion_0620_open_q1,optical_illusion_0620.png,"[""illusion_type=ponzo; element_A_true_value=148; element_B_true_value=148; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,148,148,equal,0,0
optical_illusion_0621_open_q1,optical_illusion_0621.png,"[""illusion_type=muller_lyer; element_A_true_value=138; element_B_true_value=157; true_relation=B larger; absolute_difference=19; percent_difference=13.77""]","[""A"",""B""]",muller_lyer,138,157,B larger,19,13.77
optical_illusion_0622_open_q1,optical_illusion_0622.png,"[""illusion_type=ponzo; element_A_true_value=175; element_B_true_value=147; true_relation=A larger; absolute_difference=28; percent_difference=19.05""]","[""A"",""B""]",ponzo,175,147,A larger,28,19.05
optical_illusion_0623_open_q1,optical_illusion_0623.png,"[""illusion_type=ebbinghaus; element_A_true_value=46; element_B_true_value=46; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,46,46,equal,0,0
optical_illusion_0624_open_q1,optical_illusion_0624.png,"[""illusion_type=muller_lyer; element_A_true_value=131; element_B_true_value=131; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,131,131,equal,0,0
optical_illusion_0625_open_q1,optical_illusion_0625.png,"[""illusion_type=ponzo; element_A_true_value=121; element_B_true_value=121; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,121,121,equal,0,0
optical_illusion_0626_open_q1,optical_illusion_0626.png,"[""illusion_type=ebbinghaus; element_A_true_value=47; element_B_true_value=50; true_relation=B larger; absolute_difference=3; percent_difference=6.38""]","[""A"",""B""]",ebbinghaus,47,50,B larger,3,6.38
optical_illusion_0627_open_q1,optical_illusion_0627.png,"[""illusion_type=muller_lyer; element_A_true_value=124; element_B_true_value=138; true_relation=B larger; absolute_difference=14; percent_difference=11.29""]","[""A"",""B""]",muller_lyer,124,138,B larger,14,11.29
optical_illusion_0628_open_q1,optical_illusion_0628.png,"[""illusion_type=ponzo; element_A_true_value=123; element_B_true_value=144; true_relation=B larger; absolute_difference=21; percent_difference=17.07""]","[""A"",""B""]",ponzo,123,144,B larger,21,17.07
optical_illusion_0629_open_q1,optical_illusion_0629.png,"[""illusion_type=ebbinghaus; element_A_true_value=51; element_B_true_value=51; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,51,51,equal,0,0
optical_illusion_0630_open_q1,optical_illusion_0630.png,"[""illusion_type=muller_lyer; element_A_true_value=148; element_B_true_value=148; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,148,148,equal,0,0
optical_illusion_0631_open_q1,optical_illusion_0631.png,"[""illusion_type=ponzo; element_A_true_value=137; element_B_true_value=137; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,137,137,equal,0,0
optical_illusion_0632_open_q1,optical_illusion_0632.png,"[""illusion_type=ebbinghaus; element_A_true_value=55; element_B_true_value=52; true_relation=A larger; absolute_difference=3; percent_difference=5.77""]","[""A"",""B""]",ebbinghaus,55,52,A larger,3,5.77
optical_illusion_0633_open_q1,optical_illusion_0633.png,"[""illusion_type=muller_lyer; element_A_true_value=119; element_B_true_value=136; true_relation=B larger; absolute_difference=17; percent_difference=14.29""]","[""A"",""B""]",muller_lyer,119,136,B larger,17,14.29
optical_illusion_0634_open_q1,optical_illusion_0634.png,"[""illusion_type=ponzo; element_A_true_value=136; element_B_true_value=116; true_relation=A larger; absolute_difference=20; percent_difference=17.24""]","[""A"",""B""]",ponzo,136,116,A larger,20,17.24
optical_illusion_0635_open_q1,optical_illusion_0635.png,"[""illusion_type=ebbinghaus; element_A_true_value=56; element_B_true_value=56; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,56,56,equal,0,0
optical_illusion_0636_open_q1,optical_illusion_0636.png,"[""illusion_type=muller_lyer; element_A_true_value=127; element_B_true_value=127; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,127,127,equal,0,0
optical_illusion_0637_open_q1,optical_illusion_0637.png,"[""illusion_type=ponzo; element_A_true_value=133; element_B_true_value=133; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,133,133,equal,0,0
optical_illusion_0638_open_q1,optical_illusion_0638.png,"[""illusion_type=ebbinghaus; element_A_true_value=51; element_B_true_value=59; true_relation=B larger; absolute_difference=8; percent_difference=15.69""]","[""A"",""B""]",ebbinghaus,51,59,B larger,8,15.69
optical_illusion_0639_open_q1,optical_illusion_0639.png,"[""illusion_type=muller_lyer; element_A_true_value=143; element_B_true_value=125; true_relation=A larger; absolute_difference=18; percent_difference=14.4""]","[""A"",""B""]",muller_lyer,143,125,A larger,18,14.4
optical_illusion_0640_open_q1,optical_illusion_0640.png,"[""illusion_type=ponzo; element_A_true_value=135; element_B_true_value=127; true_relation=A larger; absolute_difference=8; percent_difference=6.3""]","[""A"",""B""]",ponzo,135,127,A larger,8,6.3
optical_illusion_0641_open_q1,optical_illusion_0641.png,"[""illusion_type=muller_lyer; element_A_true_value=120; element_B_true_value=120; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,120,120,equal,0,0
optical_illusion_0642_open_q1,optical_illusion_0642.png,"[""illusion_type=ponzo; element_A_true_value=142; element_B_true_value=142; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,142,142,equal,0,0
optical_illusion_0643_open_q1,optical_illusion_0643.png,"[""illusion_type=ebbinghaus; element_A_true_value=56; element_B_true_value=56; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,56,56,equal,0,0
optical_illusion_0644_open_q1,optical_illusion_0644.png,"[""illusion_type=muller_lyer; element_A_true_value=143; element_B_true_value=154; true_relation=B larger; absolute_difference=11; percent_difference=7.69""]","[""A"",""B""]",muller_lyer,143,154,B larger,11,7.69
optical_illusion_0645_open_q1,optical_illusion_0645.png,"[""illusion_type=ponzo; element_A_true_value=153; element_B_true_value=142; true_relation=A larger; absolute_difference=11; percent_difference=7.75""]","[""A"",""B""]",ponzo,153,142,A larger,11,7.75
optical_illusion_0646_open_q1,optical_illusion_0646.png,"[""illusion_type=ebbinghaus; element_A_true_value=55; element_B_true_value=66; true_relation=B larger; absolute_difference=11; percent_difference=20""]","[""A"",""B""]",ebbinghaus,55,66,B larger,11,20
optical_illusion_0647_open_q1,optical_illusion_0647.png,"[""illusion_type=muller_lyer; element_A_true_value=120; element_B_true_value=120; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,120,120,equal,0,0
optical_illusion_0648_open_q1,optical_illusion_0648.png,"[""illusion_type=ponzo; element_A_true_value=136; element_B_true_value=136; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,136,136,equal,0,0
optical_illusion_0649_open_q1,optical_illusion_0649.png,"[""illusion_type=ebbinghaus; element_A_true_value=49; element_B_true_value=49; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,49,49,equal,0,0
optical_illusion_0650_open_q1,optical_illusion_0650.png,"[""illusion_type=muller_lyer; element_A_true_value=141; element_B_true_value=163; true_relation=B larger; absolute_difference=22; percent_difference=15.6""]","[""A"",""B""]",muller_lyer,141,163,B larger,22,15.6
optical_illusion_0651_open_q1,optical_illusion_0651.png,"[""illusion_type=ponzo; element_A_true_value=118; element_B_true_value=127; true_relation=B larger; absolute_difference=9; percent_difference=7.63""]","[""A"",""B""]",ponzo,118,127,B larger,9,7.63
optical_illusion_0652_open_q1,optical_illusion_0652.png,"[""illusion_type=ebbinghaus; element_A_true_value=65; element_B_true_value=57; true_relation=A larger; absolute_difference=8; percent_difference=14.04""]","[""A"",""B""]",ebbinghaus,65,57,A larger,8,14.04
optical_illusion_0653_open_q1,optical_illusion_0653.png,"[""illusion_type=muller_lyer; element_A_true_value=126; element_B_true_value=126; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,126,126,equal,0,0
optical_illusion_0654_open_q1,optical_illusion_0654.png,"[""illusion_type=ponzo; element_A_true_value=136; element_B_true_value=136; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,136,136,equal,0,0
optical_illusion_0655_open_q1,optical_illusion_0655.png,"[""illusion_type=ebbinghaus; element_A_true_value=48; element_B_true_value=48; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,48,48,equal,0,0
optical_illusion_0656_open_q1,optical_illusion_0656.png,"[""illusion_type=muller_lyer; element_A_true_value=122; element_B_true_value=130; true_relation=B larger; absolute_difference=8; percent_difference=6.56""]","[""A"",""B""]",muller_lyer,122,130,B larger,8,6.56
optical_illusion_0657_open_q1,optical_illusion_0657.png,"[""illusion_type=ponzo; element_A_true_value=132; element_B_true_value=149; true_relation=B larger; absolute_difference=17; percent_difference=12.88""]","[""A"",""B""]",ponzo,132,149,B larger,17,12.88
optical_illusion_0658_open_q1,optical_illusion_0658.png,"[""illusion_type=ebbinghaus; element_A_true_value=45; element_B_true_value=53; true_relation=B larger; absolute_difference=8; percent_difference=17.78""]","[""A"",""B""]",ebbinghaus,45,53,B larger,8,17.78
optical_illusion_0659_open_q1,optical_illusion_0659.png,"[""illusion_type=muller_lyer; element_A_true_value=146; element_B_true_value=146; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",muller_lyer,146,146,equal,0,0
optical_illusion_0660_open_q1,optical_illusion_0660.png,"[""illusion_type=ponzo; element_A_true_value=132; element_B_true_value=132; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ponzo,132,132,equal,0,0
optical_illusion_0661_open_q1,optical_illusion_0661.png,"[""illusion_type=muller_lyer; element_A_true_value=144; element_B_true_value=135; true_relation=A larger; absolute_difference=9; percent_difference=6.67""]","[""A"",""B""]",muller_lyer,144,135,A larger,9,6.67
optical_illusion_0662_open_q1,optical_illusion_0662.png,"[""illusion_type=ponzo; element_A_true_value=117; element_B_true_value=130; true_relation=B larger; absolute_difference=13; percent_difference=11.11""]","[""A"",""B""]",ponzo,117,130,B larger,13,11.11
optical_illusion_0663_open_q1,optical_illusion_0663.png,"[""illusion_type=ebbinghaus; element_A_true_value=51; element_B_true_value=51; true_relation=equal; absolute_difference=0; percent_difference=0""]","[""A"",""B""]",ebbinghaus,51,51,equal,0,0
