task,image,prompt,groundtruth,metadata
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0313.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",17.00,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":313}"
Image Description,coordinate_geometry_0314.png,What are the coordinates of point C?,"(5, -4)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":314}"
Basic Relational Reasoning,coordinate_geometry_0314.png,"What is the distance between point B and point C, rounded to 2 decimal places?",4.47,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":314}"
Comparative Reasoning,coordinate_geometry_0314.png,What are the coordinates of the midpoint between point A and point B?,"(0, -1.5)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":314}"
Compound Reasoning,coordinate_geometry_0314.png,"The distance from point A to point B is 2.24 units. Is this greater than, less than, or equal to 10 units?",less than,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":314}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0314.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",0.00,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":314}"
Image Description,coordinate_geometry_0315.png,What are the coordinates of point C?,"(4, -3)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":315}"
Basic Relational Reasoning,coordinate_geometry_0315.png,"What is the distance between point A and point C, rounded to 2 decimal places?",11.18,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":315}"
Comparative Reasoning,coordinate_geometry_0315.png,Which two points are closest together? Answer with both labels.,A and B,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":315}"
Compound Reasoning,coordinate_geometry_0315.png,What is the sum of the x-coordinates of all points in this image?,-10,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":315}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0315.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",2.24,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":315}"
Image Description,coordinate_geometry_0316.png,What are the coordinates of point B?,"(-1, -1)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":316}"
Basic Relational Reasoning,coordinate_geometry_0316.png,"What is the distance between point A and point B, rounded to 2 decimal places?",7.62,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":316}"
Comparative Reasoning,coordinate_geometry_0316.png,Which two points are farthest together? Answer with both labels.,A and B,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":316}"
Compound Reasoning,coordinate_geometry_0316.png,"The distance from point A to point B is 7.62 units. Is this greater than, less than, or equal to 10 units?",less than,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":316}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0316.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",9.43,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":316}"
Image Description,coordinate_geometry_0317.png,What are the coordinates of point C?,"(0, 2)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":317}"
Basic Relational Reasoning,coordinate_geometry_0317.png,"What is the distance between point A and point C, rounded to 2 decimal places?",6.71,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":317}"
Comparative Reasoning,coordinate_geometry_0317.png,Which two points are farthest together? Answer with both labels.,A and C,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":317}"
Compound Reasoning,coordinate_geometry_0317.png,"Are points A, B, and C collinear (do they lie on one straight line)? Answer yes or no.",yes,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":317}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0317.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",0.00,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":317}"
Image Description,coordinate_geometry_0318.png,What are the coordinates of point D?,"(-8, -6)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":318}"
Basic Relational Reasoning,coordinate_geometry_0318.png,"What is the distance between point A and point D, rounded to 2 decimal places?",9.22,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":318}"
Comparative Reasoning,coordinate_geometry_0318.png,Which two points are closest together? Answer with both labels.,B and C,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":318}"
Compound Reasoning,coordinate_geometry_0318.png,What is the sum of the x-coordinates of all points in this image?,-1,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":318}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0318.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",2.24,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":318}"
Image Description,coordinate_geometry_0319.png,What are the coordinates of point A?,"(4, -6)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":319}"
Basic Relational Reasoning,coordinate_geometry_0319.png,"What is the distance between point A and point B, rounded to 2 decimal places?",9.22,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":319}"
Comparative Reasoning,coordinate_geometry_0319.png,Which two points are closest together? Answer with both labels.,A and B,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":319}"
Compound Reasoning,coordinate_geometry_0319.png,"The distance from point A to point B is 9.22 units. Is this greater than, less than, or equal to 10 units?",less than,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":319}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0319.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",11.31,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":319}"
Image Description,coordinate_geometry_0320.png,What are the coordinates of point A?,"(-3, 5)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":320}"
Basic Relational Reasoning,coordinate_geometry_0320.png,"What is the distance between point A and point B, rounded to 2 decimal places?",2.24,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":320}"
Comparative Reasoning,coordinate_geometry_0320.png,Which two points are farthest together? Answer with both labels.,A and C,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":320}"
Compound Reasoning,coordinate_geometry_0320.png,"Are points A, B, and C collinear (do they lie on one straight line)? Answer yes or no.",yes,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":320}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0320.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",1.41,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":320}"
Image Description,coordinate_geometry_0321.png,What are the coordinates of point D?,"(6, 5)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":321}"
Basic Relational Reasoning,coordinate_geometry_0321.png,"What is the distance between point B and point C, rounded to 2 decimal places?",2.83,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":321}"
Comparative Reasoning,coordinate_geometry_0321.png,What are the coordinates of the midpoint between point A and point B?,"(-1.5, 1.5)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":321}"
Compound Reasoning,coordinate_geometry_0321.png,"Are points A, C, and D collinear (do they lie on one straight line)? Answer yes or no.",no,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":321}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0321.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",4.12,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":321}"
Image Description,coordinate_geometry_0322.png,What are the coordinates of point B?,"(-6, -1)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":322}"
Basic Relational Reasoning,coordinate_geometry_0322.png,"What is the distance between point A and point B, rounded to 2 decimal places?",11.40,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":322}"
Comparative Reasoning,coordinate_geometry_0322.png,Which two points are closest together? Answer with both labels.,A and B,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":322}"
Compound Reasoning,coordinate_geometry_0322.png,"The distance from point A to point B is 11.40 units. Is this greater than, less than, or equal to 10 units?",greater than,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":322}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0322.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",13.60,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":322}"
Image Description,coordinate_geometry_0323.png,What are the coordinates of point A?,"(-3, -8)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":323}"
Basic Relational Reasoning,coordinate_geometry_0323.png,"What is the distance between point A and point C, rounded to 2 decimal places?",13.42,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":323}"
Comparative Reasoning,coordinate_geometry_0323.png,What are the coordinates of the midpoint between point A and point B?,"(-0.5, -3)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":323}"
Compound Reasoning,coordinate_geometry_0323.png,"The distance from point B to point C is 2.24 units. Is this greater than, less than, or equal to 10 units?",less than,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":323}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0323.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",11.40,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":323}"
Image Description,coordinate_geometry_0324.png,What are the coordinates of point B?,"(2, -6)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":324}"
Basic Relational Reasoning,coordinate_geometry_0324.png,"What is the distance between point A and point C, rounded to 2 decimal places?",13.42,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":324}"
Comparative Reasoning,coordinate_geometry_0324.png,Which two points are farthest together? Answer with both labels.,C and D,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":324}"
Compound Reasoning,coordinate_geometry_0324.png,What is the sum of the x-coordinates of all points in this image?,-6,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":324}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0324.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",9.49,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":324}"
Image Description,coordinate_geometry_0325.png,What are the coordinates of point A?,"(-5, -6)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":325}"
Basic Relational Reasoning,coordinate_geometry_0325.png,"What is the distance between point A and point B, rounded to 2 decimal places?",9.22,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":325}"
Comparative Reasoning,coordinate_geometry_0325.png,What are the coordinates of the midpoint between point A and point B?,"(-4, -1.5)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":325}"
Compound Reasoning,coordinate_geometry_0325.png,"The distance from point A to point B is 9.22 units. Is this greater than, less than, or equal to 10 units?",less than,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":325}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0325.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",10.00,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":325}"
Image Description,coordinate_geometry_0326.png,What are the coordinates of point B?,"(-4, -4)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":326}"
Basic Relational Reasoning,coordinate_geometry_0326.png,"What is the distance between point A and point B, rounded to 2 decimal places?",4.47,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":326}"
Comparative Reasoning,coordinate_geometry_0326.png,Which two points are closest together? Answer with both labels.,A and B,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":326}"
Compound Reasoning,coordinate_geometry_0326.png,"The distance from point A to point C is 11.18 units. Is this greater than, less than, or equal to 10 units?",greater than,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":326}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0326.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",3.61,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.62,""is_collinear_triple"":true,""num_points"":3,""seed"":326}"
Image Description,coordinate_geometry_0327.png,What are the coordinates of point B?,"(-3, 5)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":327}"
Basic Relational Reasoning,coordinate_geometry_0327.png,"What is the distance between point A and point C, rounded to 2 decimal places?",8.94,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":327}"
Comparative Reasoning,coordinate_geometry_0327.png,What are the coordinates of the midpoint between point A and point C?,"(-2, 3)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":327}"
Compound Reasoning,coordinate_geometry_0327.png,"The distance from point A to point B is 2.24 units. Is this greater than, less than, or equal to 10 units?",less than,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":327}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0327.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",1.41,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.74,""is_collinear_triple"":true,""num_points"":4,""seed"":327}"
Image Description,coordinate_geometry_0328.png,What are the coordinates of point B?,"(7, -6)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":328}"
Basic Relational Reasoning,coordinate_geometry_0328.png,"What is the distance between point A and point B, rounded to 2 decimal places?",13.00,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":328}"
Comparative Reasoning,coordinate_geometry_0328.png,Which two points are closest together? Answer with both labels.,A and B,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":328}"
Compound Reasoning,coordinate_geometry_0328.png,What is the sum of the x-coordinates of all points in this image?,9,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":328}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0328.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",11.40,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":328}"
Image Description,coordinate_geometry_0329.png,What are the coordinates of point A?,"(8, 2)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.42,""is_collinear_triple"":false,""num_points"":3,""seed"":329}"
Basic Relational Reasoning,coordinate_geometry_0329.png,"What is the distance between point A and point C, rounded to 2 decimal places?",8.94,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.42,""is_collinear_triple"":false,""num_points"":3,""seed"":329}"
Comparative Reasoning,coordinate_geometry_0329.png,What are the coordinates of the midpoint between point B and point C?,"(-0.5, 1)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.42,""is_collinear_triple"":false,""num_points"":3,""seed"":329}"
Compound Reasoning,coordinate_geometry_0329.png,What is the sum of the x-coordinates of all points in this image?,7,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.42,""is_collinear_triple"":false,""num_points"":3,""seed"":329}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0329.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",11.40,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.42,""is_collinear_triple"":false,""num_points"":3,""seed"":329}"
Image Description,coordinate_geometry_0330.png,What are the coordinates of point B?,"(-8, 2)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.54,""is_collinear_triple"":false,""num_points"":4,""seed"":330}"
Basic Relational Reasoning,coordinate_geometry_0330.png,"What is the distance between point A and point B, rounded to 2 decimal places?",2.24,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.54,""is_collinear_triple"":false,""num_points"":4,""seed"":330}"
Comparative Reasoning,coordinate_geometry_0330.png,Which two points are farthest together? Answer with both labels.,B and C,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.54,""is_collinear_triple"":false,""num_points"":4,""seed"":330}"
Compound Reasoning,coordinate_geometry_0330.png,"The distance from point B to point D is 9.90 units. Is this greater than, less than, or equal to 10 units?",less than,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.54,""is_collinear_triple"":false,""num_points"":4,""seed"":330}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0330.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",3.16,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.54,""is_collinear_triple"":false,""num_points"":4,""seed"":330}"
Image Description,coordinate_geometry_0331.png,What are the coordinates of point B?,"(-5, 7)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":331}"
Basic Relational Reasoning,coordinate_geometry_0331.png,"What is the distance between point A and point B, rounded to 2 decimal places?",8.25,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":331}"
Comparative Reasoning,coordinate_geometry_0331.png,Which two points are closest together? Answer with both labels.,A and B,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":331}"
Compound Reasoning,coordinate_geometry_0331.png,What is the sum of the x-coordinates of all points in this image?,-8,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":331}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0331.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",9.85,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":331}"
Image Description,coordinate_geometry_0332.png,What are the coordinates of point C?,"(-8, -1)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.42,""is_collinear_triple"":false,""num_points"":3,""seed"":332}"
Basic Relational Reasoning,coordinate_geometry_0332.png,"What is the distance between point B and point C, rounded to 2 decimal places?",12.17,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.42,""is_collinear_triple"":false,""num_points"":3,""seed"":332}"
Comparative Reasoning,coordinate_geometry_0332.png,What are the coordinates of the midpoint between point A and point B?,"(6, 1)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.42,""is_collinear_triple"":false,""num_points"":3,""seed"":332}"
Compound Reasoning,coordinate_geometry_0332.png,"Are points A, B, and C collinear (do they lie on one straight line)? Answer yes or no.",no,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.42,""is_collinear_triple"":false,""num_points"":3,""seed"":332}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0332.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",9.22,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.42,""is_collinear_triple"":false,""num_points"":3,""seed"":332}"
Image Description,coordinate_geometry_0333.png,What are the coordinates of point D?,"(-7, 0)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.54,""is_collinear_triple"":false,""num_points"":4,""seed"":333}"
Basic Relational Reasoning,coordinate_geometry_0333.png,"What is the distance between point B and point C, rounded to 2 decimal places?",5.83,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.54,""is_collinear_triple"":false,""num_points"":4,""seed"":333}"
Comparative Reasoning,coordinate_geometry_0333.png,Which two points are closest together? Answer with both labels.,C and D,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.54,""is_collinear_triple"":false,""num_points"":4,""seed"":333}"
Compound Reasoning,coordinate_geometry_0333.png,What is the sum of the x-coordinates of all points in this image?,-15,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.54,""is_collinear_triple"":false,""num_points"":4,""seed"":333}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0333.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",4.47,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.54,""is_collinear_triple"":false,""num_points"":4,""seed"":333}"
Image Description,coordinate_geometry_0334.png,What are the coordinates of point B?,"(-4, 3)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":334}"
Basic Relational Reasoning,coordinate_geometry_0334.png,"What is the distance between point A and point B, rounded to 2 decimal places?",8.25,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":334}"
Comparative Reasoning,coordinate_geometry_0334.png,What are the coordinates of the midpoint between point A and point B?,"(0, 4)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":334}"
Compound Reasoning,coordinate_geometry_0334.png,What is the sum of the x-coordinates of all points in this image?,0,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":334}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0334.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",10.05,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.3,""is_collinear_triple"":false,""num_points"":2,""seed"":334}"
Image Description,coordinate_geometry_0335.png,What are the coordinates of point B?,"(-7, -8)","{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.42,""is_collinear_triple"":false,""num_points"":3,""seed"":335}"
Basic Relational Reasoning,coordinate_geometry_0335.png,"What is the distance between point B and point C, rounded to 2 decimal places?",15.52,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.42,""is_collinear_triple"":false,""num_points"":3,""seed"":335}"
Comparative Reasoning,coordinate_geometry_0335.png,Which two points are farthest together? Answer with both labels.,A and B,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.42,""is_collinear_triple"":false,""num_points"":3,""seed"":335}"
Compound Reasoning,coordinate_geometry_0335.png,What is the sum of the x-coordinates of all points in this image?,-4,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.42,""is_collinear_triple"":false,""num_points"":3,""seed"":335}"
Extrapolative/Counterfactual Reasoning,coordinate_geometry_0335.png,"If point A moved 2 units right and 1 unit down, what would its new distance from point B be, rounded to two decimals?",19.21,"{""dataset_version"":""coordinate-geometry-2.0.0"",""difficulty_score"":0.42,""is_collinear_triple"":false,""num_points"":3,""seed"":335}"
