dataset,image_filename,difficulty_tercile,question_id,difficulty_level,question_text,groundtruth
shadow_inference,shadow_inference_1469.png,medium,shadow_inference_1469_q5,5,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter
shadow_inference,shadow_inference_1976.png,medium,shadow_inference_1976_q1,1,How many objects are casting a shadow in this image?,2
shadow_inference,shadow_inference_1976.png,medium,shadow_inference_1976_q2,2,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right
shadow_inference,shadow_inference_1976.png,medium,shadow_inference_1976_q3,3,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,low
shadow_inference,shadow_inference_1976.png,medium,shadow_inference_1976_q4,4,"Estimate the light elevation angle, rounded to the nearest 15 degrees.",30
shadow_inference,shadow_inference_1976.png,medium,shadow_inference_1976_q5,5,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference,shadow_inference_2747.png,medium,shadow_inference_2747_q1,1,How many objects are casting a shadow in this image?,2
shadow_inference,shadow_inference_2747.png,medium,shadow_inference_2747_q2,2,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right
shadow_inference,shadow_inference_2747.png,medium,shadow_inference_2747_q3,3,Which object casts the LONGEST shadow? Answer with that object's color.,blue
shadow_inference,shadow_inference_2747.png,medium,shadow_inference_2747_q4,4,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",30
shadow_inference,shadow_inference_2747.png,medium,shadow_inference_2747_q5,5,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter
shadow_inference,shadow_inference_0368.png,high,shadow_inference_0368_q1,1,How many objects are casting a shadow in this image?,2
shadow_inference,shadow_inference_0368.png,high,shadow_inference_0368_q2,2,Do all objects in this image appear to be lit by the same light source? Answer yes or no.,no
shadow_inference,shadow_inference_0368.png,high,shadow_inference_0368_q3,3,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high
shadow_inference,shadow_inference_0368.png,high,shadow_inference_0368_q4,4,Which object's shadow does NOT match the lighting direction of the others? Answer with that object's color.,blue
shadow_inference,shadow_inference_0368.png,high,shadow_inference_0368_q5,5,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter
shadow_inference,shadow_inference_0413.png,high,shadow_inference_0413_q1,1,How many objects are casting a shadow in this image?,3
shadow_inference,shadow_inference_0413.png,high,shadow_inference_0413_q2,2,Do all objects in this image appear to be lit by the same light source? Answer yes or no.,no
shadow_inference,shadow_inference_0413.png,high,shadow_inference_0413_q3,3,Which object casts the LONGEST shadow? Answer with that object's color.,purple
shadow_inference,shadow_inference_0413.png,high,shadow_inference_0413_q4,4,Which object's shadow does NOT match the lighting direction of the others? Answer with that object's color.,orange
shadow_inference,shadow_inference_0413.png,high,shadow_inference_0413_q5,5,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter
shadow_inference,shadow_inference_1472.png,high,shadow_inference_1472_q1,1,How many objects are casting a shadow in this image?,3
shadow_inference,shadow_inference_1472.png,high,shadow_inference_1472_q2,2,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right
shadow_inference,shadow_inference_1472.png,high,shadow_inference_1472_q3,3,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,low
shadow_inference,shadow_inference_1472.png,high,shadow_inference_1472_q4,4,"Estimate the light elevation angle, rounded to the nearest 15 degrees.",15
shadow_inference,shadow_inference_1472.png,high,shadow_inference_1472_q5,5,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same
shadow_inference,shadow_inference_2124.png,high,shadow_inference_2124_q1,1,How many objects are casting a shadow in this image?,2
shadow_inference,shadow_inference_2124.png,high,shadow_inference_2124_q2,2,Do all objects in this image appear to be lit by the same light source? Answer yes or no.,no
shadow_inference,shadow_inference_2124.png,high,shadow_inference_2124_q3,3,Which object casts the LONGEST shadow? Answer with that object's color.,blue
shadow_inference,shadow_inference_2124.png,high,shadow_inference_2124_q4,4,Which object's shadow does NOT match the lighting direction of the others? Answer with that object's color.,blue
shadow_inference,shadow_inference_2124.png,high,shadow_inference_2124_q5,5,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter
shadow_inference,shadow_inference_2301.png,high,shadow_inference_2301_q1,1,How many objects are casting a shadow in this image?,3
shadow_inference,shadow_inference_2301.png,high,shadow_inference_2301_q2,2,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",back
shadow_inference,shadow_inference_2301.png,high,shadow_inference_2301_q3,3,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high
shadow_inference,shadow_inference_2301.png,high,shadow_inference_2301_q4,4,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",60
shadow_inference,shadow_inference_2301.png,high,shadow_inference_2301_q5,5,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter
impossible_object,impossible_object_0124.png,low,impossible_object_0124_q1,1,How many distinct beams or segments make up this structure?,4
impossible_object,impossible_object_0124.png,low,impossible_object_0124_q2,2,Is this 3D structure physically constructible in real space? Answer yes or no.,yes
impossible_object,impossible_object_0124.png,low,impossible_object_0124_q3,3,"Does this structure have any beams that appear to cross without connecting (an occlusion, not a contradiction)? Answer yes or no.",yes
impossible_object,impossible_object_0124.png,low,impossible_object_0124_q4,4,What is the combined total of visible beams and stored depth-order constraints in this schematic?,13
impossible_object,impossible_object_0124.png,low,impossible_object_0124_q5,5,"If you removed one beam from this structure, could the remaining shape remain physically constructible? Answer yes or no.",yes
impossible_object,impossible_object_1690.png,low,impossible_object_1690_q1,1,How many distinct beams or segments make up this structure?,4
impossible_object,impossible_object_1690.png,low,impossible_object_1690_q2,2,Is this 3D structure physically constructible in real space? Answer yes or no.,yes
impossible_object,impossible_object_1690.png,low,impossible_object_1690_q3,3,"Does this structure have any beams that appear to cross without connecting (an occlusion, not a contradiction)? Answer yes or no.",yes
impossible_object,impossible_object_1690.png,low,impossible_object_1690_q4,4,What is the combined total of visible beams and stored depth-order constraints in this schematic?,13
impossible_object,impossible_object_1690.png,low,impossible_object_1690_q5,5,"If you removed one beam from this structure, could the remaining shape remain physically constructible? Answer yes or no.",yes
impossible_object,impossible_object_1845.png,low,impossible_object_1845_q1,1,How many distinct beams or segments make up this structure?,4
impossible_object,impossible_object_1845.png,low,impossible_object_1845_q2,2,Is this 3D structure physically constructible in real space? Answer yes or no.,yes
impossible_object,impossible_object_1845.png,low,impossible_object_1845_q3,3,"Does this structure have any beams that appear to cross without connecting (an occlusion, not a contradiction)? Answer yes or no.",yes
impossible_object,impossible_object_1845.png,low,impossible_object_1845_q4,4,What is the combined total of visible beams and stored depth-order constraints in this schematic?,13
impossible_object,impossible_object_1845.png,low,impossible_object_1845_q5,5,"If you removed one beam from this structure, could the remaining shape remain physically constructible? Answer yes or no.",yes
impossible_object,impossible_object_2279.png,low,impossible_object_2279_q1,1,How many distinct beams or segments make up this structure?,4
impossible_object,impossible_object_2279.png,low,impossible_object_2279_q2,2,Is this 3D structure physically constructible in real space? Answer yes or no.,yes
impossible_object,impossible_object_2279.png,low,impossible_object_2279_q3,3,"Does this structure have any beams that appear to cross without connecting (an occlusion, not a contradiction)? Answer yes or no.",yes
impossible_object,impossible_object_2279.png,low,impossible_object_2279_q4,4,What is the combined total of visible beams and stored depth-order constraints in this schematic?,13
impossible_object,impossible_object_2279.png,low,impossible_object_2279_q5,5,"If you removed one beam from this structure, could the remaining shape remain physically constructible? Answer yes or no.",yes
impossible_object,impossible_object_2314.png,low,impossible_object_2314_q1,1,How many distinct beams or segments make up this structure?,4
impossible_object,impossible_object_2314.png,low,impossible_object_2314_q2,2,Is this 3D structure physically constructible in real space? Answer yes or no.,yes
impossible_object,impossible_object_2314.png,low,impossible_object_2314_q3,3,"Does this structure have any beams that appear to cross without connecting (an occlusion, not a contradiction)? Answer yes or no.",yes
impossible_object,impossible_object_2314.png,low,impossible_object_2314_q4,4,What is the combined total of visible beams and stored depth-order constraints in this schematic?,13
impossible_object,impossible_object_2314.png,low,impossible_object_2314_q5,5,"If you removed one beam from this structure, could the remaining shape remain physically constructible? Answer yes or no.",yes
impossible_object,impossible_object_0528.png,medium,impossible_object_0528_q1,1,How many distinct beams or segments make up this structure?,3
impossible_object,impossible_object_0528.png,medium,impossible_object_0528_q2,2,Is this 3D structure physically constructible in real space? Answer yes or no.,no
impossible_object,impossible_object_0528.png,medium,impossible_object_0528_q3,3,"Which general part of the structure contains the impossible connection — top, bottom, left, right, or center?",center
impossible_object,impossible_object_0528.png,medium,impossible_object_0528_q4,4,What is the combined total of visible beams and stored depth-order constraints in this schematic?,6
impossible_object,impossible_object_0528.png,medium,impossible_object_0528_q5,5,"If you removed the contradiction-causing beam from this structure, could the remaining shape be physically constructible? Answer yes or no.",yes
impossible_object,impossible_object_1348.png,medium,impossible_object_1348_q1,1,How many distinct beams or segments make up this structure?,3
impossible_object,impossible_object_1348.png,medium,impossible_object_1348_q2,2,Is this 3D structure physically constructible in real space? Answer yes or no.,no
impossible_object,impossible_object_1348.png,medium,impossible_object_1348_q3,3,"Which general part of the structure contains the impossible connection — top, bottom, left, right, or center?",center
impossible_object,impossible_object_1348.png,medium,impossible_object_1348_q4,4,What is the combined total of visible beams and stored depth-order constraints in this schematic?,6
impossible_object,impossible_object_1348.png,medium,impossible_object_1348_q5,5,"If you removed the contradiction-causing beam from this structure, could the remaining shape be physically constructible? Answer yes or no.",yes
impossible_object,impossible_object_1391.png,medium,impossible_object_1391_q1,1,How many distinct beams or segments make up this structure?,3
impossible_object,impossible_object_1391.png,medium,impossible_object_1391_q2,2,Is this 3D structure physically constructible in real space? Answer yes or no.,no
impossible_object,impossible_object_1391.png,medium,impossible_object_1391_q3,3,"Which general part of the structure contains the impossible connection — top, bottom, left, right, or center?",bottom
impossible_object,impossible_object_1391.png,medium,impossible_object_1391_q4,4,What is the combined total of visible beams and stored depth-order constraints in this schematic?,6
impossible_object,impossible_object_1391.png,medium,impossible_object_1391_q5,5,"If you removed the contradiction-causing beam from this structure, could the remaining shape be physically constructible? Answer yes or no.",yes
impossible_object,impossible_object_2106.png,medium,impossible_object_2106_q1,1,How many distinct beams or segments make up this structure?,3
impossible_object,impossible_object_2106.png,medium,impossible_object_2106_q2,2,Is this 3D structure physically constructible in real space? Answer yes or no.,no
impossible_object,impossible_object_2106.png,medium,impossible_object_2106_q3,3,"Which general part of the structure contains the impossible connection — top, bottom, left, right, or center?",center
impossible_object,impossible_object_2106.png,medium,impossible_object_2106_q4,4,What is the combined total of visible beams and stored depth-order constraints in this schematic?,6
impossible_object,impossible_object_2106.png,medium,impossible_object_2106_q5,5,"If you removed the contradiction-causing beam from this structure, could the remaining shape be physically constructible? Answer yes or no.",yes
impossible_object,impossible_object_2864.png,medium,impossible_object_2864_q1,1,How many distinct beams or segments make up this structure?,4
impossible_object,impossible_object_2864.png,medium,impossible_object_2864_q2,2,Is this 3D structure physically constructible in real space? Answer yes or no.,yes
impossible_object,impossible_object_2864.png,medium,impossible_object_2864_q3,3,"Does this structure have any beams that appear to cross without connecting (an occlusion, not a contradiction)? Answer yes or no.",yes
impossible_object,impossible_object_2864.png,medium,impossible_object_2864_q4,4,What is the combined total of visible beams and stored depth-order constraints in this schematic?,13
impossible_object,impossible_object_2864.png,medium,impossible_object_2864_q5,5,"If you removed one beam from this structure, could the remaining shape remain physically constructible? Answer yes or no.",yes
impossible_object,impossible_object_0923.png,high,impossible_object_0923_q1,1,How many distinct beams or segments make up this structure?,4
impossible_object,impossible_object_0923.png,high,impossible_object_0923_q2,2,Is this 3D structure physically constructible in real space? Answer yes or no.,no
impossible_object,impossible_object_0923.png,high,impossible_object_0923_q3,3,"Which general part of the structure contains the impossible connection — top, bottom, left, right, or center?",bottom
impossible_object,impossible_object_0923.png,high,impossible_object_0923_q4,4,What is the combined total of visible beams and stored depth-order constraints in this schematic?,8
impossible_object,impossible_object_0923.png,high,impossible_object_0923_q5,5,"If you removed the contradiction-causing beam from this structure, could the remaining shape be physically constructible? Answer yes or no.",yes
impossible_object,impossible_object_0983.png,high,impossible_object_0983_q1,1,How many distinct beams or segments make up this structure?,4
impossible_object,impossible_object_0983.png,high,impossible_object_0983_q2,2,Is this 3D structure physically constructible in real space? Answer yes or no.,no
impossible_object,impossible_object_0983.png,high,impossible_object_0983_q3,3,"Which general part of the structure contains the impossible connection — top, bottom, left, right, or center?",center
impossible_object,impossible_object_0983.png,high,impossible_object_0983_q4,4,What is the combined total of visible beams and stored depth-order constraints in this schematic?,8
impossible_object,impossible_object_0983.png,high,impossible_object_0983_q5,5,"If you removed the contradiction-causing beam from this structure, could the remaining shape be physically constructible? Answer yes or no.",yes
impossible_object,impossible_object_1186.png,high,impossible_object_1186_q1,1,How many distinct beams or segments make up this structure?,4
impossible_object,impossible_object_1186.png,high,impossible_object_1186_q2,2,Is this 3D structure physically constructible in real space? Answer yes or no.,no
impossible_object,impossible_object_1186.png,high,impossible_object_1186_q3,3,"Which general part of the structure contains the impossible connection — top, bottom, left, right, or center?",center
impossible_object,impossible_object_1186.png,high,impossible_object_1186_q4,4,What is the combined total of visible beams and stored depth-order constraints in this schematic?,8
impossible_object,impossible_object_1186.png,high,impossible_object_1186_q5,5,"If you removed the contradiction-causing beam from this structure, could the remaining shape be physically constructible? Answer yes or no.",yes
impossible_object,impossible_object_2062.png,high,impossible_object_2062_q1,1,How many distinct beams or segments make up this structure?,4
impossible_object,impossible_object_2062.png,high,impossible_object_2062_q2,2,Is this 3D structure physically constructible in real space? Answer yes or no.,no
impossible_object,impossible_object_2062.png,high,impossible_object_2062_q3,3,"Which general part of the structure contains the impossible connection — top, bottom, left, right, or center?",bottom
impossible_object,impossible_object_2062.png,high,impossible_object_2062_q4,4,What is the combined total of visible beams and stored depth-order constraints in this schematic?,8
impossible_object,impossible_object_2062.png,high,impossible_object_2062_q5,5,"If you removed the contradiction-causing beam from this structure, could the remaining shape be physically constructible? Answer yes or no.",yes
impossible_object,impossible_object_2846.png,high,impossible_object_2846_q1,1,How many distinct beams or segments make up this structure?,4
impossible_object,impossible_object_2846.png,high,impossible_object_2846_q2,2,Is this 3D structure physically constructible in real space? Answer yes or no.,no
impossible_object,impossible_object_2846.png,high,impossible_object_2846_q3,3,"Which general part of the structure contains the impossible connection — top, bottom, left, right, or center?",right
impossible_object,impossible_object_2846.png,high,impossible_object_2846_q4,4,What is the combined total of visible beams and stored depth-order constraints in this schematic?,8
impossible_object,impossible_object_2846.png,high,impossible_object_2846_q5,5,"If you removed the contradiction-causing beam from this structure, could the remaining shape be physically constructible? Answer yes or no.",yes
polyhedron,polyhedron_0212.png,low,polyhedron_0212_q1,1,"How many faces does this solid have in total, including hidden faces?",8
polyhedron,polyhedron_0212.png,low,polyhedron_0212_q2,2,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,convex
polyhedron,polyhedron_0212.png,low,polyhedron_0212_q3,3,How many vertices (corner points) does this solid have?,6
polyhedron,polyhedron_0212.png,low,polyhedron_0212_q4,4,"Using Euler's formula, if this solid has 6 vertices and 12 edges, how many faces must it have?",-4
polyhedron,polyhedron_0212.png,low,polyhedron_0212_q5,5,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no
polyhedron,polyhedron_1996.png,low,polyhedron_1996_q1,1,"How many faces does this solid have in total, including hidden faces?",4
polyhedron,polyhedron_1996.png,low,polyhedron_1996_q2,2,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,convex
polyhedron,polyhedron_1996.png,low,polyhedron_1996_q3,3,"What shape are the faces of this solid — triangles, squares, pentagons, or a mix of shapes?",triangles
polyhedron,polyhedron_1996.png,low,polyhedron_1996_q4,4,Is this solid composed of overlapping shapes forming a compound structure? Answer yes or no.,no
polyhedron,polyhedron_1996.png,low,polyhedron_1996_q5,5,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no
polyhedron,polyhedron_2035.png,low,polyhedron_2035_q1,1,"How many faces does this solid have in total, including hidden faces?",6
polyhedron,polyhedron_2035.png,low,polyhedron_2035_q2,2,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,convex
polyhedron,polyhedron_2035.png,low,polyhedron_2035_q3,3,How many faces of this solid face toward the camera from this viewing angle?,3
polyhedron,polyhedron_2035.png,low,polyhedron_2035_q4,4,"Which family does this solid belong to: Platonic, Archimedean, Catalan, Compound, or Non-convex?",Platonic
polyhedron,polyhedron_2035.png,low,polyhedron_2035_q5,5,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no
polyhedron,polyhedron_2112.png,low,polyhedron_2112_q1,1,"How many faces does this solid have in total, including hidden faces?",8
polyhedron,polyhedron_2112.png,low,polyhedron_2112_q2,2,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,convex
polyhedron,polyhedron_2112.png,low,polyhedron_2112_q3,3,"What shape are the faces of this solid — triangles, squares, pentagons, or a mix of shapes?",triangles
polyhedron,polyhedron_2112.png,low,polyhedron_2112_q4,4,Is this solid composed of overlapping shapes forming a compound structure? Answer yes or no.,no
polyhedron,polyhedron_2112.png,low,polyhedron_2112_q5,5,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no
polyhedron,polyhedron_2586.png,low,polyhedron_2586_q1,1,"How many faces does this solid have in total, including hidden faces?",6
polyhedron,polyhedron_2586.png,low,polyhedron_2586_q2,2,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,convex
polyhedron,polyhedron_2586.png,low,polyhedron_2586_q3,3,How many faces of this solid face toward the camera from this viewing angle?,3
polyhedron,polyhedron_2586.png,low,polyhedron_2586_q4,4,"Using Euler's formula, if this solid has 8 vertices and 12 edges, how many faces must it have?",-2
polyhedron,polyhedron_2586.png,low,polyhedron_2586_q5,5,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no
polyhedron,polyhedron_0607.png,medium,polyhedron_0607_q1,1,"How many faces does this solid have in total, including hidden faces?",12
polyhedron,polyhedron_0607.png,medium,polyhedron_0607_q2,2,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,non-convex
polyhedron,polyhedron_0607.png,medium,polyhedron_0607_q3,3,"What shape are the faces of this solid — triangles, squares, pentagons, or a mix of shapes?",pentagons
polyhedron,polyhedron_0607.png,medium,polyhedron_0607_q4,4,Is this solid composed of overlapping shapes forming a compound structure? Answer yes or no.,no
polyhedron,polyhedron_0607.png,medium,polyhedron_0607_q5,5,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no
polyhedron,polyhedron_1259.png,medium,polyhedron_1259_q1,1,"How many faces does this solid have in total, including hidden faces?",20
polyhedron,polyhedron_1259.png,medium,polyhedron_1259_q2,2,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,convex
polyhedron,polyhedron_1259.png,medium,polyhedron_1259_q3,3,How many faces of this solid face toward the camera from this viewing angle?,10
polyhedron,polyhedron_1259.png,medium,polyhedron_1259_q4,4,"Using Euler's formula, if this solid has 12 vertices and 30 edges, how many faces must it have?",-16
polyhedron,polyhedron_1259.png,medium,polyhedron_1259_q5,5,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no
polyhedron,polyhedron_1530.png,medium,polyhedron_1530_q1,1,"How many faces does this solid have in total, including hidden faces?",26
polyhedron,polyhedron_1530.png,medium,polyhedron_1530_q2,2,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,convex
polyhedron,polyhedron_1530.png,medium,polyhedron_1530_q3,3,"What shape are the faces of this solid — triangles, squares, pentagons, or a mix of shapes?",mixed
polyhedron,polyhedron_1530.png,medium,polyhedron_1530_q4,4,Is this solid composed of overlapping shapes forming a compound structure? Answer yes or no.,no
polyhedron,polyhedron_1530.png,medium,polyhedron_1530_q5,5,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no
polyhedron,polyhedron_1777.png,medium,polyhedron_1777_q1,1,"How many faces does this solid have in total, including hidden faces?",26
polyhedron,polyhedron_1777.png,medium,polyhedron_1777_q2,2,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,convex
polyhedron,polyhedron_1777.png,medium,polyhedron_1777_q3,3,"What shape are the faces of this solid — triangles, squares, pentagons, or a mix of shapes?",mixed
polyhedron,polyhedron_1777.png,medium,polyhedron_1777_q4,4,"Using Euler's formula, if this solid has 24 vertices and 48 edges, how many faces must it have?",-22
polyhedron,polyhedron_1777.png,medium,polyhedron_1777_q5,5,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no
polyhedron,polyhedron_2613.png,medium,polyhedron_2613_q1,1,"How many faces does this solid have in total, including hidden faces?",26
polyhedron,polyhedron_2613.png,medium,polyhedron_2613_q2,2,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,convex
polyhedron,polyhedron_2613.png,medium,polyhedron_2613_q3,3,How many faces of this solid face toward the camera from this viewing angle?,13
polyhedron,polyhedron_2613.png,medium,polyhedron_2613_q4,4,"Using Euler's formula, if this solid has 24 vertices and 48 edges, how many faces must it have?",-22
polyhedron,polyhedron_2613.png,medium,polyhedron_2613_q5,5,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no
polyhedron,polyhedron_0853.png,high,polyhedron_0853_q1,1,"How many faces does this solid have in total, including hidden faces?",14
polyhedron,polyhedron_0853.png,high,polyhedron_0853_q2,2,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,non-convex
polyhedron,polyhedron_0853.png,high,polyhedron_0853_q3,3,"What shape are the faces of this solid — triangles, squares, pentagons, or a mix of shapes?",mixed
polyhedron,polyhedron_0853.png,high,polyhedron_0853_q4,4,"Which family does this solid belong to: Platonic, Archimedean, Catalan, Compound, or Non-convex?",Compound
polyhedron,polyhedron_0853.png,high,polyhedron_0853_q5,5,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no
polyhedron,polyhedron_1100.png,high,polyhedron_1100_q1,1,"How many faces does this solid have in total, including hidden faces?",14
polyhedron,polyhedron_1100.png,high,polyhedron_1100_q2,2,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,non-convex
polyhedron,polyhedron_1100.png,high,polyhedron_1100_q3,3,"What shape are the faces of this solid — triangles, squares, pentagons, or a mix of shapes?",mixed
polyhedron,polyhedron_1100.png,high,polyhedron_1100_q4,4,Is this solid composed of overlapping shapes forming a compound structure? Answer yes or no.,yes
polyhedron,polyhedron_1100.png,high,polyhedron_1100_q5,5,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no
polyhedron,polyhedron_2139.png,high,polyhedron_2139_q1,1,"How many faces does this solid have in total, including hidden faces?",32
polyhedron,polyhedron_2139.png,high,polyhedron_2139_q2,2,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,convex
polyhedron,polyhedron_2139.png,high,polyhedron_2139_q3,3,How many faces of this solid face toward the camera from this viewing angle?,16
polyhedron,polyhedron_2139.png,high,polyhedron_2139_q4,4,"Which family does this solid belong to: Platonic, Archimedean, Catalan, Compound, or Non-convex?",Archimedean
polyhedron,polyhedron_2139.png,high,polyhedron_2139_q5,5,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no
polyhedron,polyhedron_2278.png,high,polyhedron_2278_q1,1,"How many faces does this solid have in total, including hidden faces?",14
polyhedron,polyhedron_2278.png,high,polyhedron_2278_q2,2,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,non-convex
polyhedron,polyhedron_2278.png,high,polyhedron_2278_q3,3,How many faces of this solid face toward the camera from this viewing angle?,7
polyhedron,polyhedron_2278.png,high,polyhedron_2278_q4,4,Is this solid composed of overlapping shapes forming a compound structure? Answer yes or no.,yes
polyhedron,polyhedron_2278.png,high,polyhedron_2278_q5,5,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no
polyhedron,polyhedron_2595.png,high,polyhedron_2595_q1,1,"How many faces does this solid have in total, including hidden faces?",32
polyhedron,polyhedron_2595.png,high,polyhedron_2595_q2,2,Is this solid convex or non-convex? Answer 'convex' or 'non-convex'.,convex
polyhedron,polyhedron_2595.png,high,polyhedron_2595_q3,3,How many faces of this solid face toward the camera from this viewing angle?,16
polyhedron,polyhedron_2595.png,high,polyhedron_2595_q4,4,Is this solid composed of overlapping shapes forming a compound structure? Answer yes or no.,no
polyhedron,polyhedron_2595.png,high,polyhedron_2595_q5,5,"If one face were removed from this solid while all remaining faces stayed fixed, would the result still be a closed surface to which the closed-surface Euler formula directly applies? Answer yes or no.",no
depth_height,depth_height_0617.png,low,depth_height_0617_q1,1,How many objects are shown in this scene?,3
depth_height,depth_height_0617.png,low,depth_height_0617_q2,2,Which object is closer to the camera: the teal square or the orange circle?,teal
depth_height,depth_height_0617.png,low,depth_height_0617_q3,3,"Rank all objects in this scene from closest to farthest, by color.","[""teal"",""purple"",""orange""]"
depth_height,depth_height_0617.png,low,depth_height_0617_q4,4,"What is the difference between the farthest and closest stored depth values, rounded to two decimals?",0.56
depth_height,depth_height_0617.png,low,depth_height_0617_q5,5,"If the purple object moved twice as far from the camera as its current distance, would it appear larger, smaller, or about the same size as the orange object?",smaller
depth_height,depth_height_2159.png,low,depth_height_2159_q1,1,How many objects are shown in this scene?,4
depth_height,depth_height_2159.png,low,depth_height_2159_q2,2,Which object is closer to the camera: the blue circle or the purple square?,blue
depth_height,depth_height_2159.png,low,depth_height_2159_q3,3,"Rank all objects in this scene from closest to farthest, by color.","[""teal"",""orange"",""blue"",""purple""]"
depth_height,depth_height_2159.png,low,depth_height_2159_q4,4,"What is the difference between the farthest and closest stored depth values, rounded to two decimals?",0.77
depth_height,depth_height_2159.png,low,depth_height_2159_q5,5,"If the purple object moved twice as far from the camera as its current distance, would it appear larger, smaller, or about the same size as the teal object?",smaller
depth_height,depth_height_2687.png,low,depth_height_2687_q1,1,How many objects are shown in this scene?,3
depth_height,depth_height_2687.png,low,depth_height_2687_q2,2,Which object is closer to the camera: the magenta circle or the orange square?,magenta
depth_height,depth_height_2687.png,low,depth_height_2687_q3,3,"Rank all objects in this scene from closest to farthest, by color.","[""magenta"",""purple"",""orange""]"
depth_height,depth_height_2687.png,low,depth_height_2687_q4,4,"What is the difference between the farthest and closest stored depth values, rounded to two decimals?",0.70
depth_height,depth_height_2687.png,low,depth_height_2687_q5,5,"If the orange object moved twice as far from the camera as its current distance, would it appear larger, smaller, or about the same size as the magenta object?",smaller
depth_height,depth_height_2867.png,low,depth_height_2867_q1,1,How many objects are shown in this scene?,2
