question_id,image,acceptance_set,targets,supporting_block,upper_block,blocks_above,combined_com_relation,joint_stable,whole_stack_stable
physical_stability_0463_open_q1,physical_stability_0463.png,"[""supporting_block=A; upper_block=B; blocks_above=['B', 'C']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""B""]",A,B,"[""B"",""C""]",right,False,False
physical_stability_0464_open_q1,physical_stability_0464.png,"[""supporting_block=A; upper_block=B; blocks_above=['B', 'C', 'D']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""B""]",A,B,"[""B"",""C"",""D""]",inside,True,True
physical_stability_0465_open_q1,physical_stability_0465.png,"[""supporting_block=B; upper_block=C; blocks_above=['C']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""C""]",B,C,"[""C""]",inside,True,True
physical_stability_0466_open_q1,physical_stability_0466.png,"[""supporting_block=A; upper_block=B; blocks_above=['B']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""B""]",A,B,"[""B""]",right,False,False
physical_stability_0467_open_q1,physical_stability_0467.png,"[""supporting_block=B; upper_block=C; blocks_above=['C', 'D']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""C""]",B,C,"[""C"",""D""]",right,False,False
physical_stability_0468_open_q1,physical_stability_0468.png,"[""supporting_block=B; upper_block=C; blocks_above=['C']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""C""]",B,C,"[""C""]",inside,True,True
physical_stability_0469_open_q1,physical_stability_0469.png,"[""supporting_block=C; upper_block=D; blocks_above=['D']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""D""]",C,D,"[""D""]",inside,True,True
physical_stability_0470_open_q1,physical_stability_0470.png,"[""supporting_block=A; upper_block=B; blocks_above=['B']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""B""]",A,B,"[""B""]",right,False,False
physical_stability_0471_open_q1,physical_stability_0471.png,"[""supporting_block=C; upper_block=D; blocks_above=['D', 'E']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""D""]",C,D,"[""D"",""E""]",right,False,False
physical_stability_0472_open_q1,physical_stability_0472.png,"[""supporting_block=B; upper_block=C; blocks_above=['C']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""C""]",B,C,"[""C""]",inside,True,True
physical_stability_0473_open_q1,physical_stability_0473.png,"[""supporting_block=C; upper_block=D; blocks_above=['D']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""D""]",C,D,"[""D""]",inside,True,True
physical_stability_0474_open_q1,physical_stability_0474.png,"[""supporting_block=A; upper_block=B; blocks_above=['B']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""B""]",A,B,"[""B""]",right,False,False
physical_stability_0475_open_q1,physical_stability_0475.png,"[""supporting_block=A; upper_block=B; blocks_above=['B', 'C']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""B""]",A,B,"[""B"",""C""]",right,False,False
physical_stability_0476_open_q1,physical_stability_0476.png,"[""supporting_block=C; upper_block=D; blocks_above=['D', 'E']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""D""]",C,D,"[""D"",""E""]",inside,True,True
physical_stability_0477_open_q1,physical_stability_0477.png,"[""supporting_block=D; upper_block=E; blocks_above=['E']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""E""]",D,E,"[""E""]",inside,True,True
physical_stability_0478_open_q1,physical_stability_0478.png,"[""supporting_block=C; upper_block=D; blocks_above=['D']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""D""]",C,D,"[""D""]",right,False,False
physical_stability_0479_open_q1,physical_stability_0479.png,"[""supporting_block=B; upper_block=C; blocks_above=['C', 'D']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""C""]",B,C,"[""C"",""D""]",right,False,False
physical_stability_0480_open_q1,physical_stability_0480.png,"[""supporting_block=D; upper_block=E; blocks_above=['E']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""E""]",D,E,"[""E""]",inside,True,True
physical_stability_0481_open_q1,physical_stability_0481.png,"[""supporting_block=D; upper_block=E; blocks_above=['E']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""E""]",D,E,"[""E""]",inside,True,True
physical_stability_0482_open_q1,physical_stability_0482.png,"[""supporting_block=C; upper_block=D; blocks_above=['D']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""D""]",C,D,"[""D""]",right,False,False
physical_stability_0483_open_q1,physical_stability_0483.png,"[""supporting_block=C; upper_block=D; blocks_above=['D', 'E']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""D""]",C,D,"[""D"",""E""]",right,False,False
physical_stability_0484_open_q1,physical_stability_0484.png,"[""supporting_block=B; upper_block=C; blocks_above=['C']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""C""]",B,C,"[""C""]",inside,True,True
physical_stability_0485_open_q1,physical_stability_0485.png,"[""supporting_block=B; upper_block=C; blocks_above=['C']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""C""]",B,C,"[""C""]",inside,True,True
physical_stability_0486_open_q1,physical_stability_0486.png,"[""supporting_block=B; upper_block=C; blocks_above=['C']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""C""]",B,C,"[""C""]",right,False,False
physical_stability_0487_open_q1,physical_stability_0487.png,"[""supporting_block=C; upper_block=D; blocks_above=['D', 'E']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""D""]",C,D,"[""D"",""E""]",right,False,False
physical_stability_0488_open_q1,physical_stability_0488.png,"[""supporting_block=A; upper_block=B; blocks_above=['B']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""B""]",A,B,"[""B""]",inside,True,True
physical_stability_0489_open_q1,physical_stability_0489.png,"[""supporting_block=B; upper_block=C; blocks_above=['C']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""C""]",B,C,"[""C""]",inside,True,True
physical_stability_0490_open_q1,physical_stability_0490.png,"[""supporting_block=D; upper_block=E; blocks_above=['E']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""E""]",D,E,"[""E""]",right,False,False
physical_stability_0491_open_q1,physical_stability_0491.png,"[""supporting_block=B; upper_block=C; blocks_above=['C', 'D']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""C""]",B,C,"[""C"",""D""]",right,False,False
physical_stability_0492_open_q1,physical_stability_0492.png,"[""supporting_block=A; upper_block=B; blocks_above=['B']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""B""]",A,B,"[""B""]",inside,True,True
physical_stability_0493_open_q1,physical_stability_0493.png,"[""supporting_block=C; upper_block=D; blocks_above=['D']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""D""]",C,D,"[""D""]",inside,True,True
physical_stability_0494_open_q1,physical_stability_0494.png,"[""supporting_block=B; upper_block=C; blocks_above=['C']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""C""]",B,C,"[""C""]",right,False,False
physical_stability_0495_open_q1,physical_stability_0495.png,"[""supporting_block=C; upper_block=D; blocks_above=['D', 'E']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""D""]",C,D,"[""D"",""E""]",right,False,False
physical_stability_0496_open_q1,physical_stability_0496.png,"[""supporting_block=B; upper_block=C; blocks_above=['C', 'D', 'E']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""C""]",B,C,"[""C"",""D"",""E""]",inside,True,True
physical_stability_0497_open_q1,physical_stability_0497.png,"[""supporting_block=C; upper_block=D; blocks_above=['D']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""D""]",C,D,"[""D""]",inside,True,True
physical_stability_0498_open_q1,physical_stability_0498.png,"[""supporting_block=D; upper_block=E; blocks_above=['E']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""E""]",D,E,"[""E""]",right,False,False
physical_stability_0499_open_q1,physical_stability_0499.png,"[""supporting_block=A; upper_block=B; blocks_above=['B', 'C']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""B""]",A,B,"[""B"",""C""]",right,False,False
physical_stability_0500_open_q1,physical_stability_0500.png,"[""supporting_block=D; upper_block=E; blocks_above=['E']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""E""]",D,E,"[""E""]",inside,True,True
physical_stability_0501_open_q1,physical_stability_0501.png,"[""supporting_block=D; upper_block=E; blocks_above=['E']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""E""]",D,E,"[""E""]",inside,True,True
physical_stability_0502_open_q1,physical_stability_0502.png,"[""supporting_block=C; upper_block=D; blocks_above=['D']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""D""]",C,D,"[""D""]",right,False,False
physical_stability_0503_open_q1,physical_stability_0503.png,"[""supporting_block=A; upper_block=B; blocks_above=['B', 'C']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""B""]",A,B,"[""B"",""C""]",right,False,False
physical_stability_0504_open_q1,physical_stability_0504.png,"[""supporting_block=C; upper_block=D; blocks_above=['D', 'E']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""D""]",C,D,"[""D"",""E""]",inside,True,True
physical_stability_0505_open_q1,physical_stability_0505.png,"[""supporting_block=B; upper_block=C; blocks_above=['C']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""C""]",B,C,"[""C""]",inside,True,True
physical_stability_0506_open_q1,physical_stability_0506.png,"[""supporting_block=D; upper_block=E; blocks_above=['E']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""E""]",D,E,"[""E""]",right,False,False
physical_stability_0507_open_q1,physical_stability_0507.png,"[""supporting_block=B; upper_block=C; blocks_above=['C', 'D']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""C""]",B,C,"[""C"",""D""]",right,False,False
physical_stability_0508_open_q1,physical_stability_0508.png,"[""supporting_block=B; upper_block=C; blocks_above=['C', 'D', 'E']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""C""]",B,C,"[""C"",""D"",""E""]",inside,True,True
physical_stability_0509_open_q1,physical_stability_0509.png,"[""supporting_block=D; upper_block=E; blocks_above=['E']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""E""]",D,E,"[""E""]",inside,True,True
physical_stability_0510_open_q1,physical_stability_0510.png,"[""supporting_block=C; upper_block=D; blocks_above=['D']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""D""]",C,D,"[""D""]",right,False,False
physical_stability_0511_open_q1,physical_stability_0511.png,"[""supporting_block=A; upper_block=B; blocks_above=['B', 'C']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""B""]",A,B,"[""B"",""C""]",right,False,False
physical_stability_0512_open_q1,physical_stability_0512.png,"[""supporting_block=A; upper_block=B; blocks_above=['B']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""B""]",A,B,"[""B""]",inside,True,True
physical_stability_0513_open_q1,physical_stability_0513.png,"[""supporting_block=B; upper_block=C; blocks_above=['C']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""C""]",B,C,"[""C""]",inside,True,True
physical_stability_0514_open_q1,physical_stability_0514.png,"[""supporting_block=C; upper_block=D; blocks_above=['D']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""D""]",C,D,"[""D""]",right,False,False
physical_stability_0515_open_q1,physical_stability_0515.png,"[""supporting_block=A; upper_block=B; blocks_above=['B', 'C']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""B""]",A,B,"[""B"",""C""]",right,False,False
physical_stability_0516_open_q1,physical_stability_0516.png,"[""supporting_block=A; upper_block=B; blocks_above=['B', 'C']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""B""]",A,B,"[""B"",""C""]",inside,True,True
physical_stability_0517_open_q1,physical_stability_0517.png,"[""supporting_block=C; upper_block=D; blocks_above=['D']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""D""]",C,D,"[""D""]",inside,True,True
physical_stability_0518_open_q1,physical_stability_0518.png,"[""supporting_block=C; upper_block=D; blocks_above=['D']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""D""]",C,D,"[""D""]",right,False,False
physical_stability_0519_open_q1,physical_stability_0519.png,"[""supporting_block=C; upper_block=D; blocks_above=['D', 'E']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""D""]",C,D,"[""D"",""E""]",right,False,False
physical_stability_0520_open_q1,physical_stability_0520.png,"[""supporting_block=A; upper_block=B; blocks_above=['B']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""B""]",A,B,"[""B""]",inside,True,True
physical_stability_0521_open_q1,physical_stability_0521.png,"[""supporting_block=B; upper_block=C; blocks_above=['C']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""C""]",B,C,"[""C""]",inside,True,True
physical_stability_0522_open_q1,physical_stability_0522.png,"[""supporting_block=A; upper_block=B; blocks_above=['B']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""B""]",A,B,"[""B""]",right,False,False
physical_stability_0523_open_q1,physical_stability_0523.png,"[""supporting_block=C; upper_block=D; blocks_above=['D', 'E']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""D""]",C,D,"[""D"",""E""]",right,False,False
physical_stability_0524_open_q1,physical_stability_0524.png,"[""supporting_block=B; upper_block=C; blocks_above=['C']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""C""]",B,C,"[""C""]",inside,True,True
physical_stability_0525_open_q1,physical_stability_0525.png,"[""supporting_block=D; upper_block=E; blocks_above=['E']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""E""]",D,E,"[""E""]",inside,True,True
physical_stability_0526_open_q1,physical_stability_0526.png,"[""supporting_block=B; upper_block=C; blocks_above=['C']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""C""]",B,C,"[""C""]",right,False,False
physical_stability_0527_open_q1,physical_stability_0527.png,"[""supporting_block=B; upper_block=C; blocks_above=['C', 'D']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""C""]",B,C,"[""C"",""D""]",right,False,False
physical_stability_0528_open_q1,physical_stability_0528.png,"[""supporting_block=A; upper_block=B; blocks_above=['B']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""B""]",A,B,"[""B""]",inside,True,True
physical_stability_0529_open_q1,physical_stability_0529.png,"[""supporting_block=D; upper_block=E; blocks_above=['E']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""E""]",D,E,"[""E""]",inside,True,True
physical_stability_0530_open_q1,physical_stability_0530.png,"[""supporting_block=C; upper_block=D; blocks_above=['D']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""D""]",C,D,"[""D""]",right,False,False
physical_stability_0531_open_q1,physical_stability_0531.png,"[""supporting_block=C; upper_block=D; blocks_above=['D', 'E']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""D""]",C,D,"[""D"",""E""]",right,False,False
physical_stability_0532_open_q1,physical_stability_0532.png,"[""supporting_block=B; upper_block=C; blocks_above=['C']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""C""]",B,C,"[""C""]",inside,True,True
physical_stability_0533_open_q1,physical_stability_0533.png,"[""supporting_block=C; upper_block=D; blocks_above=['D']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""D""]",C,D,"[""D""]",inside,True,True
physical_stability_0534_open_q1,physical_stability_0534.png,"[""supporting_block=D; upper_block=E; blocks_above=['E']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""E""]",D,E,"[""E""]",right,False,False
physical_stability_0535_open_q1,physical_stability_0535.png,"[""supporting_block=A; upper_block=B; blocks_above=['B', 'C']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""B""]",A,B,"[""B"",""C""]",right,False,False
physical_stability_0536_open_q1,physical_stability_0536.png,"[""supporting_block=B; upper_block=C; blocks_above=['C']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""C""]",B,C,"[""C""]",inside,True,True
physical_stability_0537_open_q1,physical_stability_0537.png,"[""supporting_block=D; upper_block=E; blocks_above=['E']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""E""]",D,E,"[""E""]",inside,True,True
physical_stability_0538_open_q1,physical_stability_0538.png,"[""supporting_block=C; upper_block=D; blocks_above=['D']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""D""]",C,D,"[""D""]",right,False,False
physical_stability_0539_open_q1,physical_stability_0539.png,"[""supporting_block=B; upper_block=C; blocks_above=['C', 'D']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""C""]",B,C,"[""C"",""D""]",right,False,False
physical_stability_0540_open_q1,physical_stability_0540.png,"[""supporting_block=A; upper_block=B; blocks_above=['B', 'C', 'D']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""B""]",A,B,"[""B"",""C"",""D""]",inside,True,True
physical_stability_0541_open_q1,physical_stability_0541.png,"[""supporting_block=C; upper_block=D; blocks_above=['D']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""D""]",C,D,"[""D""]",inside,True,True
physical_stability_0542_open_q1,physical_stability_0542.png,"[""supporting_block=D; upper_block=E; blocks_above=['E']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""E""]",D,E,"[""E""]",right,False,False
physical_stability_0543_open_q1,physical_stability_0543.png,"[""supporting_block=C; upper_block=D; blocks_above=['D', 'E']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""D""]",C,D,"[""D"",""E""]",right,False,False
physical_stability_0544_open_q1,physical_stability_0544.png,"[""supporting_block=A; upper_block=B; blocks_above=['B', 'C', 'D']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""B""]",A,B,"[""B"",""C"",""D""]",inside,True,True
physical_stability_0545_open_q1,physical_stability_0545.png,"[""supporting_block=B; upper_block=C; blocks_above=['C']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""C""]",B,C,"[""C""]",inside,True,True
physical_stability_0546_open_q1,physical_stability_0546.png,"[""supporting_block=A; upper_block=B; blocks_above=['B']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""B""]",A,B,"[""B""]",right,False,False
physical_stability_0547_open_q1,physical_stability_0547.png,"[""supporting_block=A; upper_block=B; blocks_above=['B', 'C']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""B""]",A,B,"[""B"",""C""]",right,False,False
physical_stability_0548_open_q1,physical_stability_0548.png,"[""supporting_block=A; upper_block=B; blocks_above=['B']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""B""]",A,B,"[""B""]",inside,True,True
physical_stability_0549_open_q1,physical_stability_0549.png,"[""supporting_block=D; upper_block=E; blocks_above=['E']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""E""]",D,E,"[""E""]",inside,True,True
physical_stability_0550_open_q1,physical_stability_0550.png,"[""supporting_block=D; upper_block=E; blocks_above=['E']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""E""]",D,E,"[""E""]",right,False,False
physical_stability_0551_open_q1,physical_stability_0551.png,"[""supporting_block=C; upper_block=D; blocks_above=['D', 'E']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""D""]",C,D,"[""D"",""E""]",right,False,False
physical_stability_0552_open_q1,physical_stability_0552.png,"[""supporting_block=A; upper_block=B; blocks_above=['B']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""B""]",A,B,"[""B""]",inside,True,True
physical_stability_0553_open_q1,physical_stability_0553.png,"[""supporting_block=C; upper_block=D; blocks_above=['D']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""D""]",C,D,"[""D""]",inside,True,True
physical_stability_0554_open_q1,physical_stability_0554.png,"[""supporting_block=C; upper_block=D; blocks_above=['D']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""D""]",C,D,"[""D""]",right,False,False
physical_stability_0555_open_q1,physical_stability_0555.png,"[""supporting_block=A; upper_block=B; blocks_above=['B', 'C']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""B""]",A,B,"[""B"",""C""]",right,False,False
physical_stability_0556_open_q1,physical_stability_0556.png,"[""supporting_block=A; upper_block=B; blocks_above=['B', 'C', 'D', 'E']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""B""]",A,B,"[""B"",""C"",""D"",""E""]",inside,True,True
physical_stability_0557_open_q1,physical_stability_0557.png,"[""supporting_block=B; upper_block=C; blocks_above=['C']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""C""]",B,C,"[""C""]",inside,True,True
physical_stability_0558_open_q1,physical_stability_0558.png,"[""supporting_block=D; upper_block=E; blocks_above=['E']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""E""]",D,E,"[""E""]",right,False,False
physical_stability_0559_open_q1,physical_stability_0559.png,"[""supporting_block=A; upper_block=B; blocks_above=['B', 'C']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""B""]",A,B,"[""B"",""C""]",right,False,False
physical_stability_0560_open_q1,physical_stability_0560.png,"[""supporting_block=A; upper_block=B; blocks_above=['B']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""B""]",A,B,"[""B""]",inside,True,True
physical_stability_0561_open_q1,physical_stability_0561.png,"[""supporting_block=D; upper_block=E; blocks_above=['E']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""E""]",D,E,"[""E""]",inside,True,True
physical_stability_0562_open_q1,physical_stability_0562.png,"[""supporting_block=C; upper_block=D; blocks_above=['D']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""D""]",C,D,"[""D""]",right,False,False
physical_stability_0563_open_q1,physical_stability_0563.png,"[""supporting_block=C; upper_block=D; blocks_above=['D', 'E']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""D""]",C,D,"[""D"",""E""]",right,False,False
physical_stability_0564_open_q1,physical_stability_0564.png,"[""supporting_block=A; upper_block=B; blocks_above=['B', 'C', 'D']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""B""]",A,B,"[""B"",""C"",""D""]",inside,True,True
physical_stability_0565_open_q1,physical_stability_0565.png,"[""supporting_block=D; upper_block=E; blocks_above=['E']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""E""]",D,E,"[""E""]",inside,True,True
physical_stability_0566_open_q1,physical_stability_0566.png,"[""supporting_block=D; upper_block=E; blocks_above=['E']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""E""]",D,E,"[""E""]",right,False,False
physical_stability_0567_open_q1,physical_stability_0567.png,"[""supporting_block=A; upper_block=B; blocks_above=['B', 'C']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""B""]",A,B,"[""B"",""C""]",right,False,False
physical_stability_0568_open_q1,physical_stability_0568.png,"[""supporting_block=A; upper_block=B; blocks_above=['B']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""B""]",A,B,"[""B""]",inside,True,True
physical_stability_0569_open_q1,physical_stability_0569.png,"[""supporting_block=D; upper_block=E; blocks_above=['E']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""E""]",D,E,"[""E""]",inside,True,True
physical_stability_0570_open_q1,physical_stability_0570.png,"[""supporting_block=A; upper_block=B; blocks_above=['B']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""B""]",A,B,"[""B""]",right,False,False
physical_stability_0571_open_q1,physical_stability_0571.png,"[""supporting_block=A; upper_block=B; blocks_above=['B', 'C']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""B""]",A,B,"[""B"",""C""]",right,False,False
physical_stability_0572_open_q1,physical_stability_0572.png,"[""supporting_block=A; upper_block=B; blocks_above=['B', 'C']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""B""]",A,B,"[""B"",""C""]",inside,True,True
physical_stability_0573_open_q1,physical_stability_0573.png,"[""supporting_block=D; upper_block=E; blocks_above=['E']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""E""]",D,E,"[""E""]",inside,True,True
physical_stability_0574_open_q1,physical_stability_0574.png,"[""supporting_block=C; upper_block=D; blocks_above=['D']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""D""]",C,D,"[""D""]",right,False,False
physical_stability_0575_open_q1,physical_stability_0575.png,"[""supporting_block=B; upper_block=C; blocks_above=['C', 'D']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""C""]",B,C,"[""C"",""D""]",right,False,False
physical_stability_0576_open_q1,physical_stability_0576.png,"[""supporting_block=B; upper_block=C; blocks_above=['C', 'D', 'E']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""C""]",B,C,"[""C"",""D"",""E""]",inside,True,True
physical_stability_0577_open_q1,physical_stability_0577.png,"[""supporting_block=C; upper_block=D; blocks_above=['D']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""D""]",C,D,"[""D""]",inside,True,True
physical_stability_0578_open_q1,physical_stability_0578.png,"[""supporting_block=C; upper_block=D; blocks_above=['D']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""D""]",C,D,"[""D""]",right,False,False
physical_stability_0579_open_q1,physical_stability_0579.png,"[""supporting_block=B; upper_block=C; blocks_above=['C', 'D']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""C""]",B,C,"[""C"",""D""]",right,False,False
physical_stability_0580_open_q1,physical_stability_0580.png,"[""supporting_block=C; upper_block=D; blocks_above=['D']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""D""]",C,D,"[""D""]",inside,True,True
physical_stability_0581_open_q1,physical_stability_0581.png,"[""supporting_block=D; upper_block=E; blocks_above=['E']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""E""]",D,E,"[""E""]",inside,True,True
physical_stability_0582_open_q1,physical_stability_0582.png,"[""supporting_block=B; upper_block=C; blocks_above=['C']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""C""]",B,C,"[""C""]",right,False,False
physical_stability_0583_open_q1,physical_stability_0583.png,"[""supporting_block=C; upper_block=D; blocks_above=['D', 'E']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""D""]",C,D,"[""D"",""E""]",right,False,False
physical_stability_0584_open_q1,physical_stability_0584.png,"[""supporting_block=B; upper_block=C; blocks_above=['C', 'D']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""C""]",B,C,"[""C"",""D""]",inside,True,True
physical_stability_0585_open_q1,physical_stability_0585.png,"[""supporting_block=B; upper_block=C; blocks_above=['C']; combined_com_relation=inside; joint_stable=True; whole_stack_stable=True""]","[""C""]",B,C,"[""C""]",inside,True,True
physical_stability_0586_open_q1,physical_stability_0586.png,"[""supporting_block=C; upper_block=D; blocks_above=['D']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""D""]",C,D,"[""D""]",right,False,False
physical_stability_0587_open_q1,physical_stability_0587.png,"[""supporting_block=C; upper_block=D; blocks_above=['D', 'E']; combined_com_relation=right; joint_stable=False; whole_stack_stable=False""]","[""D""]",C,D,"[""D"",""E""]",right,False,False
