question_id,image,acceptance_set,tolerances,targets,hole_directions
hex_pathfinding_0504_open_q1,hex_pathfinding_0504.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0505_open_q1,hex_pathfinding_0505.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0506_open_q1,hex_pathfinding_0506.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0507_open_q1,hex_pathfinding_0507.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0508_open_q1,hex_pathfinding_0508.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0509_open_q1,hex_pathfinding_0509.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_0510_open_q1,hex_pathfinding_0510.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0511_open_q1,hex_pathfinding_0511.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0512_open_q1,hex_pathfinding_0512.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_0513_open_q1,hex_pathfinding_0513.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0514_open_q1,hex_pathfinding_0514.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0515_open_q1,hex_pathfinding_0515.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0516_open_q1,hex_pathfinding_0516.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_0517_open_q1,hex_pathfinding_0517.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0518_open_q1,hex_pathfinding_0518.png,"[""hole_directions=[\""left\"",\""lower-right\""]""]",{},"[""HOME""]","[""left"",""lower-right""]"
hex_pathfinding_0519_open_q1,hex_pathfinding_0519.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0520_open_q1,hex_pathfinding_0520.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0521_open_q1,hex_pathfinding_0521.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0522_open_q1,hex_pathfinding_0522.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0523_open_q1,hex_pathfinding_0523.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0524_open_q1,hex_pathfinding_0524.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_0525_open_q1,hex_pathfinding_0525.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0526_open_q1,hex_pathfinding_0526.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_0527_open_q1,hex_pathfinding_0527.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0528_open_q1,hex_pathfinding_0528.png,"[""hole_directions=[\""upper-left\"",\""right\"",\""lower-left\""]""]",{},"[""HOME""]","[""upper-left"",""right"",""lower-left""]"
hex_pathfinding_0529_open_q1,hex_pathfinding_0529.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_0530_open_q1,hex_pathfinding_0530.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0531_open_q1,hex_pathfinding_0531.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_0532_open_q1,hex_pathfinding_0532.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0533_open_q1,hex_pathfinding_0533.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0534_open_q1,hex_pathfinding_0534.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0535_open_q1,hex_pathfinding_0535.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_0536_open_q1,hex_pathfinding_0536.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0537_open_q1,hex_pathfinding_0537.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0538_open_q1,hex_pathfinding_0538.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_0539_open_q1,hex_pathfinding_0539.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0540_open_q1,hex_pathfinding_0540.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0541_open_q1,hex_pathfinding_0541.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0542_open_q1,hex_pathfinding_0542.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_0543_open_q1,hex_pathfinding_0543.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0544_open_q1,hex_pathfinding_0544.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0545_open_q1,hex_pathfinding_0545.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0546_open_q1,hex_pathfinding_0546.png,"[""hole_directions=[\""right\"",\""lower-left\""]""]",{},"[""HOME""]","[""right"",""lower-left""]"
hex_pathfinding_0547_open_q1,hex_pathfinding_0547.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0548_open_q1,hex_pathfinding_0548.png,"[""hole_directions=[\""left\"",\""lower-right\""]""]",{},"[""HOME""]","[""left"",""lower-right""]"
hex_pathfinding_0549_open_q1,hex_pathfinding_0549.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0550_open_q1,hex_pathfinding_0550.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0551_open_q1,hex_pathfinding_0551.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_0552_open_q1,hex_pathfinding_0552.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0553_open_q1,hex_pathfinding_0553.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0554_open_q1,hex_pathfinding_0554.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_0555_open_q1,hex_pathfinding_0555.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0556_open_q1,hex_pathfinding_0556.png,"[""hole_directions=[\""upper-left\"",\""lower-left\""]""]",{},"[""HOME""]","[""upper-left"",""lower-left""]"
hex_pathfinding_0557_open_q1,hex_pathfinding_0557.png,"[""hole_directions=[\""lower-left\"",\""lower-right\""]""]",{},"[""HOME""]","[""lower-left"",""lower-right""]"
hex_pathfinding_0558_open_q1,hex_pathfinding_0558.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0559_open_q1,hex_pathfinding_0559.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_0560_open_q1,hex_pathfinding_0560.png,"[""hole_directions=[\""upper-left\"",\""right\""]""]",{},"[""HOME""]","[""upper-left"",""right""]"
hex_pathfinding_0561_open_q1,hex_pathfinding_0561.png,"[""hole_directions=[\""right\"",\""lower-right\""]""]",{},"[""HOME""]","[""right"",""lower-right""]"
hex_pathfinding_0562_open_q1,hex_pathfinding_0562.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0563_open_q1,hex_pathfinding_0563.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_0564_open_q1,hex_pathfinding_0564.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0565_open_q1,hex_pathfinding_0565.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_0566_open_q1,hex_pathfinding_0566.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0567_open_q1,hex_pathfinding_0567.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0568_open_q1,hex_pathfinding_0568.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0569_open_q1,hex_pathfinding_0569.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_0570_open_q1,hex_pathfinding_0570.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0571_open_q1,hex_pathfinding_0571.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0572_open_q1,hex_pathfinding_0572.png,"[""hole_directions=[\""upper-left\"",\""left\""]""]",{},"[""HOME""]","[""upper-left"",""left""]"
hex_pathfinding_0573_open_q1,hex_pathfinding_0573.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0574_open_q1,hex_pathfinding_0574.png,"[""hole_directions=[\""right\"",\""lower-right\""]""]",{},"[""HOME""]","[""right"",""lower-right""]"
hex_pathfinding_0575_open_q1,hex_pathfinding_0575.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_0576_open_q1,hex_pathfinding_0576.png,"[""hole_directions=[\""upper-left\"",\""right\""]""]",{},"[""HOME""]","[""upper-left"",""right""]"
hex_pathfinding_0577_open_q1,hex_pathfinding_0577.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0578_open_q1,hex_pathfinding_0578.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0579_open_q1,hex_pathfinding_0579.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0580_open_q1,hex_pathfinding_0580.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0581_open_q1,hex_pathfinding_0581.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0582_open_q1,hex_pathfinding_0582.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_0583_open_q1,hex_pathfinding_0583.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0584_open_q1,hex_pathfinding_0584.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0585_open_q1,hex_pathfinding_0585.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_0586_open_q1,hex_pathfinding_0586.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0587_open_q1,hex_pathfinding_0587.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_0588_open_q1,hex_pathfinding_0588.png,"[""hole_directions=[\""left\"",\""right\"",\""lower-left\"",\""lower-right\""]""]",{},"[""HOME""]","[""left"",""right"",""lower-left"",""lower-right""]"
hex_pathfinding_0589_open_q1,hex_pathfinding_0589.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0590_open_q1,hex_pathfinding_0590.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0591_open_q1,hex_pathfinding_0591.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0592_open_q1,hex_pathfinding_0592.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0593_open_q1,hex_pathfinding_0593.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0594_open_q1,hex_pathfinding_0594.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0595_open_q1,hex_pathfinding_0595.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_0596_open_q1,hex_pathfinding_0596.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_0597_open_q1,hex_pathfinding_0597.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0598_open_q1,hex_pathfinding_0598.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_0599_open_q1,hex_pathfinding_0599.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0600_open_q1,hex_pathfinding_0600.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0601_open_q1,hex_pathfinding_0601.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0602_open_q1,hex_pathfinding_0602.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0603_open_q1,hex_pathfinding_0603.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0604_open_q1,hex_pathfinding_0604.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0605_open_q1,hex_pathfinding_0605.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_0606_open_q1,hex_pathfinding_0606.png,"[""hole_directions=[\""left\"",\""lower-right\""]""]",{},"[""HOME""]","[""left"",""lower-right""]"
hex_pathfinding_0607_open_q1,hex_pathfinding_0607.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_0608_open_q1,hex_pathfinding_0608.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0609_open_q1,hex_pathfinding_0609.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0610_open_q1,hex_pathfinding_0610.png,"[""hole_directions=[\""upper-right\"",\""right\""]""]",{},"[""HOME""]","[""upper-right"",""right""]"
hex_pathfinding_0611_open_q1,hex_pathfinding_0611.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0612_open_q1,hex_pathfinding_0612.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0613_open_q1,hex_pathfinding_0613.png,"[""hole_directions=[\""upper-left\"",\""upper-right\""]""]",{},"[""HOME""]","[""upper-left"",""upper-right""]"
hex_pathfinding_0614_open_q1,hex_pathfinding_0614.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0615_open_q1,hex_pathfinding_0615.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0616_open_q1,hex_pathfinding_0616.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_0617_open_q1,hex_pathfinding_0617.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0618_open_q1,hex_pathfinding_0618.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_0619_open_q1,hex_pathfinding_0619.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0620_open_q1,hex_pathfinding_0620.png,"[""hole_directions=[\""right\"",\""lower-right\""]""]",{},"[""HOME""]","[""right"",""lower-right""]"
hex_pathfinding_0621_open_q1,hex_pathfinding_0621.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0622_open_q1,hex_pathfinding_0622.png,"[""hole_directions=[\""upper-right\"",\""lower-left\""]""]",{},"[""HOME""]","[""upper-right"",""lower-left""]"
hex_pathfinding_0623_open_q1,hex_pathfinding_0623.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0624_open_q1,hex_pathfinding_0624.png,"[""hole_directions=[\""upper-left\"",\""lower-right\""]""]",{},"[""HOME""]","[""upper-left"",""lower-right""]"
hex_pathfinding_0625_open_q1,hex_pathfinding_0625.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0626_open_q1,hex_pathfinding_0626.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0627_open_q1,hex_pathfinding_0627.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_0628_open_q1,hex_pathfinding_0628.png,"[""hole_directions=[\""left\"",\""lower-left\""]""]",{},"[""HOME""]","[""left"",""lower-left""]"
hex_pathfinding_0629_open_q1,hex_pathfinding_0629.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_0630_open_q1,hex_pathfinding_0630.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0631_open_q1,hex_pathfinding_0631.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0632_open_q1,hex_pathfinding_0632.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_0633_open_q1,hex_pathfinding_0633.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_0634_open_q1,hex_pathfinding_0634.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0635_open_q1,hex_pathfinding_0635.png,"[""hole_directions=[\""upper-right\"",\""lower-left\"",\""lower-right\""]""]",{},"[""HOME""]","[""upper-right"",""lower-left"",""lower-right""]"
hex_pathfinding_0636_open_q1,hex_pathfinding_0636.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0637_open_q1,hex_pathfinding_0637.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0638_open_q1,hex_pathfinding_0638.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0639_open_q1,hex_pathfinding_0639.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0640_open_q1,hex_pathfinding_0640.png,"[""hole_directions=[\""upper-left\"",\""upper-right\""]""]",{},"[""HOME""]","[""upper-left"",""upper-right""]"
hex_pathfinding_0641_open_q1,hex_pathfinding_0641.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0642_open_q1,hex_pathfinding_0642.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0643_open_q1,hex_pathfinding_0643.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0644_open_q1,hex_pathfinding_0644.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0645_open_q1,hex_pathfinding_0645.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0646_open_q1,hex_pathfinding_0646.png,"[""hole_directions=[\""lower-left\"",\""lower-right\""]""]",{},"[""HOME""]","[""lower-left"",""lower-right""]"
hex_pathfinding_0647_open_q1,hex_pathfinding_0647.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0648_open_q1,hex_pathfinding_0648.png,"[""hole_directions=[\""upper-left\"",\""right\""]""]",{},"[""HOME""]","[""upper-left"",""right""]"
hex_pathfinding_0649_open_q1,hex_pathfinding_0649.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0650_open_q1,hex_pathfinding_0650.png,"[""hole_directions=[\""upper-left\"",\""right\""]""]",{},"[""HOME""]","[""upper-left"",""right""]"
hex_pathfinding_0651_open_q1,hex_pathfinding_0651.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0652_open_q1,hex_pathfinding_0652.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0653_open_q1,hex_pathfinding_0653.png,"[""hole_directions=[\""upper-right\"",\""lower-left\""]""]",{},"[""HOME""]","[""upper-right"",""lower-left""]"
hex_pathfinding_0654_open_q1,hex_pathfinding_0654.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_0655_open_q1,hex_pathfinding_0655.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_0656_open_q1,hex_pathfinding_0656.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0657_open_q1,hex_pathfinding_0657.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0658_open_q1,hex_pathfinding_0658.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0659_open_q1,hex_pathfinding_0659.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_0660_open_q1,hex_pathfinding_0660.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0661_open_q1,hex_pathfinding_0661.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0662_open_q1,hex_pathfinding_0662.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0663_open_q1,hex_pathfinding_0663.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_0664_open_q1,hex_pathfinding_0664.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_0665_open_q1,hex_pathfinding_0665.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_0666_open_q1,hex_pathfinding_0666.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0667_open_q1,hex_pathfinding_0667.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_0668_open_q1,hex_pathfinding_0668.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0669_open_q1,hex_pathfinding_0669.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0670_open_q1,hex_pathfinding_0670.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0671_open_q1,hex_pathfinding_0671.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_0672_open_q1,hex_pathfinding_0672.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0673_open_q1,hex_pathfinding_0673.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0674_open_q1,hex_pathfinding_0674.png,"[""hole_directions=[\""lower-left\"",\""lower-right\""]""]",{},"[""HOME""]","[""lower-left"",""lower-right""]"
hex_pathfinding_0675_open_q1,hex_pathfinding_0675.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0676_open_q1,hex_pathfinding_0676.png,"[""hole_directions=[\""upper-right\"",\""lower-left\""]""]",{},"[""HOME""]","[""upper-right"",""lower-left""]"
hex_pathfinding_0677_open_q1,hex_pathfinding_0677.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0678_open_q1,hex_pathfinding_0678.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0679_open_q1,hex_pathfinding_0679.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_0680_open_q1,hex_pathfinding_0680.png,"[""hole_directions=[\""left\"",\""right\""]""]",{},"[""HOME""]","[""left"",""right""]"
hex_pathfinding_0681_open_q1,hex_pathfinding_0681.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0682_open_q1,hex_pathfinding_0682.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0683_open_q1,hex_pathfinding_0683.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0684_open_q1,hex_pathfinding_0684.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_0685_open_q1,hex_pathfinding_0685.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0686_open_q1,hex_pathfinding_0686.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_0687_open_q1,hex_pathfinding_0687.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_0688_open_q1,hex_pathfinding_0688.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0689_open_q1,hex_pathfinding_0689.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_0690_open_q1,hex_pathfinding_0690.png,"[""hole_directions=[\""upper-right\"",\""right\"",\""lower-left\""]""]",{},"[""HOME""]","[""upper-right"",""right"",""lower-left""]"
hex_pathfinding_0691_open_q1,hex_pathfinding_0691.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0692_open_q1,hex_pathfinding_0692.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_0693_open_q1,hex_pathfinding_0693.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0694_open_q1,hex_pathfinding_0694.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0695_open_q1,hex_pathfinding_0695.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_0696_open_q1,hex_pathfinding_0696.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_0697_open_q1,hex_pathfinding_0697.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_0698_open_q1,hex_pathfinding_0698.png,"[""hole_directions=[\""left\"",\""lower-left\"",\""lower-right\""]""]",{},"[""HOME""]","[""left"",""lower-left"",""lower-right""]"
hex_pathfinding_0699_open_q1,hex_pathfinding_0699.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0700_open_q1,hex_pathfinding_0700.png,"[""hole_directions=[\""upper-right\"",\""lower-right\""]""]",{},"[""HOME""]","[""upper-right"",""lower-right""]"
hex_pathfinding_0701_open_q1,hex_pathfinding_0701.png,"[""hole_directions=[\""lower-left\"",\""lower-right\""]""]",{},"[""HOME""]","[""lower-left"",""lower-right""]"
hex_pathfinding_0702_open_q1,hex_pathfinding_0702.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_0703_open_q1,hex_pathfinding_0703.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_0704_open_q1,hex_pathfinding_0704.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_0705_open_q1,hex_pathfinding_0705.png,"[""hole_directions=[\""upper-right\"",\""right\""]""]",{},"[""HOME""]","[""upper-right"",""right""]"
