task,image,prompt,groundtruth,metadata
Image Description,shadow_inference_0438.png,How many objects are casting a shadow in this image?,3,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":300,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":273.8883,""light_elevation_degrees"":41.8623,""num_objects"":3,""seed"":438}"
Basic Relational Reasoning,shadow_inference_0438.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",left,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":300,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":273.8883,""light_elevation_degrees"":41.8623,""num_objects"":3,""seed"":438}"
Comparative Reasoning,shadow_inference_0438.png,Which object casts the LONGEST shadow? Answer with that object's color.,purple,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":300,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":273.8883,""light_elevation_degrees"":41.8623,""num_objects"":3,""seed"":438}"
Compound Reasoning,shadow_inference_0438.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",45,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":300,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":273.8883,""light_elevation_degrees"":41.8623,""num_objects"":3,""seed"":438}"
Extrapolative/Counterfactual Reasoning,shadow_inference_0438.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":300,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":273.8883,""light_elevation_degrees"":41.8623,""num_objects"":3,""seed"":438}"
Image Description,shadow_inference_0439.png,How many objects are casting a shadow in this image?,2,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":284,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":280.369,""light_elevation_degrees"":40.7422,""num_objects"":2,""seed"":439}"
Basic Relational Reasoning,shadow_inference_0439.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",left,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":284,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":280.369,""light_elevation_degrees"":40.7422,""num_objects"":2,""seed"":439}"
Comparative Reasoning,shadow_inference_0439.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,low,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":284,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":280.369,""light_elevation_degrees"":40.7422,""num_objects"":2,""seed"":439}"
Compound Reasoning,shadow_inference_0439.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":284,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":280.369,""light_elevation_degrees"":40.7422,""num_objects"":2,""seed"":439}"
Extrapolative/Counterfactual Reasoning,shadow_inference_0439.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":284,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":280.369,""light_elevation_degrees"":40.7422,""num_objects"":2,""seed"":439}"
Image Description,shadow_inference_0440.png,How many objects are casting a shadow in this image?,2,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.51,""ground_y"":300,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":60.7123,""light_elevation_degrees"":23.0168,""num_objects"":2,""seed"":440}"
Basic Relational Reasoning,shadow_inference_0440.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.51,""ground_y"":300,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":60.7123,""light_elevation_degrees"":23.0168,""num_objects"":2,""seed"":440}"
Comparative Reasoning,shadow_inference_0440.png,Which object casts the LONGEST shadow? Answer with that object's color.,teal,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.51,""ground_y"":300,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":60.7123,""light_elevation_degrees"":23.0168,""num_objects"":2,""seed"":440}"
Compound Reasoning,shadow_inference_0440.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.51,""ground_y"":300,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":60.7123,""light_elevation_degrees"":23.0168,""num_objects"":2,""seed"":440}"
Extrapolative/Counterfactual Reasoning,shadow_inference_0440.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.51,""ground_y"":300,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":60.7123,""light_elevation_degrees"":23.0168,""num_objects"":2,""seed"":440}"
Image Description,shadow_inference_0441.png,How many objects are casting a shadow in this image?,2,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":294,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":85.0853,""light_elevation_degrees"":65.3531,""num_objects"":2,""seed"":441}"
Basic Relational Reasoning,shadow_inference_0441.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":294,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":85.0853,""light_elevation_degrees"":65.3531,""num_objects"":2,""seed"":441}"
Comparative Reasoning,shadow_inference_0441.png,Which object casts the LONGEST shadow? Answer with that object's color.,teal,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":294,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":85.0853,""light_elevation_degrees"":65.3531,""num_objects"":2,""seed"":441}"
Compound Reasoning,shadow_inference_0441.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":294,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":85.0853,""light_elevation_degrees"":65.3531,""num_objects"":2,""seed"":441}"
Extrapolative/Counterfactual Reasoning,shadow_inference_0441.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":294,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":85.0853,""light_elevation_degrees"":65.3531,""num_objects"":2,""seed"":441}"
Image Description,shadow_inference_0442.png,How many objects are casting a shadow in this image?,2,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.51,""ground_y"":308,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":267.535,""light_elevation_degrees"":27.1713,""num_objects"":2,""seed"":442}"
Basic Relational Reasoning,shadow_inference_0442.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",left,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.51,""ground_y"":308,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":267.535,""light_elevation_degrees"":27.1713,""num_objects"":2,""seed"":442}"
Comparative Reasoning,shadow_inference_0442.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,low,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.51,""ground_y"":308,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":267.535,""light_elevation_degrees"":27.1713,""num_objects"":2,""seed"":442}"
Compound Reasoning,shadow_inference_0442.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.51,""ground_y"":308,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":267.535,""light_elevation_degrees"":27.1713,""num_objects"":2,""seed"":442}"
Extrapolative/Counterfactual Reasoning,shadow_inference_0442.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.51,""ground_y"":308,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":267.535,""light_elevation_degrees"":27.1713,""num_objects"":2,""seed"":442}"
Image Description,shadow_inference_0443.png,How many objects are casting a shadow in this image?,2,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":269,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":248.8668,""light_elevation_degrees"":33.9276,""num_objects"":2,""seed"":443}"
Basic Relational Reasoning,shadow_inference_0443.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",left,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":269,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":248.8668,""light_elevation_degrees"":33.9276,""num_objects"":2,""seed"":443}"
Comparative Reasoning,shadow_inference_0443.png,Which object casts the LONGEST shadow? Answer with that object's color.,orange,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":269,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":248.8668,""light_elevation_degrees"":33.9276,""num_objects"":2,""seed"":443}"
Compound Reasoning,shadow_inference_0443.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",30,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":269,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":248.8668,""light_elevation_degrees"":33.9276,""num_objects"":2,""seed"":443}"
Extrapolative/Counterfactual Reasoning,shadow_inference_0443.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":269,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":248.8668,""light_elevation_degrees"":33.9276,""num_objects"":2,""seed"":443}"
Image Description,shadow_inference_0444.png,How many objects are casting a shadow in this image?,2,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":276,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":274.5559,""light_elevation_degrees"":44.7603,""num_objects"":2,""seed"":444}"
Basic Relational Reasoning,shadow_inference_0444.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",left,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":276,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":274.5559,""light_elevation_degrees"":44.7603,""num_objects"":2,""seed"":444}"
Comparative Reasoning,shadow_inference_0444.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,low,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":276,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":274.5559,""light_elevation_degrees"":44.7603,""num_objects"":2,""seed"":444}"
Compound Reasoning,shadow_inference_0444.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":276,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":274.5559,""light_elevation_degrees"":44.7603,""num_objects"":2,""seed"":444}"
Extrapolative/Counterfactual Reasoning,shadow_inference_0444.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":276,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":274.5559,""light_elevation_degrees"":44.7603,""num_objects"":2,""seed"":444}"
Image Description,shadow_inference_0445.png,How many objects are casting a shadow in this image?,2,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":287,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":278.3492,""light_elevation_degrees"":61.2845,""num_objects"":2,""seed"":445}"
Basic Relational Reasoning,shadow_inference_0445.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",left,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":287,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":278.3492,""light_elevation_degrees"":61.2845,""num_objects"":2,""seed"":445}"
Comparative Reasoning,shadow_inference_0445.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":287,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":278.3492,""light_elevation_degrees"":61.2845,""num_objects"":2,""seed"":445}"
Compound Reasoning,shadow_inference_0445.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":287,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":278.3492,""light_elevation_degrees"":61.2845,""num_objects"":2,""seed"":445}"
Extrapolative/Counterfactual Reasoning,shadow_inference_0445.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":287,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":278.3492,""light_elevation_degrees"":61.2845,""num_objects"":2,""seed"":445}"
Image Description,shadow_inference_0446.png,How many objects are casting a shadow in this image?,3,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":300,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":58.7474,""light_elevation_degrees"":58.1936,""num_objects"":3,""seed"":446}"
Basic Relational Reasoning,shadow_inference_0446.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":300,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":58.7474,""light_elevation_degrees"":58.1936,""num_objects"":3,""seed"":446}"
Comparative Reasoning,shadow_inference_0446.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":300,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":58.7474,""light_elevation_degrees"":58.1936,""num_objects"":3,""seed"":446}"
Compound Reasoning,shadow_inference_0446.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",60,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":300,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":58.7474,""light_elevation_degrees"":58.1936,""num_objects"":3,""seed"":446}"
Extrapolative/Counterfactual Reasoning,shadow_inference_0446.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":300,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":58.7474,""light_elevation_degrees"":58.1936,""num_objects"":3,""seed"":446}"
Image Description,shadow_inference_0447.png,How many objects are casting a shadow in this image?,2,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":305,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":79.4668,""light_elevation_degrees"":64.6057,""num_objects"":2,""seed"":447}"
Basic Relational Reasoning,shadow_inference_0447.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":305,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":79.4668,""light_elevation_degrees"":64.6057,""num_objects"":2,""seed"":447}"
Comparative Reasoning,shadow_inference_0447.png,Which object casts the LONGEST shadow? Answer with that object's color.,blue,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":305,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":79.4668,""light_elevation_degrees"":64.6057,""num_objects"":2,""seed"":447}"
Compound Reasoning,shadow_inference_0447.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",60,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":305,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":79.4668,""light_elevation_degrees"":64.6057,""num_objects"":2,""seed"":447}"
Extrapolative/Counterfactual Reasoning,shadow_inference_0447.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":305,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":79.4668,""light_elevation_degrees"":64.6057,""num_objects"":2,""seed"":447}"
