question_id,image,acceptance_set,tolerances,targets,connectivity
route_puzzle_0384_open_q1,route_puzzle_0384.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""F\"",\""D\""],\""unreached_labels\"":[\""A\"",\""E\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""F"",""D""],""unreached_labels"":[""A"",""E""]}"
route_puzzle_0386_open_q1,route_puzzle_0386.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""D\""],\""unreached_labels\"":[\""A\"",\""E\"",\""F\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""D""],""unreached_labels"":[""A"",""E"",""F""]}"
route_puzzle_0391_open_q1,route_puzzle_0391.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""F\""],\""unreached_labels\"":[\""B\"",\""C\"",\""E\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""F""],""unreached_labels"":[""B"",""C"",""E""]}"
route_puzzle_0392_open_q1,route_puzzle_0392.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""B\""],\""unreached_labels\"":[\""C\"",\""D\"",\""F\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""B""],""unreached_labels"":[""C"",""D"",""F""]}"
route_puzzle_0396_open_q1,route_puzzle_0396.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""E\""],\""unreached_labels\"":[\""B\"",\""D\"",\""F\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""E""],""unreached_labels"":[""B"",""D"",""F""]}"
route_puzzle_0399_open_q1,route_puzzle_0399.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""C\""],\""unreached_labels\"":[\""B\"",\""D\"",\""F\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""C""],""unreached_labels"":[""B"",""D"",""F""]}"
route_puzzle_0402_open_q1,route_puzzle_0402.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""A\"",\""C\""],\""unreached_labels\"":[\""B\"",\""E\"",\""F\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""A"",""C""],""unreached_labels"":[""B"",""E"",""F""]}"
route_puzzle_0405_open_q1,route_puzzle_0405.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""A\""],\""unreached_labels\"":[\""D\"",\""E\"",\""F\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""A""],""unreached_labels"":[""D"",""E"",""F""]}"
route_puzzle_0407_open_q1,route_puzzle_0407.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""B\"",\""F\""],\""unreached_labels\"":[\""A\"",\""D\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""B"",""F""],""unreached_labels"":[""A"",""D""]}"
route_puzzle_0408_open_q1,route_puzzle_0408.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""B\""],\""unreached_labels\"":[\""D\"",\""E\"",\""F\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""B""],""unreached_labels"":[""D"",""E"",""F""]}"
route_puzzle_0414_open_q1,route_puzzle_0414.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""B\""],\""unreached_labels\"":[\""D\"",\""E\"",\""F\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""B""],""unreached_labels"":[""D"",""E"",""F""]}"
route_puzzle_0416_open_q1,route_puzzle_0416.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""E\"",\""A\""],\""unreached_labels\"":[\""B\"",\""D\"",\""F\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""E"",""A""],""unreached_labels"":[""B"",""D"",""F""]}"
route_puzzle_0417_open_q1,route_puzzle_0417.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""D\"",\""D\""],\""unreached_labels\"":[\""B\"",\""C\"",\""F\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""D"",""D""],""unreached_labels"":[""B"",""C"",""F""]}"
route_puzzle_0421_open_q1,route_puzzle_0421.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""C\"",\""E\""],\""unreached_labels\"":[\""B\"",\""D\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""C"",""E""],""unreached_labels"":[""B"",""D""]}"
route_puzzle_0423_open_q1,route_puzzle_0423.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""E\"",\""E\""],\""unreached_labels\"":[\""B\"",\""C\"",\""F\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""E"",""E""],""unreached_labels"":[""B"",""C"",""F""]}"
route_puzzle_0424_open_q1,route_puzzle_0424.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""E\""],\""unreached_labels\"":[\""A\"",\""D\"",\""F\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""E""],""unreached_labels"":[""A"",""D"",""F""]}"
route_puzzle_0426_open_q1,route_puzzle_0426.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""F\"",\""C\""],\""unreached_labels\"":[\""A\"",\""D\"",\""E\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""F"",""C""],""unreached_labels"":[""A"",""D"",""E""]}"
route_puzzle_0428_open_q1,route_puzzle_0428.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""A\"",\""F\""],\""unreached_labels\"":[\""B\"",\""C\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""A"",""F""],""unreached_labels"":[""B"",""C""]}"
route_puzzle_0431_open_q1,route_puzzle_0431.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""E\"",\""D\""],\""unreached_labels\"":[\""B\"",\""C\"",\""F\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""E"",""D""],""unreached_labels"":[""B"",""C"",""F""]}"
route_puzzle_0434_open_q1,route_puzzle_0434.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""B\"",\""A\""],\""unreached_labels\"":[\""C\"",\""D\"",\""E\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""B"",""A""],""unreached_labels"":[""C"",""D"",""E""]}"
route_puzzle_0438_open_q1,route_puzzle_0438.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""E\"",\""C\""],\""unreached_labels\"":[\""A\"",\""F\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""E"",""C""],""unreached_labels"":[""A"",""F""]}"
route_puzzle_0441_open_q1,route_puzzle_0441.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""B\""],\""unreached_labels\"":[\""A\"",\""E\"",\""F\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""B""],""unreached_labels"":[""A"",""E"",""F""]}"
route_puzzle_0442_open_q1,route_puzzle_0442.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""D\"",\""E\""],\""unreached_labels\"":[\""A\"",\""B\"",\""C\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""D"",""E""],""unreached_labels"":[""A"",""B"",""C""]}"
route_puzzle_0443_open_q1,route_puzzle_0443.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""F\""],\""unreached_labels\"":[\""A\"",\""C\"",\""E\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""F""],""unreached_labels"":[""A"",""C"",""E""]}"
route_puzzle_0446_open_q1,route_puzzle_0446.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""B\""],\""unreached_labels\"":[\""A\"",\""D\"",\""E\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""B""],""unreached_labels"":[""A"",""D"",""E""]}"
route_puzzle_0450_open_q1,route_puzzle_0450.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""A\"",\""E\""],\""unreached_labels\"":[\""D\"",\""F\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""A"",""E""],""unreached_labels"":[""D"",""F""]}"
route_puzzle_0452_open_q1,route_puzzle_0452.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""C\""],\""unreached_labels\"":[\""A\"",\""E\"",\""F\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""C""],""unreached_labels"":[""A"",""E"",""F""]}"
route_puzzle_0453_open_q1,route_puzzle_0453.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""A\"",\""E\""],\""unreached_labels\"":[\""C\"",\""D\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""A"",""E""],""unreached_labels"":[""C"",""D""]}"
route_puzzle_0454_open_q1,route_puzzle_0454.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""F\"",\""F\""],\""unreached_labels\"":[\""A\"",\""B\"",\""C\"",\""E\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""F"",""F""],""unreached_labels"":[""A"",""B"",""C"",""E""]}"
route_puzzle_0455_open_q1,route_puzzle_0455.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""E\""],\""unreached_labels\"":[\""A\"",\""C\"",\""D\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""E""],""unreached_labels"":[""A"",""C"",""D""]}"
route_puzzle_0457_open_q1,route_puzzle_0457.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""B\"",\""E\""],\""unreached_labels\"":[\""A\"",\""C\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""B"",""E""],""unreached_labels"":[""A"",""C""]}"
route_puzzle_0459_open_q1,route_puzzle_0459.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""A\""],\""unreached_labels\"":[\""C\"",\""D\"",\""E\"",\""F\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""A""],""unreached_labels"":[""C"",""D"",""E"",""F""]}"
route_puzzle_0460_open_q1,route_puzzle_0460.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""B\"",\""B\""],\""unreached_labels\"":[\""C\"",\""D\"",\""E\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""B"",""B""],""unreached_labels"":[""C"",""D"",""E""]}"
route_puzzle_0461_open_q1,route_puzzle_0461.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""E\""],\""unreached_labels\"":[\""A\"",\""B\"",\""C\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""E""],""unreached_labels"":[""A"",""B"",""C""]}"
route_puzzle_0463_open_q1,route_puzzle_0463.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""A\"",\""C\""],\""unreached_labels\"":[\""E\"",\""F\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""A"",""C""],""unreached_labels"":[""E"",""F""]}"
route_puzzle_0464_open_q1,route_puzzle_0464.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""B\"",\""F\""],\""unreached_labels\"":[\""C\"",\""D\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""B"",""F""],""unreached_labels"":[""C"",""D""]}"
route_puzzle_0469_open_q1,route_puzzle_0469.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""A\""],\""unreached_labels\"":[\""B\"",\""C\"",\""D\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""A""],""unreached_labels"":[""B"",""C"",""D""]}"
route_puzzle_0471_open_q1,route_puzzle_0471.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""D\""],\""unreached_labels\"":[\""A\"",\""B\"",\""C\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""D""],""unreached_labels"":[""A"",""B"",""C""]}"
route_puzzle_0472_open_q1,route_puzzle_0472.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""F\""],\""unreached_labels\"":[\""A\"",\""B\"",\""D\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""F""],""unreached_labels"":[""A"",""B"",""D""]}"
route_puzzle_0475_open_q1,route_puzzle_0475.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""E\"",\""C\""],\""unreached_labels\"":[\""A\"",\""D\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""E"",""C""],""unreached_labels"":[""A"",""D""]}"
route_puzzle_0479_open_q1,route_puzzle_0479.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""F\"",\""F\""],\""unreached_labels\"":[\""A\"",\""B\"",\""D\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""F"",""F""],""unreached_labels"":[""A"",""B"",""D""]}"
route_puzzle_0480_open_q1,route_puzzle_0480.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""E\""],\""unreached_labels\"":[\""A\"",\""C\"",\""D\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""E""],""unreached_labels"":[""A"",""C"",""D""]}"
route_puzzle_0481_open_q1,route_puzzle_0481.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""B\"",\""B\""],\""unreached_labels\"":[\""A\"",\""E\"",\""F\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""B"",""B""],""unreached_labels"":[""A"",""E"",""F""]}"
route_puzzle_0488_open_q1,route_puzzle_0488.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""A\""],\""unreached_labels\"":[\""B\"",\""C\"",\""F\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""A""],""unreached_labels"":[""B"",""C"",""F""]}"
route_puzzle_0489_open_q1,route_puzzle_0489.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""A\"",\""B\""],\""unreached_labels\"":[\""C\"",\""D\"",\""E\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""A"",""B""],""unreached_labels"":[""C"",""D"",""E""]}"
route_puzzle_0493_open_q1,route_puzzle_0493.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""B\"",\""F\""],\""unreached_labels\"":[\""A\"",\""D\"",\""E\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""B"",""F""],""unreached_labels"":[""A"",""D"",""E""]}"
route_puzzle_0495_open_q1,route_puzzle_0495.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""F\""],\""unreached_labels\"":[\""B\"",\""C\"",\""D\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""F""],""unreached_labels"":[""B"",""C"",""D""]}"
route_puzzle_0498_open_q1,route_puzzle_0498.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""C\""],\""unreached_labels\"":[\""A\"",\""B\"",\""D\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""C""],""unreached_labels"":[""A"",""B"",""D""]}"
route_puzzle_0500_open_q1,route_puzzle_0500.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""C\"",\""E\""],\""unreached_labels\"":[\""A\"",\""D\"",\""F\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""C"",""E""],""unreached_labels"":[""A"",""D"",""F""]}"
route_puzzle_0514_open_q1,route_puzzle_0514.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""E\"",\""C\""],\""unreached_labels\"":[\""B\"",\""D\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""E"",""C""],""unreached_labels"":[""B"",""D""]}"
route_puzzle_0516_open_q1,route_puzzle_0516.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""D\""],\""unreached_labels\"":[\""B\"",\""C\"",\""F\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""D""],""unreached_labels"":[""B"",""C"",""F""]}"
route_puzzle_0524_open_q1,route_puzzle_0524.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""F\""],\""unreached_labels\"":[\""A\"",\""D\"",\""E\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""F""],""unreached_labels"":[""A"",""D"",""E""]}"
route_puzzle_0527_open_q1,route_puzzle_0527.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""A\""],\""unreached_labels\"":[\""B\"",\""C\"",\""D\"",\""E\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""A""],""unreached_labels"":[""B"",""C"",""D"",""E""]}"
route_puzzle_0529_open_q1,route_puzzle_0529.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""B\"",\""B\""],\""unreached_labels\"":[\""C\"",\""E\"",\""F\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""B"",""B""],""unreached_labels"":[""C"",""E"",""F""]}"
route_puzzle_0530_open_q1,route_puzzle_0530.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""A\"",\""D\""],\""unreached_labels\"":[\""C\"",\""E\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""A"",""D""],""unreached_labels"":[""C"",""E""]}"
route_puzzle_0531_open_q1,route_puzzle_0531.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""F\""],\""unreached_labels\"":[\""A\"",\""C\"",\""E\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""F""],""unreached_labels"":[""A"",""C"",""E""]}"
route_puzzle_0533_open_q1,route_puzzle_0533.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""A\""],\""unreached_labels\"":[\""B\"",\""C\"",\""D\"",\""E\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""A""],""unreached_labels"":[""B"",""C"",""D"",""E""]}"
route_puzzle_0536_open_q1,route_puzzle_0536.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""A\"",\""D\""],\""unreached_labels\"":[\""B\"",\""F\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""A"",""D""],""unreached_labels"":[""B"",""F""]}"
route_puzzle_0539_open_q1,route_puzzle_0539.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""B\""],\""unreached_labels\"":[\""A\"",\""E\"",\""F\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""B""],""unreached_labels"":[""A"",""E"",""F""]}"
route_puzzle_0547_open_q1,route_puzzle_0547.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""D\""],\""unreached_labels\"":[\""A\"",\""B\"",\""F\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""D""],""unreached_labels"":[""A"",""B"",""F""]}"
route_puzzle_0548_open_q1,route_puzzle_0548.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""F\""],\""unreached_labels\"":[\""A\"",\""C\"",\""D\"",\""E\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""F""],""unreached_labels"":[""A"",""C"",""D"",""E""]}"
route_puzzle_0552_open_q1,route_puzzle_0552.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""D\""],\""unreached_labels\"":[\""A\"",\""E\"",\""F\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""D""],""unreached_labels"":[""A"",""E"",""F""]}"
route_puzzle_0556_open_q1,route_puzzle_0556.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""B\""],\""unreached_labels\"":[\""D\"",\""E\"",\""F\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""B""],""unreached_labels"":[""D"",""E"",""F""]}"
route_puzzle_0558_open_q1,route_puzzle_0558.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""C\""],\""unreached_labels\"":[\""D\"",\""E\"",\""F\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""C""],""unreached_labels"":[""D"",""E"",""F""]}"
route_puzzle_0560_open_q1,route_puzzle_0560.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""B\"",\""D\""],\""unreached_labels\"":[\""A\"",\""C\"",\""F\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""B"",""D""],""unreached_labels"":[""A"",""C"",""F""]}"
route_puzzle_0563_open_q1,route_puzzle_0563.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""F\"",\""E\""],\""unreached_labels\"":[\""A\"",\""B\"",\""C\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""F"",""E""],""unreached_labels"":[""A"",""B"",""C""]}"
route_puzzle_0564_open_q1,route_puzzle_0564.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""C\"",\""B\""],\""unreached_labels\"":[\""A\"",\""D\"",\""E\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""C"",""B""],""unreached_labels"":[""A"",""D"",""E""]}"
route_puzzle_0568_open_q1,route_puzzle_0568.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""F\""],\""unreached_labels\"":[\""A\"",\""C\"",\""D\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""F""],""unreached_labels"":[""A"",""C"",""D""]}"
route_puzzle_0574_open_q1,route_puzzle_0574.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""E\"",\""D\""],\""unreached_labels\"":[\""A\"",\""B\"",\""F\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""E"",""D""],""unreached_labels"":[""A"",""B"",""F""]}"
route_puzzle_0577_open_q1,route_puzzle_0577.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""B\""],\""unreached_labels\"":[\""C\"",\""D\"",\""F\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""B""],""unreached_labels"":[""C"",""D"",""F""]}"
route_puzzle_0578_open_q1,route_puzzle_0578.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""E\"",\""A\""],\""unreached_labels\"":[\""B\"",\""C\"",\""D\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""E"",""A""],""unreached_labels"":[""B"",""C"",""D""]}"
route_puzzle_0585_open_q1,route_puzzle_0585.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""E\"",\""D\""],\""unreached_labels\"":[\""C\"",\""F\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""E"",""D""],""unreached_labels"":[""C"",""F""]}"
route_puzzle_0586_open_q1,route_puzzle_0586.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""B\"",\""C\""],\""unreached_labels\"":[\""A\"",\""E\"",\""F\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""B"",""C""],""unreached_labels"":[""A"",""E"",""F""]}"
