task,image,prompt,groundtruth,metadata
Image Description,route_puzzle_0357.png,How many labeled endpoints (letters) are shown in this image?,6,"{""crossing_count"":37,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.4301,""line_width_px"":2.71,""num_endpoints"":6,""num_routes"":6,""seed"":357}"
Basic Relational Reasoning,route_puzzle_0357.png,Count the one-colored routes that go from D to E. Answer with a number in curly brackets e.g. {1},1,"{""crossing_count"":37,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.4301,""line_width_px"":2.71,""num_endpoints"":6,""num_routes"":6,""seed"":357}"
Comparative Reasoning,route_puzzle_0357.png,How many routes does letter B have in total (i.e. touching B)?,0,"{""crossing_count"":37,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.4301,""line_width_px"":2.71,""num_endpoints"":6,""num_routes"":6,""seed"":357}"
Compound Reasoning,route_puzzle_0357.png,List all letter-pairs that have exactly one connecting route between them.,"['AF', 'DE', 'DF']","{""crossing_count"":37,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.4301,""line_width_px"":2.71,""num_endpoints"":6,""num_routes"":6,""seed"":357}"
Extrapolative/Counterfactual Reasoning,route_puzzle_0357.png,"If one new route were added directly between B and E, what would the maximum endpoint degree become?",4,"{""crossing_count"":37,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.4301,""line_width_px"":2.71,""num_endpoints"":6,""num_routes"":6,""seed"":357}"
Image Description,route_puzzle_0358.png,How many labeled endpoints (letters) are shown in this image?,5,"{""crossing_count"":181,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.6044,""line_width_px"":2.98,""num_endpoints"":5,""num_routes"":11,""seed"":358}"
Basic Relational Reasoning,route_puzzle_0358.png,Count the one-colored routes that go from B to E. Answer with a number in curly brackets e.g. {1},2,"{""crossing_count"":181,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.6044,""line_width_px"":2.98,""num_endpoints"":5,""num_routes"":11,""seed"":358}"
Comparative Reasoning,route_puzzle_0358.png,How many routes does letter E have in total (i.e. touching E)?,7,"{""crossing_count"":181,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.6044,""line_width_px"":2.98,""num_endpoints"":5,""num_routes"":11,""seed"":358}"
Compound Reasoning,route_puzzle_0358.png,List all letter-pairs that have exactly one connecting route between them.,"['AB', 'AD', 'CE']","{""crossing_count"":181,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.6044,""line_width_px"":2.98,""num_endpoints"":5,""num_routes"":11,""seed"":358}"
Extrapolative/Counterfactual Reasoning,route_puzzle_0358.png,"If one new route were added directly between C and D, what would the maximum endpoint degree become?",7,"{""crossing_count"":181,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.6044,""line_width_px"":2.98,""num_endpoints"":5,""num_routes"":11,""seed"":358}"
Image Description,route_puzzle_0359.png,How many labeled endpoints (letters) are shown in this image?,5,"{""crossing_count"":147,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.6092,""line_width_px"":2.82,""num_endpoints"":5,""num_routes"":10,""seed"":359}"
Basic Relational Reasoning,route_puzzle_0359.png,Count the one-colored routes that go from A to E. Answer with a number in curly brackets e.g. {1},1,"{""crossing_count"":147,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.6092,""line_width_px"":2.82,""num_endpoints"":5,""num_routes"":10,""seed"":359}"
Comparative Reasoning,route_puzzle_0359.png,Which letter has the most routes connected to it?,A,"{""crossing_count"":147,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.6092,""line_width_px"":2.82,""num_endpoints"":5,""num_routes"":10,""seed"":359}"
Compound Reasoning,route_puzzle_0359.png,"Among all letters, list them in order from most connected routes to least connected routes.","['A (degree 6)', 'B (degree 5)', 'D (degree 4)', 'C (degree 3)', 'E (degree 2)']","{""crossing_count"":147,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.6092,""line_width_px"":2.82,""num_endpoints"":5,""num_routes"":10,""seed"":359}"
Extrapolative/Counterfactual Reasoning,route_puzzle_0359.png,"If one new route were added directly between E and C, what would the maximum endpoint degree become?",6,"{""crossing_count"":147,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.6092,""line_width_px"":2.82,""num_endpoints"":5,""num_routes"":10,""seed"":359}"
Image Description,route_puzzle_0360.png,How many labeled endpoints (letters) are shown in this image?,4,"{""crossing_count"":188,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.7119,""line_width_px"":1.31,""num_endpoints"":4,""num_routes"":11,""seed"":360}"
Basic Relational Reasoning,route_puzzle_0360.png,Count the one-colored routes that go from A to B. Answer with a number in curly brackets e.g. {1},1,"{""crossing_count"":188,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.7119,""line_width_px"":1.31,""num_endpoints"":4,""num_routes"":11,""seed"":360}"
Comparative Reasoning,route_puzzle_0360.png,Which letter has the most routes connected to it?,B,"{""crossing_count"":188,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.7119,""line_width_px"":1.31,""num_endpoints"":4,""num_routes"":11,""seed"":360}"
Compound Reasoning,route_puzzle_0360.png,"Among all letters, list them in order from most connected routes to least connected routes.","['B (degree 9)', 'D (degree 6)', 'C (degree 4)', 'A (degree 3)']","{""crossing_count"":188,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.7119,""line_width_px"":1.31,""num_endpoints"":4,""num_routes"":11,""seed"":360}"
Extrapolative/Counterfactual Reasoning,route_puzzle_0360.png,"If one new route were added directly between A and C, what would the maximum endpoint degree become?",9,"{""crossing_count"":188,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.7119,""line_width_px"":1.31,""num_endpoints"":4,""num_routes"":11,""seed"":360}"
Image Description,route_puzzle_0361.png,How many distinct colored routes are visible in this image?,9,"{""crossing_count"":88,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.6981,""line_width_px"":1.27,""num_endpoints"":5,""num_routes"":9,""seed"":361}"
Basic Relational Reasoning,route_puzzle_0361.png,Count the one-colored routes that go from B to E. Answer with a number in curly brackets e.g. {1},1,"{""crossing_count"":88,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.6981,""line_width_px"":1.27,""num_endpoints"":5,""num_routes"":9,""seed"":361}"
Comparative Reasoning,route_puzzle_0361.png,Which two letters have the most routes directly connecting them?,AD,"{""crossing_count"":88,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.6981,""line_width_px"":1.27,""num_endpoints"":5,""num_routes"":9,""seed"":361}"
Compound Reasoning,route_puzzle_0361.png,"Among all letters, list them in order from most connected routes to least connected routes.","['D (degree 5)', 'A (degree 4)', 'B (degree 3—tie)', 'C (degree 3—tie)', 'E (degree 3—tie)']","{""crossing_count"":88,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.6981,""line_width_px"":1.27,""num_endpoints"":5,""num_routes"":9,""seed"":361}"
Extrapolative/Counterfactual Reasoning,route_puzzle_0361.png,"If one new route were added directly between B and C, what would the maximum endpoint degree become?",5,"{""crossing_count"":88,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.6981,""line_width_px"":1.27,""num_endpoints"":5,""num_routes"":9,""seed"":361}"
Image Description,route_puzzle_0362.png,How many labeled endpoints (letters) are shown in this image?,6,"{""crossing_count"":77,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.5841,""line_width_px"":2.79,""num_endpoints"":6,""num_routes"":8,""seed"":362}"
Basic Relational Reasoning,route_puzzle_0362.png,Count the one-colored routes that go from B to E. Answer with a number in curly brackets e.g. {1},1,"{""crossing_count"":77,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.5841,""line_width_px"":2.79,""num_endpoints"":6,""num_routes"":8,""seed"":362}"
Comparative Reasoning,route_puzzle_0362.png,Which two letters have the most routes directly connecting them?,AF,"{""crossing_count"":77,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.5841,""line_width_px"":2.79,""num_endpoints"":6,""num_routes"":8,""seed"":362}"
Compound Reasoning,route_puzzle_0362.png,"Is there any letter-pair with zero directly connecting routes? If yes, name one such pair; if no, answer 'none'.",CE,"{""crossing_count"":77,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.5841,""line_width_px"":2.79,""num_endpoints"":6,""num_routes"":8,""seed"":362}"
Extrapolative/Counterfactual Reasoning,route_puzzle_0362.png,"If one new route were added directly between C and D, what would the maximum endpoint degree become?",4,"{""crossing_count"":77,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.5841,""line_width_px"":2.79,""num_endpoints"":6,""num_routes"":8,""seed"":362}"
Image Description,route_puzzle_0363.png,How many distinct colored routes are visible in this image?,7,"{""crossing_count"":74,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.7211,""line_width_px"":1.36,""num_endpoints"":6,""num_routes"":7,""seed"":363}"
Basic Relational Reasoning,route_puzzle_0363.png,Count the one-colored routes that go from D to E. Answer with a number in curly brackets e.g. {1},1,"{""crossing_count"":74,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.7211,""line_width_px"":1.36,""num_endpoints"":6,""num_routes"":7,""seed"":363}"
Comparative Reasoning,route_puzzle_0363.png,Which letter has the most routes connected to it?,B,"{""crossing_count"":74,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.7211,""line_width_px"":1.36,""num_endpoints"":6,""num_routes"":7,""seed"":363}"
Compound Reasoning,route_puzzle_0363.png,"Is there any letter-pair with zero directly connecting routes? If yes, name one such pair; if no, answer 'none'.",BE,"{""crossing_count"":74,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.7211,""line_width_px"":1.36,""num_endpoints"":6,""num_routes"":7,""seed"":363}"
Extrapolative/Counterfactual Reasoning,route_puzzle_0363.png,"If one new route were added directly between A and C, what would the maximum endpoint degree become?",4,"{""crossing_count"":74,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.7211,""line_width_px"":1.36,""num_endpoints"":6,""num_routes"":7,""seed"":363}"
Image Description,route_puzzle_0364.png,How many distinct colored routes are visible in this image?,6,"{""crossing_count"":47,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.4068,""line_width_px"":2.82,""num_endpoints"":5,""num_routes"":6,""seed"":364}"
Basic Relational Reasoning,route_puzzle_0364.png,Count the one-colored routes that go from D to E. Answer with a number in curly brackets e.g. {1},1,"{""crossing_count"":47,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.4068,""line_width_px"":2.82,""num_endpoints"":5,""num_routes"":6,""seed"":364}"
Comparative Reasoning,route_puzzle_0364.png,Which two letters have the most routes directly connecting them?,AB,"{""crossing_count"":47,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.4068,""line_width_px"":2.82,""num_endpoints"":5,""num_routes"":6,""seed"":364}"
Compound Reasoning,route_puzzle_0364.png,List all letter-pairs that have exactly one connecting route between them.,"['BC', 'CE', 'DE']","{""crossing_count"":47,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.4068,""line_width_px"":2.82,""num_endpoints"":5,""num_routes"":6,""seed"":364}"
Extrapolative/Counterfactual Reasoning,route_puzzle_0364.png,"If one new route were added directly between D and C, what would the maximum endpoint degree become?",4,"{""crossing_count"":47,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.4068,""line_width_px"":2.82,""num_endpoints"":5,""num_routes"":6,""seed"":364}"
Image Description,route_puzzle_0365.png,How many labeled endpoints (letters) are shown in this image?,5,"{""crossing_count"":143,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.5867,""line_width_px"":2.8,""num_endpoints"":5,""num_routes"":10,""seed"":365}"
Basic Relational Reasoning,route_puzzle_0365.png,Count the one-colored routes that go from C to D. Answer with a number in curly brackets e.g. {1},1,"{""crossing_count"":143,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.5867,""line_width_px"":2.8,""num_endpoints"":5,""num_routes"":10,""seed"":365}"
Comparative Reasoning,route_puzzle_0365.png,Which letter has the most routes connected to it?,B,"{""crossing_count"":143,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.5867,""line_width_px"":2.8,""num_endpoints"":5,""num_routes"":10,""seed"":365}"
Compound Reasoning,route_puzzle_0365.png,"Is there any letter-pair with zero directly connecting routes? If yes, name one such pair; if no, answer 'none'.",DE,"{""crossing_count"":143,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.5867,""line_width_px"":2.8,""num_endpoints"":5,""num_routes"":10,""seed"":365}"
Extrapolative/Counterfactual Reasoning,route_puzzle_0365.png,"If one new route were added directly between D and E, what would the maximum endpoint degree become?",6,"{""crossing_count"":143,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.5867,""line_width_px"":2.8,""num_endpoints"":5,""num_routes"":10,""seed"":365}"
Image Description,route_puzzle_0366.png,How many distinct colored routes are visible in this image?,12,"{""crossing_count"":161,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.7712,""line_width_px"":2.54,""num_endpoints"":6,""num_routes"":12,""seed"":366}"
Basic Relational Reasoning,route_puzzle_0366.png,Count the one-colored routes that go from B to D. Answer with a number in curly brackets e.g. {1},1,"{""crossing_count"":161,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.7712,""line_width_px"":2.54,""num_endpoints"":6,""num_routes"":12,""seed"":366}"
Comparative Reasoning,route_puzzle_0366.png,How many routes does letter C have in total (i.e. touching C)?,6,"{""crossing_count"":161,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.7712,""line_width_px"":2.54,""num_endpoints"":6,""num_routes"":12,""seed"":366}"
Compound Reasoning,route_puzzle_0366.png,"Among all letters, list them in order from most connected routes to least connected routes.","['A (degree 6—tie)', 'C (degree 6—tie)', 'B (degree 5)', 'D (degree 4)', 'E (degree 2)', 'F (degree 1)']","{""crossing_count"":161,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.7712,""line_width_px"":2.54,""num_endpoints"":6,""num_routes"":12,""seed"":366}"
Extrapolative/Counterfactual Reasoning,route_puzzle_0366.png,"If one new route were added directly between F and E, what would the maximum endpoint degree become?",6,"{""crossing_count"":161,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.7712,""line_width_px"":2.54,""num_endpoints"":6,""num_routes"":12,""seed"":366}"
Image Description,route_puzzle_0367.png,How many labeled endpoints (letters) are shown in this image?,6,"{""crossing_count"":131,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.827,""line_width_px"":1.01,""num_endpoints"":6,""num_routes"":9,""seed"":367}"
Basic Relational Reasoning,route_puzzle_0367.png,Count the one-colored routes that go from C to E. Answer with a number in curly brackets e.g. {1},1,"{""crossing_count"":131,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.827,""line_width_px"":1.01,""num_endpoints"":6,""num_routes"":9,""seed"":367}"
Comparative Reasoning,route_puzzle_0367.png,Which two letters have the most routes directly connecting them?,AB,"{""crossing_count"":131,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.827,""line_width_px"":1.01,""num_endpoints"":6,""num_routes"":9,""seed"":367}"
Compound Reasoning,route_puzzle_0367.png,"Is there any letter-pair with zero directly connecting routes? If yes, name one such pair; if no, answer 'none'.",CF,"{""crossing_count"":131,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.827,""line_width_px"":1.01,""num_endpoints"":6,""num_routes"":9,""seed"":367}"
Extrapolative/Counterfactual Reasoning,route_puzzle_0367.png,"If one new route were added directly between F and D, what would the maximum endpoint degree become?",6,"{""crossing_count"":131,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.827,""line_width_px"":1.01,""num_endpoints"":6,""num_routes"":9,""seed"":367}"
Image Description,route_puzzle_0368.png,How many labeled endpoints (letters) are shown in this image?,4,"{""crossing_count"":46,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.3881,""line_width_px"":2.67,""num_endpoints"":4,""num_routes"":6,""seed"":368}"
Basic Relational Reasoning,route_puzzle_0368.png,Count the one-colored routes that go from A to D. Answer with a number in curly brackets e.g. {1},2,"{""crossing_count"":46,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.3881,""line_width_px"":2.67,""num_endpoints"":4,""num_routes"":6,""seed"":368}"
Comparative Reasoning,route_puzzle_0368.png,Which two letters have the most routes directly connecting them?,BD,"{""crossing_count"":46,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.3881,""line_width_px"":2.67,""num_endpoints"":4,""num_routes"":6,""seed"":368}"
Compound Reasoning,route_puzzle_0368.png,List all letter-pairs that have exactly one connecting route between them.,['AC'],"{""crossing_count"":46,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.3881,""line_width_px"":2.67,""num_endpoints"":4,""num_routes"":6,""seed"":368}"
Extrapolative/Counterfactual Reasoning,route_puzzle_0368.png,"If one new route were added directly between C and A, what would the maximum endpoint degree become?",5,"{""crossing_count"":46,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.3881,""line_width_px"":2.67,""num_endpoints"":4,""num_routes"":6,""seed"":368}"
Image Description,route_puzzle_0369.png,How many labeled endpoints (letters) are shown in this image?,6,"{""crossing_count"":53,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.496,""line_width_px"":2.98,""num_endpoints"":6,""num_routes"":7,""seed"":369}"
Basic Relational Reasoning,route_puzzle_0369.png,Count the one-colored routes that go from B to D. Answer with a number in curly brackets e.g. {1},1,"{""crossing_count"":53,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.496,""line_width_px"":2.98,""num_endpoints"":6,""num_routes"":7,""seed"":369}"
Comparative Reasoning,route_puzzle_0369.png,How many routes does letter D have in total (i.e. touching D)?,3,"{""crossing_count"":53,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.496,""line_width_px"":2.98,""num_endpoints"":6,""num_routes"":7,""seed"":369}"
Compound Reasoning,route_puzzle_0369.png,"Is there any letter-pair with zero directly connecting routes? If yes, name one such pair; if no, answer 'none'.",EF,"{""crossing_count"":53,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.496,""line_width_px"":2.98,""num_endpoints"":6,""num_routes"":7,""seed"":369}"
Extrapolative/Counterfactual Reasoning,route_puzzle_0369.png,"If one new route were added directly between B and E, what would the maximum endpoint degree become?",3,"{""crossing_count"":53,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.496,""line_width_px"":2.98,""num_endpoints"":6,""num_routes"":7,""seed"":369}"
Image Description,route_puzzle_0370.png,How many labeled endpoints (letters) are shown in this image?,6,"{""crossing_count"":148,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.6837,""line_width_px"":2.8,""num_endpoints"":6,""num_routes"":10,""seed"":370}"
Basic Relational Reasoning,route_puzzle_0370.png,Count the one-colored routes that go from A to C. Answer with a number in curly brackets e.g. {1},1,"{""crossing_count"":148,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.6837,""line_width_px"":2.8,""num_endpoints"":6,""num_routes"":10,""seed"":370}"
Comparative Reasoning,route_puzzle_0370.png,How many routes does letter A have in total (i.e. touching A)?,2,"{""crossing_count"":148,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.6837,""line_width_px"":2.8,""num_endpoints"":6,""num_routes"":10,""seed"":370}"
Compound Reasoning,route_puzzle_0370.png,"Among all letters, list them in order from most connected routes to least connected routes.","['C (degree 5)', 'B (degree 4—tie)', 'E (degree 4—tie)', 'F (degree 4—tie)', 'A (degree 2)', 'D (degree 1)']","{""crossing_count"":148,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.6837,""line_width_px"":2.8,""num_endpoints"":6,""num_routes"":10,""seed"":370}"
Extrapolative/Counterfactual Reasoning,route_puzzle_0370.png,"If one new route were added directly between D and A, what would the maximum endpoint degree become?",5,"{""crossing_count"":148,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.6837,""line_width_px"":2.8,""num_endpoints"":6,""num_routes"":10,""seed"":370}"
Image Description,route_puzzle_0371.png,How many labeled endpoints (letters) are shown in this image?,5,"{""crossing_count"":112,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.7452,""line_width_px"":1.06,""num_endpoints"":5,""num_routes"":10,""seed"":371}"
Basic Relational Reasoning,route_puzzle_0371.png,Count the one-colored routes that go from C to E. Answer with a number in curly brackets e.g. {1},2,"{""crossing_count"":112,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.7452,""line_width_px"":1.06,""num_endpoints"":5,""num_routes"":10,""seed"":371}"
Comparative Reasoning,route_puzzle_0371.png,How many routes does letter A have in total (i.e. touching A)?,4,"{""crossing_count"":112,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.7452,""line_width_px"":1.06,""num_endpoints"":5,""num_routes"":10,""seed"":371}"
Compound Reasoning,route_puzzle_0371.png,"Among all letters, list them in order from most connected routes to least connected routes.","['B (degree 5)', 'A (degree 4—tie)', 'C (degree 4—tie)', 'D (degree 4—tie)', 'E (degree 3)']","{""crossing_count"":112,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.7452,""line_width_px"":1.06,""num_endpoints"":5,""num_routes"":10,""seed"":371}"
Extrapolative/Counterfactual Reasoning,route_puzzle_0371.png,"If one new route were added directly between E and A, what would the maximum endpoint degree become?",5,"{""crossing_count"":112,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.7452,""line_width_px"":1.06,""num_endpoints"":5,""num_routes"":10,""seed"":371}"
Image Description,route_puzzle_0372.png,How many labeled endpoints (letters) are shown in this image?,4,"{""crossing_count"":45,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.4592,""line_width_px"":1.3,""num_endpoints"":4,""num_routes"":6,""seed"":372}"
Basic Relational Reasoning,route_puzzle_0372.png,Count the one-colored routes that go from B to C. Answer with a number in curly brackets e.g. {1},1,"{""crossing_count"":45,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.4592,""line_width_px"":1.3,""num_endpoints"":4,""num_routes"":6,""seed"":372}"
Comparative Reasoning,route_puzzle_0372.png,Which two letters have the most routes directly connecting them?,BD,"{""crossing_count"":45,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.4592,""line_width_px"":1.3,""num_endpoints"":4,""num_routes"":6,""seed"":372}"
Compound Reasoning,route_puzzle_0372.png,List all letter-pairs that have exactly one connecting route between them.,"['AB', 'AD', 'BC', 'CD']","{""crossing_count"":45,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.4592,""line_width_px"":1.3,""num_endpoints"":4,""num_routes"":6,""seed"":372}"
Extrapolative/Counterfactual Reasoning,route_puzzle_0372.png,"If one new route were added directly between A and C, what would the maximum endpoint degree become?",4,"{""crossing_count"":45,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.4592,""line_width_px"":1.3,""num_endpoints"":4,""num_routes"":6,""seed"":372}"
Image Description,route_puzzle_0373.png,How many labeled endpoints (letters) are shown in this image?,6,"{""crossing_count"":188,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.725,""line_width_px"":2.82,""num_endpoints"":6,""num_routes"":11,""seed"":373}"
Basic Relational Reasoning,route_puzzle_0373.png,Count the one-colored routes that go from A to C. Answer with a number in curly brackets e.g. {1},3,"{""crossing_count"":188,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.725,""line_width_px"":2.82,""num_endpoints"":6,""num_routes"":11,""seed"":373}"
Comparative Reasoning,route_puzzle_0373.png,Which two letters have the most routes directly connecting them?,AC,"{""crossing_count"":188,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.725,""line_width_px"":2.82,""num_endpoints"":6,""num_routes"":11,""seed"":373}"
Compound Reasoning,route_puzzle_0373.png,"Among all letters, list them in order from most connected routes to least connected routes.","['C (degree 7)', 'A (degree 6)', 'B (degree 3—tie)', 'F (degree 3—tie)', 'D (degree 2)', 'E (degree 1)']","{""crossing_count"":188,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.725,""line_width_px"":2.82,""num_endpoints"":6,""num_routes"":11,""seed"":373}"
Extrapolative/Counterfactual Reasoning,route_puzzle_0373.png,"If one new route were added directly between E and D, what would the maximum endpoint degree become?",7,"{""crossing_count"":188,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.725,""line_width_px"":2.82,""num_endpoints"":6,""num_routes"":11,""seed"":373}"
Image Description,route_puzzle_0374.png,How many labeled endpoints (letters) are shown in this image?,6,"{""crossing_count"":121,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.7087,""line_width_px"":2.68,""num_endpoints"":6,""num_routes"":10,""seed"":374}"
Basic Relational Reasoning,route_puzzle_0374.png,Count the one-colored routes that go from B to D. Answer with a number in curly brackets e.g. {1},0,"{""crossing_count"":121,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.7087,""line_width_px"":2.68,""num_endpoints"":6,""num_routes"":10,""seed"":374}"
Comparative Reasoning,route_puzzle_0374.png,How many routes does letter B have in total (i.e. touching B)?,3,"{""crossing_count"":121,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.7087,""line_width_px"":2.68,""num_endpoints"":6,""num_routes"":10,""seed"":374}"
Compound Reasoning,route_puzzle_0374.png,"Among all letters, list them in order from most connected routes to least connected routes.","['C (degree 4—tie)', 'E (degree 4—tie)', 'F (degree 4—tie)', 'A (degree 3—tie)', 'B (degree 3—tie)', 'D (degree 2)']","{""crossing_count"":121,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.7087,""line_width_px"":2.68,""num_endpoints"":6,""num_routes"":10,""seed"":374}"
Extrapolative/Counterfactual Reasoning,route_puzzle_0374.png,"If one new route were added directly between D and A, what would the maximum endpoint degree become?",4,"{""crossing_count"":121,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.7087,""line_width_px"":2.68,""num_endpoints"":6,""num_routes"":10,""seed"":374}"
Image Description,route_puzzle_0375.png,How many labeled endpoints (letters) are shown in this image?,4,"{""crossing_count"":142,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.6004,""line_width_px"":2.7,""num_endpoints"":4,""num_routes"":11,""seed"":375}"
Basic Relational Reasoning,route_puzzle_0375.png,Count the one-colored routes that go from B to D. Answer with a number in curly brackets e.g. {1},2,"{""crossing_count"":142,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.6004,""line_width_px"":2.7,""num_endpoints"":4,""num_routes"":11,""seed"":375}"
Comparative Reasoning,route_puzzle_0375.png,How many routes does letter C have in total (i.e. touching C)?,4,"{""crossing_count"":142,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.6004,""line_width_px"":2.7,""num_endpoints"":4,""num_routes"":11,""seed"":375}"
Compound Reasoning,route_puzzle_0375.png,List all letter-pairs that have exactly one connecting route between them.,"['AD', 'BC', 'CD']","{""crossing_count"":142,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.6004,""line_width_px"":2.7,""num_endpoints"":4,""num_routes"":11,""seed"":375}"
Extrapolative/Counterfactual Reasoning,route_puzzle_0375.png,"If one new route were added directly between C and D, what would the maximum endpoint degree become?",7,"{""crossing_count"":142,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.6004,""line_width_px"":2.7,""num_endpoints"":4,""num_routes"":11,""seed"":375}"
Image Description,route_puzzle_0376.png,How many labeled endpoints (letters) are shown in this image?,5,"{""crossing_count"":50,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.5525,""line_width_px"":1.16,""num_endpoints"":5,""num_routes"":7,""seed"":376}"
Basic Relational Reasoning,route_puzzle_0376.png,Count the one-colored routes that go from C to D. Answer with a number in curly brackets e.g. {1},1,"{""crossing_count"":50,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.5525,""line_width_px"":1.16,""num_endpoints"":5,""num_routes"":7,""seed"":376}"
Comparative Reasoning,route_puzzle_0376.png,How many routes does letter A have in total (i.e. touching A)?,4,"{""crossing_count"":50,""dataset_version"":""route-2.0.0"",""difficulty_score"":0.5525,""line_width_px"":1.16,""num_endpoints"":5,""num_routes"":7,""seed"":376}"
