task,image,prompt,groundtruth,metadata
Image Description,depth_height_0223.png,How many objects are shown in this scene?,3,"{""base_size_px"":91.9777,""closest_object_color"":""blue"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.62,""farthest_object_color"":""orange"",""scene_type"":""depth_ordering"",""seed"":223}"
Basic Relational Reasoning,depth_height_0223.png,Which object is closer to the camera: the blue circle or the orange triangle?,blue,"{""base_size_px"":91.9777,""closest_object_color"":""blue"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.62,""farthest_object_color"":""orange"",""scene_type"":""depth_ordering"",""seed"":223}"
Comparative Reasoning,depth_height_0223.png,"Rank all objects in this scene from closest to farthest, by color.","['blue', 'magenta', 'orange']","{""base_size_px"":91.9777,""closest_object_color"":""blue"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.62,""farthest_object_color"":""orange"",""scene_type"":""depth_ordering"",""seed"":223}"
Compound Reasoning,depth_height_0223.png,"What is the difference between the farthest and closest stored depth values, rounded to two decimals?",0.58,"{""base_size_px"":91.9777,""closest_object_color"":""blue"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.62,""farthest_object_color"":""orange"",""scene_type"":""depth_ordering"",""seed"":223}"
Extrapolative/Counterfactual Reasoning,depth_height_0223.png,"If the magenta object moved twice as far from the camera as its current distance, would it appear larger, smaller, or about the same size as the orange object?",smaller,"{""base_size_px"":91.9777,""closest_object_color"":""blue"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.62,""farthest_object_color"":""orange"",""scene_type"":""depth_ordering"",""seed"":223}"
Image Description,depth_height_0224.png,How many separate stacks of blocks are shown in this image?,3,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.84,""scene_type"":""stack_height"",""seed"":224,""shortest_stack_color"":""purple"",""tallest_stack_color"":""magenta""}"
Basic Relational Reasoning,depth_height_0224.png,Which stack is taller: the teal stack or the magenta stack?,magenta,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.84,""scene_type"":""stack_height"",""seed"":224,""shortest_stack_color"":""purple"",""tallest_stack_color"":""magenta""}"
Comparative Reasoning,depth_height_0224.png,"Rank all stacks from tallest to shortest, by color.","['magenta', 'teal', 'purple']","{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.84,""scene_type"":""stack_height"",""seed"":224,""shortest_stack_color"":""purple"",""tallest_stack_color"":""magenta""}"
Compound Reasoning,depth_height_0224.png,How many total blocks are there across all stacks combined?,14,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.84,""scene_type"":""stack_height"",""seed"":224,""shortest_stack_color"":""purple"",""tallest_stack_color"":""magenta""}"
Extrapolative/Counterfactual Reasoning,depth_height_0224.png,"If one block moved from a tallest stack to a shortest stack, what would the new difference between tallest and shortest stack heights be?",1,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.84,""scene_type"":""stack_height"",""seed"":224,""shortest_stack_color"":""purple"",""tallest_stack_color"":""magenta""}"
Image Description,depth_height_0225.png,How many objects are shown in this scene?,2,"{""base_size_px"":95.5612,""closest_object_color"":""magenta"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.3,""farthest_object_color"":""purple"",""scene_type"":""depth_ordering"",""seed"":225}"
Basic Relational Reasoning,depth_height_0225.png,Which object is closer to the camera: the purple circle or the magenta square?,magenta,"{""base_size_px"":95.5612,""closest_object_color"":""magenta"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.3,""farthest_object_color"":""purple"",""scene_type"":""depth_ordering"",""seed"":225}"
Comparative Reasoning,depth_height_0225.png,"Rank all objects in this scene from closest to farthest, by color.","['magenta', 'purple']","{""base_size_px"":95.5612,""closest_object_color"":""magenta"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.3,""farthest_object_color"":""purple"",""scene_type"":""depth_ordering"",""seed"":225}"
Compound Reasoning,depth_height_0225.png,"What is the difference between the farthest and closest stored depth values, rounded to two decimals?",0.62,"{""base_size_px"":95.5612,""closest_object_color"":""magenta"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.3,""farthest_object_color"":""purple"",""scene_type"":""depth_ordering"",""seed"":225}"
Extrapolative/Counterfactual Reasoning,depth_height_0225.png,"If the magenta object moved twice as far from the camera as its current distance, would it appear larger, smaller, or about the same size as the purple object?",larger,"{""base_size_px"":95.5612,""closest_object_color"":""magenta"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.3,""farthest_object_color"":""purple"",""scene_type"":""depth_ordering"",""seed"":225}"
Image Description,depth_height_0226.png,How many separate stacks of blocks are shown in this image?,4,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":1.05,""scene_type"":""stack_height"",""seed"":226,""shortest_stack_color"":""purple"",""tallest_stack_color"":""magenta""}"
Basic Relational Reasoning,depth_height_0226.png,Which stack is taller: the blue stack or the magenta stack?,magenta,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":1.05,""scene_type"":""stack_height"",""seed"":226,""shortest_stack_color"":""purple"",""tallest_stack_color"":""magenta""}"
Comparative Reasoning,depth_height_0226.png,"Rank all stacks from tallest to shortest, by color.","['magenta', 'blue', 'teal', 'purple']","{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":1.05,""scene_type"":""stack_height"",""seed"":226,""shortest_stack_color"":""purple"",""tallest_stack_color"":""magenta""}"
Compound Reasoning,depth_height_0226.png,How many total blocks are there across all stacks combined?,22,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":1.05,""scene_type"":""stack_height"",""seed"":226,""shortest_stack_color"":""purple"",""tallest_stack_color"":""magenta""}"
Extrapolative/Counterfactual Reasoning,depth_height_0226.png,"If one block moved from a tallest stack to a shortest stack, what would the new difference between tallest and shortest stack heights be?",1,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":1.05,""scene_type"":""stack_height"",""seed"":226,""shortest_stack_color"":""purple"",""tallest_stack_color"":""magenta""}"
Image Description,depth_height_0227.png,How many objects are shown in this scene?,3,"{""base_size_px"":93.928,""closest_object_color"":""purple"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.62,""farthest_object_color"":""teal"",""scene_type"":""depth_ordering"",""seed"":227}"
Basic Relational Reasoning,depth_height_0227.png,Which object is closer to the camera: the blue square or the teal circle?,blue,"{""base_size_px"":93.928,""closest_object_color"":""purple"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.62,""farthest_object_color"":""teal"",""scene_type"":""depth_ordering"",""seed"":227}"
Comparative Reasoning,depth_height_0227.png,"Rank all objects in this scene from closest to farthest, by color.","['purple', 'blue', 'teal']","{""base_size_px"":93.928,""closest_object_color"":""purple"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.62,""farthest_object_color"":""teal"",""scene_type"":""depth_ordering"",""seed"":227}"
Compound Reasoning,depth_height_0227.png,"What is the difference between the farthest and closest stored depth values, rounded to two decimals?",0.54,"{""base_size_px"":93.928,""closest_object_color"":""purple"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.62,""farthest_object_color"":""teal"",""scene_type"":""depth_ordering"",""seed"":227}"
Extrapolative/Counterfactual Reasoning,depth_height_0227.png,"If the blue object moved twice as far from the camera as its current distance, would it appear larger, smaller, or about the same size as the teal object?",larger,"{""base_size_px"":93.928,""closest_object_color"":""purple"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.62,""farthest_object_color"":""teal"",""scene_type"":""depth_ordering"",""seed"":227}"
Image Description,depth_height_0228.png,How many separate stacks of blocks are shown in this image?,4,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":1.05,""scene_type"":""stack_height"",""seed"":228,""shortest_stack_color"":""blue"",""tallest_stack_color"":""purple""}"
Basic Relational Reasoning,depth_height_0228.png,Which stack is taller: the magenta stack or the teal stack?,magenta,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":1.05,""scene_type"":""stack_height"",""seed"":228,""shortest_stack_color"":""blue"",""tallest_stack_color"":""purple""}"
Comparative Reasoning,depth_height_0228.png,"Rank all stacks from tallest to shortest, by color.","['purple', 'magenta', 'teal', 'blue']","{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":1.05,""scene_type"":""stack_height"",""seed"":228,""shortest_stack_color"":""blue"",""tallest_stack_color"":""purple""}"
Compound Reasoning,depth_height_0228.png,How many total blocks are there across all stacks combined?,20,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":1.05,""scene_type"":""stack_height"",""seed"":228,""shortest_stack_color"":""blue"",""tallest_stack_color"":""purple""}"
Extrapolative/Counterfactual Reasoning,depth_height_0228.png,"If one block moved from a tallest stack to a shortest stack, what would the new difference between tallest and shortest stack heights be?",3,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":1.05,""scene_type"":""stack_height"",""seed"":228,""shortest_stack_color"":""blue"",""tallest_stack_color"":""purple""}"
Image Description,depth_height_0229.png,How many objects are shown in this scene?,2,"{""base_size_px"":90.4848,""closest_object_color"":""purple"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.3,""farthest_object_color"":""blue"",""scene_type"":""depth_ordering"",""seed"":229}"
Basic Relational Reasoning,depth_height_0229.png,Which object is closer to the camera: the purple triangle or the blue circle?,purple,"{""base_size_px"":90.4848,""closest_object_color"":""purple"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.3,""farthest_object_color"":""blue"",""scene_type"":""depth_ordering"",""seed"":229}"
Comparative Reasoning,depth_height_0229.png,"Rank all objects in this scene from closest to farthest, by color.","['purple', 'blue']","{""base_size_px"":90.4848,""closest_object_color"":""purple"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.3,""farthest_object_color"":""blue"",""scene_type"":""depth_ordering"",""seed"":229}"
Compound Reasoning,depth_height_0229.png,"What is the difference between the farthest and closest stored depth values, rounded to two decimals?",0.20,"{""base_size_px"":90.4848,""closest_object_color"":""purple"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.3,""farthest_object_color"":""blue"",""scene_type"":""depth_ordering"",""seed"":229}"
Extrapolative/Counterfactual Reasoning,depth_height_0229.png,"If the blue object moved twice as far from the camera as its current distance, would it appear larger, smaller, or about the same size as the purple object?",smaller,"{""base_size_px"":90.4848,""closest_object_color"":""purple"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.3,""farthest_object_color"":""blue"",""scene_type"":""depth_ordering"",""seed"":229}"
Image Description,depth_height_0230.png,How many separate stacks of blocks are shown in this image?,3,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.91,""scene_type"":""stack_height"",""seed"":230,""shortest_stack_color"":""teal"",""tallest_stack_color"":""orange""}"
Basic Relational Reasoning,depth_height_0230.png,Which stack is taller: the orange stack or the teal stack?,orange,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.91,""scene_type"":""stack_height"",""seed"":230,""shortest_stack_color"":""teal"",""tallest_stack_color"":""orange""}"
Comparative Reasoning,depth_height_0230.png,"Rank all stacks from tallest to shortest, by color.","['orange', 'purple', 'teal']","{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.91,""scene_type"":""stack_height"",""seed"":230,""shortest_stack_color"":""teal"",""tallest_stack_color"":""orange""}"
Compound Reasoning,depth_height_0230.png,How many total blocks are there across all stacks combined?,14,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.91,""scene_type"":""stack_height"",""seed"":230,""shortest_stack_color"":""teal"",""tallest_stack_color"":""orange""}"
Extrapolative/Counterfactual Reasoning,depth_height_0230.png,"If one block moved from a tallest stack to a shortest stack, what would the new difference between tallest and shortest stack heights be?",3,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.91,""scene_type"":""stack_height"",""seed"":230,""shortest_stack_color"":""teal"",""tallest_stack_color"":""orange""}"
Image Description,depth_height_0231.png,How many objects are shown in this scene?,3,"{""base_size_px"":90.9105,""closest_object_color"":""orange"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.62,""farthest_object_color"":""magenta"",""scene_type"":""depth_ordering"",""seed"":231}"
Basic Relational Reasoning,depth_height_0231.png,Which object is closer to the camera: the magenta circle or the teal circle?,teal,"{""base_size_px"":90.9105,""closest_object_color"":""orange"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.62,""farthest_object_color"":""magenta"",""scene_type"":""depth_ordering"",""seed"":231}"
Comparative Reasoning,depth_height_0231.png,"Rank all objects in this scene from closest to farthest, by color.","['orange', 'teal', 'magenta']","{""base_size_px"":90.9105,""closest_object_color"":""orange"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.62,""farthest_object_color"":""magenta"",""scene_type"":""depth_ordering"",""seed"":231}"
Compound Reasoning,depth_height_0231.png,"What is the difference between the farthest and closest stored depth values, rounded to two decimals?",0.42,"{""base_size_px"":90.9105,""closest_object_color"":""orange"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.62,""farthest_object_color"":""magenta"",""scene_type"":""depth_ordering"",""seed"":231}"
Extrapolative/Counterfactual Reasoning,depth_height_0231.png,"If the magenta object moved twice as far from the camera as its current distance, would it appear larger, smaller, or about the same size as the teal object?",smaller,"{""base_size_px"":90.9105,""closest_object_color"":""orange"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.62,""farthest_object_color"":""magenta"",""scene_type"":""depth_ordering"",""seed"":231}"
Image Description,depth_height_0232.png,How many separate stacks of blocks are shown in this image?,2,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.77,""scene_type"":""stack_height"",""seed"":232,""shortest_stack_color"":""teal"",""tallest_stack_color"":""purple""}"
Basic Relational Reasoning,depth_height_0232.png,Which stack is taller: the teal stack or the purple stack?,purple,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.77,""scene_type"":""stack_height"",""seed"":232,""shortest_stack_color"":""teal"",""tallest_stack_color"":""purple""}"
Comparative Reasoning,depth_height_0232.png,"Rank all stacks from tallest to shortest, by color.","['purple', 'teal']","{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.77,""scene_type"":""stack_height"",""seed"":232,""shortest_stack_color"":""teal"",""tallest_stack_color"":""purple""}"
Compound Reasoning,depth_height_0232.png,How many blocks are present across all stacks combined?,11,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.77,""scene_type"":""stack_height"",""seed"":232,""shortest_stack_color"":""teal"",""tallest_stack_color"":""purple""}"
Extrapolative/Counterfactual Reasoning,depth_height_0232.png,"If you moved 2 blocks from the tallest stack to the shortest stack, would the shortest stack become the unique new tallest? Answer yes or no.",yes,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.77,""scene_type"":""stack_height"",""seed"":232,""shortest_stack_color"":""teal"",""tallest_stack_color"":""purple""}"
Image Description,depth_height_0233.png,How many objects are shown in this scene?,2,"{""base_size_px"":79.4985,""closest_object_color"":""magenta"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.3,""farthest_object_color"":""purple"",""scene_type"":""depth_ordering"",""seed"":233}"
Basic Relational Reasoning,depth_height_0233.png,Which object is closer to the camera: the purple square or the magenta triangle?,magenta,"{""base_size_px"":79.4985,""closest_object_color"":""magenta"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.3,""farthest_object_color"":""purple"",""scene_type"":""depth_ordering"",""seed"":233}"
Comparative Reasoning,depth_height_0233.png,"Rank all objects in this scene from closest to farthest, by color.","['magenta', 'purple']","{""base_size_px"":79.4985,""closest_object_color"":""magenta"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.3,""farthest_object_color"":""purple"",""scene_type"":""depth_ordering"",""seed"":233}"
Compound Reasoning,depth_height_0233.png,"What is the difference between the farthest and closest stored depth values, rounded to two decimals?",0.28,"{""base_size_px"":79.4985,""closest_object_color"":""magenta"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.3,""farthest_object_color"":""purple"",""scene_type"":""depth_ordering"",""seed"":233}"
Extrapolative/Counterfactual Reasoning,depth_height_0233.png,"If the magenta object moved twice as far from the camera as its current distance, would it appear larger, smaller, or about the same size as the purple object?",smaller,"{""base_size_px"":79.4985,""closest_object_color"":""magenta"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.3,""farthest_object_color"":""purple"",""scene_type"":""depth_ordering"",""seed"":233}"
Image Description,depth_height_0234.png,How many separate stacks of blocks are shown in this image?,2,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.7,""scene_type"":""stack_height"",""seed"":234,""shortest_stack_color"":""blue"",""tallest_stack_color"":""purple""}"
Basic Relational Reasoning,depth_height_0234.png,Which stack is taller: the purple stack or the blue stack?,purple,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.7,""scene_type"":""stack_height"",""seed"":234,""shortest_stack_color"":""blue"",""tallest_stack_color"":""purple""}"
Comparative Reasoning,depth_height_0234.png,"Rank all stacks from tallest to shortest, by color.","['purple', 'blue']","{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.7,""scene_type"":""stack_height"",""seed"":234,""shortest_stack_color"":""blue"",""tallest_stack_color"":""purple""}"
Compound Reasoning,depth_height_0234.png,How many blocks are present across all stacks combined?,11,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.7,""scene_type"":""stack_height"",""seed"":234,""shortest_stack_color"":""blue"",""tallest_stack_color"":""purple""}"
Extrapolative/Counterfactual Reasoning,depth_height_0234.png,"If you moved 2 blocks from the tallest stack to the shortest stack, would the shortest stack become the unique new tallest? Answer yes or no.",yes,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.7,""scene_type"":""stack_height"",""seed"":234,""shortest_stack_color"":""blue"",""tallest_stack_color"":""purple""}"
Image Description,depth_height_0235.png,How many objects are shown in this scene?,4,"{""base_size_px"":95.2171,""closest_object_color"":""orange"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.76,""farthest_object_color"":""teal"",""scene_type"":""depth_ordering"",""seed"":235}"
Basic Relational Reasoning,depth_height_0235.png,Which object is closer to the camera: the magenta circle or the purple circle?,magenta,"{""base_size_px"":95.2171,""closest_object_color"":""orange"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.76,""farthest_object_color"":""teal"",""scene_type"":""depth_ordering"",""seed"":235}"
Comparative Reasoning,depth_height_0235.png,"Rank all objects in this scene from closest to farthest, by color.","['orange', 'magenta', 'purple', 'teal']","{""base_size_px"":95.2171,""closest_object_color"":""orange"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.76,""farthest_object_color"":""teal"",""scene_type"":""depth_ordering"",""seed"":235}"
Compound Reasoning,depth_height_0235.png,"What is the difference between the farthest and closest stored depth values, rounded to two decimals?",0.70,"{""base_size_px"":95.2171,""closest_object_color"":""orange"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.76,""farthest_object_color"":""teal"",""scene_type"":""depth_ordering"",""seed"":235}"
Extrapolative/Counterfactual Reasoning,depth_height_0235.png,"If the orange object moved twice as far from the camera as its current distance, would it appear larger, smaller, or about the same size as the teal object?",larger,"{""base_size_px"":95.2171,""closest_object_color"":""orange"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.76,""farthest_object_color"":""teal"",""scene_type"":""depth_ordering"",""seed"":235}"
Image Description,depth_height_0236.png,How many separate stacks of blocks are shown in this image?,3,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.91,""scene_type"":""stack_height"",""seed"":236,""shortest_stack_color"":""teal"",""tallest_stack_color"":""orange""}"
Basic Relational Reasoning,depth_height_0236.png,Which stack is taller: the magenta stack or the orange stack?,orange,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.91,""scene_type"":""stack_height"",""seed"":236,""shortest_stack_color"":""teal"",""tallest_stack_color"":""orange""}"
Comparative Reasoning,depth_height_0236.png,"Rank all stacks from tallest to shortest, by color.","['orange', 'magenta', 'teal']","{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.91,""scene_type"":""stack_height"",""seed"":236,""shortest_stack_color"":""teal"",""tallest_stack_color"":""orange""}"
Compound Reasoning,depth_height_0236.png,How many total blocks are there across all stacks combined?,14,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.91,""scene_type"":""stack_height"",""seed"":236,""shortest_stack_color"":""teal"",""tallest_stack_color"":""orange""}"
Extrapolative/Counterfactual Reasoning,depth_height_0236.png,"If one block moved from a tallest stack to a shortest stack, what would the new difference between tallest and shortest stack heights be?",2,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.91,""scene_type"":""stack_height"",""seed"":236,""shortest_stack_color"":""teal"",""tallest_stack_color"":""orange""}"
Image Description,depth_height_0237.png,How many objects are shown in this scene?,2,"{""base_size_px"":94.2754,""closest_object_color"":""magenta"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.48,""farthest_object_color"":""blue"",""scene_type"":""depth_ordering"",""seed"":237}"
Basic Relational Reasoning,depth_height_0237.png,Which object is closer to the camera: the blue triangle or the magenta square?,magenta,"{""base_size_px"":94.2754,""closest_object_color"":""magenta"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.48,""farthest_object_color"":""blue"",""scene_type"":""depth_ordering"",""seed"":237}"
Comparative Reasoning,depth_height_0237.png,"Rank all objects in this scene from closest to farthest, by color.","['magenta', 'blue']","{""base_size_px"":94.2754,""closest_object_color"":""magenta"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.48,""farthest_object_color"":""blue"",""scene_type"":""depth_ordering"",""seed"":237}"
Compound Reasoning,depth_height_0237.png,"What is the difference between the farthest and closest stored depth values, rounded to two decimals?",0.18,"{""base_size_px"":94.2754,""closest_object_color"":""magenta"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.48,""farthest_object_color"":""blue"",""scene_type"":""depth_ordering"",""seed"":237}"
Extrapolative/Counterfactual Reasoning,depth_height_0237.png,"If the blue object moved twice as far from the camera as its current distance, would it appear larger, smaller, or about the same size as the magenta object?",smaller,"{""base_size_px"":94.2754,""closest_object_color"":""magenta"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.48,""farthest_object_color"":""blue"",""scene_type"":""depth_ordering"",""seed"":237}"
Image Description,depth_height_0238.png,How many separate stacks of blocks are shown in this image?,3,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.84,""scene_type"":""stack_height"",""seed"":238,""shortest_stack_color"":""purple"",""tallest_stack_color"":""blue""}"
Basic Relational Reasoning,depth_height_0238.png,Which stack is taller: the teal stack or the blue stack?,blue,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.84,""scene_type"":""stack_height"",""seed"":238,""shortest_stack_color"":""purple"",""tallest_stack_color"":""blue""}"
Comparative Reasoning,depth_height_0238.png,"Rank all stacks from tallest to shortest, by color.","['blue', 'teal', 'purple']","{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.84,""scene_type"":""stack_height"",""seed"":238,""shortest_stack_color"":""purple"",""tallest_stack_color"":""blue""}"
Compound Reasoning,depth_height_0238.png,How many total blocks are there across all stacks combined?,11,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.84,""scene_type"":""stack_height"",""seed"":238,""shortest_stack_color"":""purple"",""tallest_stack_color"":""blue""}"
Extrapolative/Counterfactual Reasoning,depth_height_0238.png,"If one block moved from a tallest stack to a shortest stack, what would the new difference between tallest and shortest stack heights be?",2,"{""block_height_px"":21,""block_pitch_px"":24,""block_width_px"":54,""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.84,""scene_type"":""stack_height"",""seed"":238,""shortest_stack_color"":""purple"",""tallest_stack_color"":""blue""}"
Image Description,depth_height_0239.png,How many objects are shown in this scene?,4,"{""base_size_px"":93.1142,""closest_object_color"":""magenta"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.76,""farthest_object_color"":""purple"",""scene_type"":""depth_ordering"",""seed"":239}"
Basic Relational Reasoning,depth_height_0239.png,Which object is closer to the camera: the purple circle or the teal square?,teal,"{""base_size_px"":93.1142,""closest_object_color"":""magenta"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.76,""farthest_object_color"":""purple"",""scene_type"":""depth_ordering"",""seed"":239}"
Comparative Reasoning,depth_height_0239.png,"Rank all objects in this scene from closest to farthest, by color.","['magenta', 'teal', 'blue', 'purple']","{""base_size_px"":93.1142,""closest_object_color"":""magenta"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.76,""farthest_object_color"":""purple"",""scene_type"":""depth_ordering"",""seed"":239}"
Compound Reasoning,depth_height_0239.png,"What is the difference between the farthest and closest stored depth values, rounded to two decimals?",0.43,"{""base_size_px"":93.1142,""closest_object_color"":""magenta"",""dataset_version"":""depth-height-2.0.0"",""difficulty_score"":0.76,""farthest_object_color"":""purple"",""scene_type"":""depth_ordering"",""seed"":239}"
