task,image,prompt,groundtruth,metadata
Basic Relational Reasoning,fold_punch_0696.png,How many holes will appear when the paper is fully unfolded?,8,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""D"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.68,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":696}"
Comparative Reasoning,fold_punch_0696.png,"Which of the four unfolded patterns (A, B, C, D) correctly shows where the holes will appear? Answer with the letter.",D,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""D"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.68,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":696}"
Compound Reasoning,fold_punch_0696.png,Which candidate has the correct number of holes but in the wrong positions?,B,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""D"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.68,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":696}"
Extrapolative/Counterfactual Reasoning,fold_punch_0696.png,"If the last fold were removed, would the unfolded hole count be 'exactly half' or have a 'different relationship'?",exactly half,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""D"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.68,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":696}"
Image Description,fold_punch_0697.png,How many fold steps are shown before the paper is punched?,2,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""A"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.46,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":697}"
Basic Relational Reasoning,fold_punch_0697.png,How many holes will appear when the paper is fully unfolded?,4,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""A"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.46,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":697}"
Comparative Reasoning,fold_punch_0697.png,"Which of the four unfolded patterns (A, B, C, D) correctly shows where the holes will appear? Answer with the letter.",A,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""A"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.46,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":697}"
Compound Reasoning,fold_punch_0697.png,"If the last fold were removed, would the unfolded hole count be 'exactly half' or have a 'different relationship'?",exactly half,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""A"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.46,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":697}"
Extrapolative/Counterfactual Reasoning,fold_punch_0697.png,"If one additional fold were made and the punch stayed away from the new crease, how many holes would appear after fully unfolding?",8,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""A"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.46,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":697}"
Image Description,fold_punch_0698.png,How many fold steps are shown before the paper is punched?,3,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""B"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.64,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":698}"
Basic Relational Reasoning,fold_punch_0698.png,How many holes will appear when the paper is fully unfolded?,8,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""B"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.64,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":698}"
Comparative Reasoning,fold_punch_0698.png,"Which of the four unfolded patterns (A, B, C, D) correctly shows where the holes will appear? Answer with the letter.",B,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""B"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.64,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":698}"
Compound Reasoning,fold_punch_0698.png,"If the last fold were removed, would the unfolded hole count be 'exactly half' or have a 'different relationship'?",exactly half,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""B"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.64,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":698}"
Extrapolative/Counterfactual Reasoning,fold_punch_0698.png,"If one additional fold were made and the punch stayed away from the new crease, how many holes would appear after fully unfolding?",16,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""B"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.64,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":698}"
Image Description,fold_punch_0699.png,How many fold steps are shown before the paper is punched?,2,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""C"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.46,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":699}"
Basic Relational Reasoning,fold_punch_0699.png,How many holes will appear when the paper is fully unfolded?,4,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""C"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.46,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":699}"
Comparative Reasoning,fold_punch_0699.png,"Which of the four unfolded patterns (A, B, C, D) correctly shows where the holes will appear? Answer with the letter.",C,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""C"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.46,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":699}"
Compound Reasoning,fold_punch_0699.png,Which candidate has the correct number of holes but in the wrong positions?,D,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""C"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.46,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":699}"
Extrapolative/Counterfactual Reasoning,fold_punch_0699.png,"If the last fold were removed, would the unfolded hole count be 'exactly half' or have a 'different relationship'?",exactly half,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""C"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.46,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":699}"
Image Description,fold_punch_0700.png,How many fold steps are shown before the paper is punched?,3,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""D"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.68,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":700}"
Basic Relational Reasoning,fold_punch_0700.png,How many holes will appear when the paper is fully unfolded?,8,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""D"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.68,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":700}"
Comparative Reasoning,fold_punch_0700.png,"Which of the four unfolded patterns (A, B, C, D) correctly shows where the holes will appear? Answer with the letter.",D,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""D"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.68,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":700}"
Compound Reasoning,fold_punch_0700.png,Which candidate has the wrong total number of holes?,A,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""D"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.68,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":700}"
Extrapolative/Counterfactual Reasoning,fold_punch_0700.png,"If one additional fold were made and the punch stayed away from the new crease, how many holes would appear after fully unfolding?",16,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""D"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.68,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":700}"
Image Description,fold_punch_0701.png,How many fold steps are shown before the paper is punched?,2,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""A"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.5,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":701}"
Basic Relational Reasoning,fold_punch_0701.png,How many holes will appear when the paper is fully unfolded?,4,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""A"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.5,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":701}"
Comparative Reasoning,fold_punch_0701.png,"Which of the four unfolded patterns (A, B, C, D) correctly shows where the holes will appear? Answer with the letter.",A,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""A"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.5,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":701}"
Compound Reasoning,fold_punch_0701.png,Which candidate has the correct number of holes but in the wrong positions?,D,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""A"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.5,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":701}"
Extrapolative/Counterfactual Reasoning,fold_punch_0701.png,"If one additional fold were made and the punch stayed away from the new crease, how many holes would appear after fully unfolding?",8,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""A"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.5,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":701}"
Image Description,fold_punch_0702.png,How many fold steps are shown before the paper is punched?,3,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""B"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.64,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":702}"
Basic Relational Reasoning,fold_punch_0702.png,How many holes will appear when the paper is fully unfolded?,8,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""B"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.64,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":702}"
Comparative Reasoning,fold_punch_0702.png,"Which of the four unfolded patterns (A, B, C, D) correctly shows where the holes will appear? Answer with the letter.",B,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""B"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.64,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":702}"
Compound Reasoning,fold_punch_0702.png,Which candidate has the wrong total number of holes?,C,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""B"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.64,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":702}"
Extrapolative/Counterfactual Reasoning,fold_punch_0702.png,"If the last fold were removed, would the unfolded hole count be 'exactly half' or have a 'different relationship'?",exactly half,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""B"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.64,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":702}"
Image Description,fold_punch_0703.png,How many fold steps are shown before the paper is punched?,2,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""C"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.46,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":703}"
Basic Relational Reasoning,fold_punch_0703.png,How many holes will appear when the paper is fully unfolded?,4,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""C"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.46,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":703}"
Comparative Reasoning,fold_punch_0703.png,"Which of the four unfolded patterns (A, B, C, D) correctly shows where the holes will appear? Answer with the letter.",C,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""C"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.46,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":703}"
Compound Reasoning,fold_punch_0703.png,Which candidate has the wrong total number of holes?,D,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""C"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.46,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":703}"
Extrapolative/Counterfactual Reasoning,fold_punch_0703.png,"If one additional fold were made and the punch stayed away from the new crease, how many holes would appear after fully unfolding?",8,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""C"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.46,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":703}"
Image Description,fold_punch_0704.png,How many fold steps are shown before the paper is punched?,3,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""D"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.64,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":704}"
Basic Relational Reasoning,fold_punch_0704.png,How many holes will appear when the paper is fully unfolded?,8,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""D"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.64,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":704}"
Comparative Reasoning,fold_punch_0704.png,"Which of the four unfolded patterns (A, B, C, D) correctly shows where the holes will appear? Answer with the letter.",D,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""D"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.64,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":704}"
Compound Reasoning,fold_punch_0704.png,Which candidate has the wrong total number of holes?,C,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""D"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.64,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":704}"
Extrapolative/Counterfactual Reasoning,fold_punch_0704.png,"If one additional fold were made and the punch stayed away from the new crease, how many holes would appear after fully unfolding?",16,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""D"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.64,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":704}"
Image Description,fold_punch_0705.png,How many fold steps are shown before the paper is punched?,2,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""A"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.5,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":705}"
Basic Relational Reasoning,fold_punch_0705.png,How many holes will appear when the paper is fully unfolded?,4,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""A"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.5,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":705}"
Comparative Reasoning,fold_punch_0705.png,"Which of the four unfolded patterns (A, B, C, D) correctly shows where the holes will appear? Answer with the letter.",A,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""A"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.5,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":705}"
Compound Reasoning,fold_punch_0705.png,Which candidate has the correct number of holes but in the wrong positions?,B,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""A"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.5,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":705}"
Extrapolative/Counterfactual Reasoning,fold_punch_0705.png,"If the last fold were removed, would the unfolded hole count be 'exactly half' or have a 'different relationship'?",exactly half,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""A"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.5,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":705}"
Image Description,fold_punch_0706.png,How many fold steps are shown before the paper is punched?,3,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""B"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.64,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":706}"
Basic Relational Reasoning,fold_punch_0706.png,How many holes will appear when the paper is fully unfolded?,8,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""B"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.64,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":706}"
Comparative Reasoning,fold_punch_0706.png,"Which of the four unfolded patterns (A, B, C, D) correctly shows where the holes will appear? Answer with the letter.",B,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""B"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.64,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":706}"
Compound Reasoning,fold_punch_0706.png,Which candidate has the correct number of holes but in the wrong positions?,D,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""B"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.64,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":706}"
Extrapolative/Counterfactual Reasoning,fold_punch_0706.png,"If one additional fold were made and the punch stayed away from the new crease, how many holes would appear after fully unfolding?",16,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""B"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.64,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":706}"
Image Description,fold_punch_0707.png,How many fold steps are shown before the paper is punched?,2,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""C"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.5,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":707}"
Basic Relational Reasoning,fold_punch_0707.png,How many holes will appear when the paper is fully unfolded?,4,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""C"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.5,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":707}"
Comparative Reasoning,fold_punch_0707.png,"Which of the four unfolded patterns (A, B, C, D) correctly shows where the holes will appear? Answer with the letter.",C,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""C"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.5,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":707}"
Compound Reasoning,fold_punch_0707.png,"If the last fold were removed, would the unfolded hole count be 'exactly half' or have a 'different relationship'?",exactly half,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""C"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.5,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":707}"
Extrapolative/Counterfactual Reasoning,fold_punch_0707.png,"If one additional fold were made and the punch stayed away from the new crease, how many holes would appear after fully unfolding?",8,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""C"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.5,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":707}"
Image Description,fold_punch_0708.png,How many fold steps are shown before the paper is punched?,3,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""D"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.68,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":708}"
Basic Relational Reasoning,fold_punch_0708.png,How many holes will appear when the paper is fully unfolded?,8,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""D"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.68,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":708}"
Comparative Reasoning,fold_punch_0708.png,"Which of the four unfolded patterns (A, B, C, D) correctly shows where the holes will appear? Answer with the letter.",D,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""D"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.68,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":708}"
Compound Reasoning,fold_punch_0708.png,Which candidate has the wrong total number of holes?,C,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""D"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.68,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":708}"
Extrapolative/Counterfactual Reasoning,fold_punch_0708.png,"If the last fold were removed, would the unfolded hole count be 'exactly half' or have a 'different relationship'?",exactly half,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""D"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.68,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":708}"
Image Description,fold_punch_0709.png,How many fold steps are shown before the paper is punched?,2,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""A"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.5,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":709}"
Basic Relational Reasoning,fold_punch_0709.png,How many holes will appear when the paper is fully unfolded?,4,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""A"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.5,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":709}"
Comparative Reasoning,fold_punch_0709.png,"Which of the four unfolded patterns (A, B, C, D) correctly shows where the holes will appear? Answer with the letter.",A,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""A"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.5,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":709}"
Compound Reasoning,fold_punch_0709.png,"If the last fold were removed, would the unfolded hole count be 'exactly half' or have a 'different relationship'?",exactly half,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""A"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.5,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":709}"
Extrapolative/Counterfactual Reasoning,fold_punch_0709.png,"If one additional fold were made and the punch stayed away from the new crease, how many holes would appear after fully unfolding?",8,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""A"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.5,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":709}"
Image Description,fold_punch_0710.png,How many fold steps are shown before the paper is punched?,3,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""B"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.68,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":710}"
Basic Relational Reasoning,fold_punch_0710.png,How many holes will appear when the paper is fully unfolded?,8,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""B"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.68,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":710}"
Comparative Reasoning,fold_punch_0710.png,"Which of the four unfolded patterns (A, B, C, D) correctly shows where the holes will appear? Answer with the letter.",B,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""B"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.68,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":710}"
Compound Reasoning,fold_punch_0710.png,"If the last fold were removed, would the unfolded hole count be 'exactly half' or have a 'different relationship'?",exactly half,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""B"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.68,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":710}"
Extrapolative/Counterfactual Reasoning,fold_punch_0710.png,"If one additional fold were made and the punch stayed away from the new crease, how many holes would appear after fully unfolding?",16,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""B"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.68,""minimum_distractor_displacement"":0.04,""num_folds"":3,""num_holes"":8,""seed"":710}"
Image Description,fold_punch_0711.png,How many fold steps are shown before the paper is punched?,2,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""C"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.46,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":711}"
Basic Relational Reasoning,fold_punch_0711.png,How many holes will appear when the paper is fully unfolded?,4,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""C"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.46,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":711}"
Comparative Reasoning,fold_punch_0711.png,"Which of the four unfolded patterns (A, B, C, D) correctly shows where the holes will appear? Answer with the letter.",C,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""C"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.46,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":711}"
Compound Reasoning,fold_punch_0711.png,"If the last fold were removed, would the unfolded hole count be 'exactly half' or have a 'different relationship'?",exactly half,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""C"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.46,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":711}"
Extrapolative/Counterfactual Reasoning,fold_punch_0711.png,"If the last fold were removed, would the unfolded hole count be 'exactly half' or have a 'different relationship'?",exactly half,"{""coordinate_frame"":""normalized_original_sheet_xy"",""correct_answer_choice"":""C"",""dataset_version"":""fold-punch-2.0.0"",""difficulty_score"":0.46,""minimum_distractor_displacement"":0.04,""num_folds"":2,""num_holes"":4,""seed"":711}"
